,name,resource,category,homepage,description,projectrank,show,labels,license,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,closed_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,docs_url,label,gitlab_id,gitlab_url,ignore
118,Rascaline,,representations,https://github.com/Luthaf/rascaline,Computing representations for atomistic machine learning.,10,True,"['Rust, C++']",BSD-3-Clause,Luthaf/rascaline,https://github.com/Luthaf/rascaline,2020-09-24 14:28:34,2023-06-08 09:55:35.000000,2023-05-30 12:53:47,391.0,17.0,11.0,5.0,159.0,17.0,11.0,,,,9.0,,,14.0,,,,,,,,,2.0,,,,,,,,,,,,,,
119,NNsforMD,,mlp,https://github.com/aimat-lab/NNsForMD,"Neural network class for molecular dynamics to predict potential energy, forces and non-adiabatic couplings.",10,True,,MIT,aimat-lab/NNsForMD,https://github.com/aimat-lab/NNsForMD,2020-08-31 11:14:18,2022-11-10 13:04:49.000000,2022-11-10 13:04:45,265.0,,3.0,3.0,,,9.0,2022-04-12 15:10:32,2.0.0,5.0,2.0,pyNNsMD,,,,,https://pypi.org/project/pyNNsMD,26.0,26.0,,,,2.0,,,,,,,,,,,,,,
120,SE(3)-Transformers,,representation-learning,https://github.com/FabianFuchsML/se3-transformer-public,code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503.,9,False,['single-paper'],MIT,FabianFuchsML/se3-transformer-public,https://github.com/FabianFuchsML/se3-transformer-public,2020-08-31 10:36:57,2022-03-09 14:17:32.000000,2021-11-18 09:11:56,63.0,,61.0,15.0,4.0,9.0,387.0,,,,2.0,,,17.0,,,,,,,,,2.0,,,,,,,,,,,,,,
121,DimeNet,,mlp,https://github.com/gasteigerjo/dimenet,"DimeNet and DimeNet++ models, as proposed in Directional Message Passing for Molecular Graphs (ICLR 2020) and Fast and..",9,True,,https://github.com/gasteigerjo/dimenet/blob/master/LICENSE.md,gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,2020-02-14 12:40:15,2023-04-26 14:16:07.000000,2023-04-26 14:16:06,100.0,1.0,49.0,3.0,,2.0,238.0,,,,2.0,,,28.0,,,,,,,,,3.0,,,,,,,,,,,,,,
122,molecularGNN_smiles,,representation-learning,https://github.com/masashitsubaki/molecularGNN_smiles,"The code of a graph neural network (GNN) for molecules, which is based on learning representations of r-radius..",9,False,,Apache-2.0,masashitsubaki/molecularGNN_smiles,https://github.com/masashitsubaki/molecularGNN_smiles,2018-11-06 00:25:26,2020-11-28 02:04:45.000000,2020-11-28 02:04:45,79.0,,66.0,6.0,,6.0,238.0,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,
123,Allegro,,mlp,https://github.com/mir-group/allegro,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,9,True,,MIT,mir-group/allegro,https://github.com/mir-group/allegro,2022-02-06 23:50:40,2023-05-08 21:16:45.000000,2023-05-08 21:16:45,38.0,2.0,26.0,15.0,2.0,1.0,189.0,,,,2.0,,,12.0,,,,,,,,,3.0,,,,,,,,,,,,,,
124,SchNet,,mlp,https://github.com/atomistic-machine-learning/SchNet,SchNet - a deep learning architecture for quantum chemistry.,9,False,,MIT,atomistic-machine-learning/SchNet,https://github.com/atomistic-machine-learning/SchNet,2017-10-03 11:52:20,2018-09-04 08:42:35.000000,2018-09-04 08:42:34,53.0,,53.0,16.0,,1.0,167.0,,,,3.0,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,
125,QDF for molecule,,ml-esm,https://github.com/masashitsubaki/QuantumDeepField_molecule,"Quantum deep field: data-driven wave function, electron density generation, and energy prediction and extrapolation..",9,False,,MIT,masashitsubaki/QuantumDeepField_molecule,https://github.com/masashitsubaki/QuantumDeepField_molecule,2020-11-11 01:06:09,2021-02-20 03:46:18.000000,2021-02-20 03:46:09,20.0,,38.0,3.0,,,164.0,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,
126,DeePKS-kit,,ml-dft,https://github.com/deepmodeling/deepks-kit,a package for developing machine learning-based chemically accurate energy and density functional models.,9,True,,LGPL-3.0,deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,2020-07-29 03:27:50,2023-04-12 07:10:08.000000,2023-04-01 01:14:46,380.0,1.0,29.0,12.0,39.0,1.0,92.0,,,,6.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,
127,PiNN,,mlp,https://github.com/Teoroo-CMC/PiNN,A Python library for building atomic neural networks.,9,True,,BSD-3-Clause,Teoroo-CMC/PiNN,https://github.com/Teoroo-CMC/PiNN,2019-10-04 08:13:18,2023-01-23 15:42:53.468770,2023-01-23 15:32:22,113.0,,25.0,6.0,1.0,2.0,89.0,2019-10-09 09:21:30,0.3.0,1.0,2.0,,,4.0,,,,,4.0,,,,3.0,teoroo/pinn,https://hub.docker.com/r/teoroo/pinn,2023-01-23 15:42:53.468770,,211.0,,,,,,,,,
128,ACE.jl,,mlp,https://github.com/ACEsuit/ACE.jl,Parameterisation of Equivariant Properties of Particle Systems.,9,True,['Julia'],https://github.com/ACEsuit/ACE.jl/blob/main/license/mit.md,ACEsuit/ACE.jl,https://github.com/ACEsuit/ACE.jl,2019-11-30 16:22:51,2023-06-09 21:31:30.000000,2023-06-09 21:29:10,912.0,1.0,14.0,8.0,65.0,23.0,58.0,,,,12.0,,,58.0,,,,,,,,,3.0,,,,,,,,,,,,,,
129,GATGNN: Global Attention Graph Neural Network,,representation-learning,https://github.com/superlouis/GATGNN,Pytorch Repository for our work: Graph convolutional neural networks with global attention for improved materials..,9,True,,MIT,superlouis/GATGNN,https://github.com/superlouis/GATGNN,2020-06-21 03:27:36,2022-10-03 21:57:33.000000,2022-10-03 21:57:33,99.0,,18.0,8.0,,3.0,58.0,2021-04-05 06:49:29,0.2,2.0,3.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,
130,matsciml,,representation-learning,https://github.com/IntelLabs/matsciml,Open MatSci ML Toolkit is a single framework for prototyping and scaling out deep learning models for materials..,9,True,['workflows'],MIT,IntelLabs/matsciml,https://github.com/IntelLabs/matsciml,2022-09-13 20:27:28,2023-06-02 02:01:25.000000,2023-03-13 16:04:37,21.0,,5.0,3.0,28.0,4.0,43.0,,,1.0,5.0,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,
131,DeepErwin,,ml-wft,https://github.com/mdsunivie/deeperwin,DeepErwin is a python 3.8+ package that implements and optimizes JAX 2.x wave function models for numerical solutions..,9,True,,https://github.com/mdsunivie/deeperwin/blob/master/LICENSE,mdsunivie/deeperwin,https://github.com/mdsunivie/deeperwin,2021-06-14 15:18:32,2023-05-23 12:48:25.000000,2023-05-23 12:44:02,51.0,3.0,5.0,2.0,3.0,1.0,27.0,2022-07-18 10:18:25,arxiv_2105.08351v2,2.0,6.0,deeperwin,,4.0,,,https://pypi.org/project/deeperwin,37.0,37.0,,,,3.0,,,,,,,,,,,,,,
132,GElib,,math,https://github.com/risi-kondor/GElib,C++/CUDA library for SO(3) equivariant operations.,9,True,['C++'],MPL-2.0,risi-kondor/GElib,https://github.com/risi-kondor/GElib,2021-08-24 20:56:40,2023-06-08 04:58:19.000000,2023-06-08 04:58:18,551.0,59.0,1.0,3.0,,2.0,15.0,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
133,BenchML,,representation-engineering,https://github.com/capoe/benchml,ML benchmarking and pipeling framework.,9,True,['benchmarking'],Apache-2.0,capoe/benchml,https://github.com/capoe/benchml,2020-04-28 13:26:29,2023-05-24 15:13:06.000000,2023-05-24 15:04:57,341.0,10.0,2.0,5.0,7.0,3.0,13.0,,,,9.0,benchml,,10.0,,,https://pypi.org/project/benchml,20.0,20.0,,,,3.0,,,,,,,,,,,,,,
134,ACEhamiltonians,,ml-dft,https://github.com/ACEsuit/ACEhamiltonians.jl,"Provides tools for constructing, fitting, and predicting self-consistent Hamiltonian and overlap matrices in solid-..",9,True,['Julia'],MIT,ACEsuit/ACEhamiltonians.jl,https://github.com/ACEsuit/ACEhamiltonians.jl,2022-01-17 20:54:22,2023-04-12 15:11:09.000000,2023-04-12 15:04:14,33.0,21.0,3.0,3.0,41.0,1.0,5.0,2022-05-20 17:07:42,arXiv.2111.13736,1.0,4.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,
135,bVAE-IM,,generative,https://github.com/tsudalab/bVAE-IM,Implementation of Chemical Design with GPU-based Ising Machine.,9,False,"['qml', 'single-paper']",MIT,tsudalab/bVAE-IM,https://github.com/tsudalab/bVAE-IM,2023-03-01 08:26:56,2023-05-31 07:00:20.000000,2023-05-31 07:00:20,34.0,18.0,,8.0,,,3.0,2023-03-01 14:26:13,1.0.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
136,ML4pXRDs,,representation-learning,https://github.com/aimat-lab/ML4pXRDs,Contains code to train neural networks based on simulated powder XRDs from synthetic crystals.,9,True,"['xrd', 'single-paper']",MIT,aimat-lab/ML4pXRDs,https://github.com/aimat-lab/ML4pXRDs,2022-12-01 16:24:29,2023-06-13 04:41:50.000000,2023-06-12 11:34:21,1314.0,20.0,1.0,2.0,,,,2023-03-22 11:04:31,1.0,1.0,,,,,,,,,0.0,,,,2.0,,,,,,2.0,,,,,,,,
137,GemNet,,mlp,https://github.com/TUM-DAML/gemnet_pytorch,"GemNet model in PyTorch, as proposed in GemNet: Universal Directional Graph Neural Networks for Molecules (NeurIPS..",8,True,,https://github.com/TUM-DAML/gemnet_pytorch/blob/master/LICENSE,TUM-DAML/gemnet_pytorch,https://github.com/TUM-DAML/gemnet_pytorch,2021-10-11 07:30:36,2023-04-26 14:20:12.000000,2023-04-26 14:20:12,36.0,2.0,22.0,4.0,1.0,,139.0,,,,5.0,,,12.0,,,,,,,,,3.0,,,,,,,,,,,,,,
138,ANI-1 Dataset,,datasets,https://github.com/isayev/ANI1_dataset,A data set of 20 million calculated off-equilibrium conformations for organic molecules.,8,True,,MIT,isayev/ANI1_dataset,https://github.com/isayev/ANI1_dataset,2017-08-07 20:08:46,2022-08-08 15:56:17.000000,2022-08-08 15:56:17,25.0,,18.0,12.0,2.0,6.0,87.0,,,,3.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,
139,MoleculeNet Leaderboard,,datasets,https://github.com/deepchem/moleculenet,,8,False,['benchmarking'],MIT,deepchem/moleculenet,https://github.com/deepchem/moleculenet,2020-02-24 18:14:05,2021-04-29 19:51:06.000000,2021-04-29 19:51:06,78.0,,17.0,4.0,15.0,22.0,68.0,,,,6.0,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,
140,cG-SchNet,,generative,https://github.com/atomistic-machine-learning/cG-SchNet,cG-SchNet - a conditional generative neural network for 3d molecular structures.,8,True,,MIT,atomistic-machine-learning/cG-SchNet,https://github.com/atomistic-machine-learning/cG-SchNet,2021-12-02 15:35:18,2023-03-24 12:09:56.000000,2023-03-24 12:09:56,28.0,3.0,11.0,4.0,,,43.0,2022-02-21 13:36:41,1.0,1.0,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,
141,Sketchmap,,unsupervised,https://github.com/lab-cosmo/sketchmap,Suite of programs to perform non-linear dimensionality reduction -- sketch-map in particular.,8,True,,GPL-3.0,lab-cosmo/sketchmap,https://github.com/lab-cosmo/sketchmap,2014-05-20 09:33:32,2023-05-24 22:56:06.000000,2023-05-24 22:47:50,64.0,1.0,10.0,29.0,1.0,3.0,39.0,,,,8.0,,,4.0,,,,,,,,,3.0,,,,,,,,,,,['C++'],,,
142,SNAP,,mlp,https://github.com/materialsvirtuallab/snap,Repository for spectral neighbor analysis potential (SNAP) model development.,8,False,,BSD-3-Clause,materialsvirtuallab/snap,https://github.com/materialsvirtuallab/snap,2017-06-26 21:56:00,2020-06-30 05:20:37.000000,2020-06-30 05:20:37,38.0,,16.0,10.0,1.0,1.0,31.0,,,,5.0,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,
143,DeeperGATGNN,,representation-learning,https://github.com/usccolumbia/deeperGATGNN,Scalable graph neural networks for materials property prediction.,8,True,,MIT,usccolumbia/deeperGATGNN,https://github.com/usccolumbia/deeperGATGNN,2021-09-29 17:31:02,2023-04-19 18:59:51.000000,2023-04-19 18:59:31,24.0,1.0,7.0,3.0,1.0,,30.0,2022-03-08 02:14:28,1.0,1.0,3.0,,,7.0,,,,,,,,,3.0,,,,,,,,,,,,,,
144,So3krates (MLFF),,mlp,https://github.com/thorben-frank/mlff,Build neural networks for machine learning force fields with JAX.,8,True,,MIT,thorben-frank/mlff,https://github.com/thorben-frank/mlff,2022-09-30 07:40:17,2023-06-05 07:20:18.000000,2023-06-05 07:20:15,38.0,38.0,4.0,3.0,2.0,1.0,29.0,,,,2.0,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,
145,Atomistic Adversarial Attacks,,mlp,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,Code for performing adversarial attacks on atomistic systems using NN potentials.,8,True,['probabilistic'],MIT,learningmatter-mit/Atomistic-Adversarial-Attacks,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,2021-03-28 17:39:52,2022-10-03 16:19:31.000000,2022-10-03 16:19:29,33.0,,6.0,5.0,1.0,,24.0,2021-07-19 18:09:36,1.0.1,1.0,6.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,
146,ALF,,mlp,https://github.com/lanl/ALF,A framework for performing active learning for training machine-learned interatomic potentials.,8,True,['active-learning'],https://github.com/lanl/ALF/blob/main/LICENSE,lanl/alf,https://github.com/lanl/ALF,2023-01-04 23:13:24,2023-06-12 20:32:12.000000,2023-05-31 21:11:38,82.0,79.0,6.0,5.0,16.0,,15.0,,,,5.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
147,UVVisML,,representation-learning,https://github.com/learningmatter-mit/uvvisml,Predict optical properties of molecules with machine learning.,8,True,"['optical-properties', 'single-paper', 'probabilistic']",MIT,learningmatter-mit/uvvisml,https://github.com/learningmatter-mit/uvvisml,2021-10-13 05:58:48,2023-05-26 22:35:14.000000,2023-05-26 22:35:14,17.0,1.0,4.0,4.0,1.0,,10.0,2022-02-06 18:14:14,0.0.2,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
148,Equisolve,,math,https://github.com/lab-cosmo/equisolve,A package tasked with taking equistore objects and computing machine learning models using them.,8,False,,BSD-3-Clause,lab-cosmo/equisolve,https://github.com/lab-cosmo/equisolve,2022-10-04 15:29:19,2023-06-06 12:44:37.000000,2023-06-05 07:22:30,34.0,11.0,1.0,14.0,29.0,14.0,3.0,,,,5.0,,,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,
149,RDKit Tutorials,,educational,https://github.com/rdkit/rdkit-tutorials,Tutorials to learn how to work with the RDKit.,7,True,,https://github.com/rdkit/rdkit-tutorials/blob/master/LICENSE,rdkit/rdkit-tutorials,https://github.com/rdkit/rdkit-tutorials,2016-10-07 03:34:01,2023-03-19 13:36:55.000000,2023-03-19 13:36:55,68.0,1.0,63.0,16.0,7.0,3.0,185.0,,,,5.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,
150,G-SchNet,,generative,https://github.com/atomistic-machine-learning/G-SchNet,G-SchNet - a generative model for 3d molecular structures.,7,True,,MIT,atomistic-machine-learning/G-SchNet,https://github.com/atomistic-machine-learning/G-SchNet,2019-10-21 13:48:59,2023-03-24 12:05:41.000000,2023-03-24 12:05:41,64.0,2.0,22.0,6.0,,,113.0,,,,2.0,,,10.0,,,,,,,,,3.0,,,,,,,,,,,,,,
151,DTNN,,representation-learning,https://github.com/atomistic-machine-learning/dtnn,Deep Tensor Neural Network.,7,False,,MIT,atomistic-machine-learning/dtnn,https://github.com/atomistic-machine-learning/dtnn,2017-03-10 14:40:05,2017-07-11 08:26:15.000000,2017-07-11 08:25:39,9.0,,31.0,15.0,,,77.0,,,,2.0,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,
152,AIMNet,,mlp,https://github.com/aiqm/aimnet,Atoms In Molecules Neural Network Potential.,7,False,['single-paper'],MIT,aiqm/aimnet,https://github.com/aiqm/aimnet,2018-09-26 17:28:37,2019-11-21 23:49:01.000000,2019-11-21 23:49:00,7.0,,20.0,10.0,2.0,3.0,75.0,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
153,JAXChem,,general-tools,https://github.com/deepchem/jaxchem,JAXChem is a JAX-based deep learning library for complex and versatile chemical modeling.,7,False,,MIT,deepchem/jaxchem,https://github.com/deepchem/jaxchem,2020-05-11 18:54:41,2020-07-15 05:02:21.000000,2020-07-15 04:55:41,96.0,,9.0,6.0,13.0,1.0,74.0,,,,3.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,
154,PhysNet,,mlp,https://github.com/MMunibas/PhysNet,Code for training PhysNet models.,7,False,['electrostatics'],MIT,MMunibas/PhysNet,https://github.com/MMunibas/PhysNet,2019-03-28 09:05:22,2022-10-16 17:45:42.000000,2020-12-07 11:09:20,4.0,,26.0,9.0,1.0,3.0,72.0,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
155,Cormorant,,representation-learning,https://github.com/risilab/cormorant,Codebase for Cormorant Neural Networks.,7,False,,https://github.com/risilab/cormorant/blob/master/LICENSE,risilab/cormorant,https://github.com/risilab/cormorant,2019-10-27 18:22:07,2022-05-11 12:49:05.000000,2020-03-11 15:25:51,160.0,,10.0,6.0,1.0,3.0,51.0,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
156,uncertainty_benchmarking,,general-tools,https://github.com/ulissigroup/uncertainty_benchmarking,Various code/notebooks to benchmark different ways we could estimate uncertainty in ML predictions.,7,False,"['benchmarking', 'probabilistic']",,ulissigroup/uncertainty_benchmarking,https://github.com/ulissigroup/uncertainty_benchmarking,2019-08-28 19:39:28,2021-06-07 23:29:39.000000,2021-06-07 23:27:19,265.0,,5.0,6.0,1.0,,33.0,,,,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
157,torchchem,,general-tools,https://github.com/deepchem/torchchem,An experimental repo for experimenting with PyTorch models.,7,False,,MIT,deepchem/torchchem,https://github.com/deepchem/torchchem,2020-03-07 17:06:44,2023-03-24 23:13:19.000000,2020-05-01 20:12:23,49.0,,14.0,7.0,27.0,2.0,32.0,,,,5.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,
158,MACE-Jax,,mlp,https://github.com/ACEsuit/mace-jax,Equivariant machine learning interatomic potentials in JAX.,7,True,,MIT,ACEsuit/mace-jax,https://github.com/ACEsuit/mace-jax,2023-02-06 12:10:16,2023-06-01 14:37:13.000000,2023-06-01 14:17:35,200.0,10.0,1.0,8.0,1.0,,28.0,,,,2.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,
159,PACE,,md,https://github.com/ICAMS/lammps-user-pace,"The LAMMPS MLP `pair_style pace`, aka Atomic Cluster Expansion (ACE), aka ML-PACE,..",7,True,,https://github.com/ICAMS/lammps-user-pace/blob/main/LICENSE,ICAMS/lammps-user-pace,https://github.com/ICAMS/lammps-user-pace,2021-02-25 10:04:48,2023-05-25 22:16:12.000000,2023-01-31 19:53:46,46.0,,9.0,5.0,11.0,1.0,16.0,,,1.0,6.0,,,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,
160,AdsorbML,,representation-learning,https://github.com/Open-Catalyst-Project/AdsorbML,,7,True,"['surface-science', 'single-paper']",MIT,Open-Catalyst-Project/AdsorbML,https://github.com/Open-Catalyst-Project/AdsorbML,2022-11-30 01:38:20,2023-06-12 20:27:53.000000,2023-06-08 05:23:46,48.0,12.0,2.0,6.0,9.0,,14.0,,,,4.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,
161,SA-GPR,,representation-engineering,https://github.com/dilkins/TENSOAP,Public repository for symmetry-adapted Gaussian Process Regression (SA-GPR).,7,True,['C'],LGPL-3.0,dilkins/TENSOAP,https://github.com/dilkins/TENSOAP,2020-05-04 14:19:01,2023-04-07 09:58:08.000000,2022-09-29 09:30:45,25.0,,8.0,3.0,10.0,2.0,14.0,2020-12-17 16:51:47,2020.0,1.0,5.0,,,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,
162,Libnxc,,ml-dft,https://github.com/semodi/libnxc,A library for using machine-learned exchange-correlation functionals for density-functional theory.,7,False,"['C++', 'Fortran']",MPL-2.0,semodi/libnxc/,https://github.com/semodi/libnxc,2020-07-01 18:21:50,2021-09-18 14:53:52.000000,2021-08-14 16:26:32,100.0,,3.0,2.0,3.0,13.0,12.0,,,2.0,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,
163,SALTED,,ml-dft,https://github.com/andreagrisafi/SALTED,Program for doing symmetry-adapted learning of three-dimensional electron densities.,7,True,,GPL-3.0,andreagrisafi/SALTED,https://github.com/andreagrisafi/SALTED,2020-01-22 10:24:29,2023-05-09 15:15:03.000000,2023-04-14 08:18:56,139.0,7.0,1.0,1.0,4.0,,10.0,2023-04-10 16:25:44,2.0.0,1.0,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
164,CGAT,,representation-learning,https://github.com/hyllios/CGAT,Crystal graph attention neural networks for materials prediction.,7,True,,MIT,hyllios/CGAT,https://github.com/hyllios/CGAT,2021-03-28 09:51:15,2023-01-10 22:31:07.000000,2023-01-10 22:31:07,153.0,,7.0,3.0,1.0,,9.0,,,,4.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,
165,graphite,,representation-learning,https://github.com/LLNL/graphite,A repository for implementing graph network models based on atomic structures.,7,True,,MIT,llnl/graphite,https://github.com/LLNL/graphite,2022-06-27 19:15:27,2023-06-10 03:10:09.000000,2023-06-10 03:10:06,11.0,4.0,3.0,7.0,,,9.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
166,ACEfit,,mlp,https://github.com/ACEsuit/ACEfit.jl,,7,False,['Julia'],MIT,ACEsuit/ACEfit.jl,https://github.com/ACEsuit/ACEfit.jl,2022-01-01 00:09:17,2023-04-25 15:35:19.000000,2023-03-07 21:09:32,138.0,,2.0,3.0,7.0,19.0,2.0,,,,4.0,,,23.0,,,,,,,,,3.0,,,,,,,,,,,,,,
167,BestPractices,,educational,https://github.com/anthony-wang/BestPractices,Things that you should (and should not) do in your Materials Informatics research.,6,False,,MIT,anthony-wang/BestPractices,https://github.com/anthony-wang/BestPractices,2020-05-05 19:41:25,2023-03-10 21:27:15.000000,2021-02-18 08:56:47,15.0,,54.0,7.0,7.0,4.0,122.0,,,,2.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,
168,Equiformer,,representation-learning,https://github.com/atomicarchitects/equiformer,[ICLR23 Spotlight] Equiformer: Equivariant Graph Attention Transformer for 3D Atomistic Graphs.,6,True,,MIT,atomicarchitects/equiformer,https://github.com/atomicarchitects/equiformer,2023-02-28 00:21:30,2023-04-19 02:15:43.000000,2023-02-28 00:27:47,1.0,,14.0,5.0,1.0,3.0,90.0,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,
169,ANI-1x Datasets,,datasets,https://github.com/aiqm/ANI1x_datasets,"The ANI-1ccx and ANI-1x data sets, coupled-cluster and density functional theory properties for organic molecules.",6,False,,MIT,aiqm/ANI1x_datasets,https://github.com/aiqm/ANI1x_datasets,2019-09-17 18:19:28,2022-04-11 17:25:55.000000,2022-04-11 17:25:55,12.0,,4.0,6.0,,2.0,44.0,,,,2.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,
170,Applied AI for Materials,,educational,https://github.com/WardLT/applied-ai-for-materials,Course materials for Applied AI for Materials Science and Engineering.,6,False,,,WardLT/applied-ai-for-materials,https://github.com/WardLT/applied-ai-for-materials,2020-10-12 19:39:06,2022-03-12 02:26:58.000000,2022-03-12 02:26:41,107.0,,27.0,4.0,13.0,5.0,41.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
171,hippynn,,representation-learning,https://github.com/lanl/hippynn,python library for atomistic machine learning.,6,True,['workflows'],https://github.com/lanl/hippynn/blob/main/LICENSE.txt,lanl/hippynn,https://github.com/lanl/hippynn,2021-11-17 00:45:13,2023-05-18 19:12:44.000000,2023-03-30 21:54:48,83.0,1.0,17.0,6.0,32.0,,39.0,,,,9.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,
172,COMP6 Benchmark dataset,,datasets,https://github.com/isayev/COMP6,COMP6 Benchmark dataset for ML potentials.,6,False,,MIT,isayev/COMP6,https://github.com/isayev/COMP6,2017-12-29 16:58:35,2018-07-09 23:56:35.000000,2018-07-09 23:56:34,27.0,,4.0,5.0,,2.0,34.0,,,,2.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,
173,DeepDFT,,ml-dft,https://github.com/peterbjorgensen/DeepDFT,Official implementation of DeepDFT model.,6,True,,MIT,peterbjorgensen/DeepDFT,https://github.com/peterbjorgensen/DeepDFT,2020-11-03 11:51:15,2023-02-28 15:37:49.000000,2023-02-28 15:37:37,128.0,,6.0,1.0,,,32.0,,,,2.0,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,
174,milad,,representations,https://github.com/muhrin/milad,Moment Invariants Local Atomic Descriptor.,6,True,['generative'],GPL-3.0,muhrin/milad,https://github.com/muhrin/milad,2020-04-23 09:14:24,2022-12-03 10:40:05.000000,2022-12-03 10:39:59,110.0,,,4.0,,,26.0,,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,
175,SIMPLE-NN v2,,mlp,https://github.com/MDIL-SNU/SIMPLE-NN_v2,,6,False,,GPL-3.0,MDIL-SNU/SIMPLE-NN_v2,https://github.com/MDIL-SNU/SIMPLE-NN_v2,2021-03-02 09:36:49,2023-03-30 02:13:08.000000,2023-03-30 02:12:44,492.0,4.0,13.0,5.0,84.0,3.0,19.0,,,,12.0,,,6.0,,,,,,,,,3.0,,,,,,,,,,,,,,
176,BOSS,,materials-discovery,https://gitlab.com/cest-group/boss,Bayesian Optimization Structure Search (BOSS).,6,False,['probabilistic'],,,,2020-02-12 08:48:33,2020-02-12 08:48:33.000000,,,,8.0,,,4.0,18.0,,,13.0,,aalto-boss,,20.0,,,https://pypi.org/project/aalto-boss,491.0,491.0,,,,2.0,,,,,,,,,,,,cest-group/boss,https://gitlab.com/cest-group/boss,
177,GLAMOUR,,representation-learning,https://github.com/learningmatter-mit/GLAMOUR,Graph Learning over Macromolecule Representations.,6,True,['single-paper'],MIT,learningmatter-mit/GLAMOUR,https://github.com/learningmatter-mit/GLAMOUR,2021-08-20 18:16:40,2022-12-31 17:56:21.000000,2022-12-31 17:56:21,14.0,,5.0,3.0,,,18.0,2021-08-23 18:58:52,0.1,1.0,,,,8.0,,,,,,,,,3.0,,,,,,,,,,,,,,
178,CBFV,,representations,https://github.com/Kaaiian/CBFV,Tool to quickly create a composition-based feature vector.,6,False,,,kaaiian/CBFV,https://github.com/Kaaiian/CBFV,2019-09-05 23:07:46,2022-03-30 05:47:53.000000,2021-10-24 17:10:17,49.0,,5.0,4.0,7.0,5.0,11.0,,,,3.0,CBFV,,4.0,2.0,2.0,https://pypi.org/project/CBFV,123.0,123.0,,,,2.0,,,,,,,,,,,,,,
