,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,recent_commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
239,Awesome Materials & Chemistry Datasets,,community,https://github.com/blaiszik/awesome-matchem-datasets,A curated list of the most useful datasets in materials science and chemistry for training machine learning and AI..,10,True,MIT,"['datasets', 'experimental-data', 'literature-data', 'proprietary']",blaiszik/awesome-matchem-datasets,https://github.com/blaiszik/awesome-matchem-datasets,2025-04-02 03:47:04,2025-10-31 01:20:45.000,2025-10-31 01:20:44,107.0,34.0,14.0,29.0,4.0,10.0,280.0,,,,9.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
240,GDC,,rep-learn,https://github.com/gasteigerjo/gdc,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",10,False,MIT,['generative'],gasteigerjo/gdc,https://github.com/gasteigerjo/gdc,2019-10-26 16:05:11,2023-04-26 14:22:40.000,2023-04-26 14:22:40,28.0,42.0,3.0,1.0,,11.0,274.0,,,,3.0,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
241,Grad DFT,,ml-dft,https://github.com/XanaduAI/GradDFT,GradDFT is a JAX-based library enabling the differentiable design and experimentation of exchange-correlation..,10,False,Apache-2.0,,XanaduAI/GradDFT,https://github.com/XanaduAI/GradDFT,2023-05-15 16:18:25,2024-02-13 16:05:53.000,2024-02-13 16:05:51,419.0,9.0,4.0,44.0,12.0,43.0,112.0,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
242,Finetuna,,active-learning,https://github.com/ulissigroup/finetuna,Active Learning for Machine Learning Potentials.,10,False,MIT,,ulissigroup/finetuna,https://github.com/ulissigroup/finetuna,2020-09-22 14:39:52,2026-02-03 23:13:13.000,2024-05-15 17:25:23,1200.0,13.0,1.0,42.0,9.0,15.0,63.0,,,,11.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
243,pair_nequip,,md,https://github.com/mir-group/pair_nequip,LAMMPS pair style for NequIP.,10,True,MIT,"['ml-iap', 'rep-learn']",mir-group/pair_nequip,https://github.com/mir-group/pair_nequip,2021-04-02 15:28:02,2025-04-25 20:00:21.000,2025-04-25 20:00:21,102.0,14.0,7.0,8.0,13.0,20.0,44.0,2025-04-23 19:04:15.000,0.6.0,5.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
244,Atom2Vec,,rep-learn,https://github.com/idocx/Atom2Vec,Atom2Vec: a simple way to describe atoms for machine learning.,10,False,MIT,,idocx/Atom2Vec,https://github.com/idocx/Atom2Vec,2020-01-18 23:31:47,2024-02-23 21:44:03.000,2024-02-23 21:43:58,4.0,9.0,1.0,1.0,3.0,1.0,37.0,2024-02-23 21:43:41.000,1.1.0,2.0,1.0,atom2vec,,,5.0,5.0,https://pypi.org/project/atom2vec,2024-02-23 21:43:41.000,,50.0,50.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
245,pumml,,unsupervised,https://github.com/ncfrey/pumml,Positive and Unlabeled Materials Machine Learning (pumml) is a code that uses semi-supervised machine learning to..,10,False,MIT,['materials-discovery'],ncfrey/pumml,https://github.com/ncfrey/pumml,2019-07-08 17:57:19,2024-02-21 18:04:36.000,2021-03-12 18:28:56,81.0,13.0,4.0,15.0,,3.0,37.0,2020-11-16 18:30:10.000,0.0.2,2.0,3.0,pumml,,,2.0,2.0,https://pypi.org/project/pumml,2020-11-16 18:30:10.000,,17.0,17.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
246,iam-notebooks,,educational,https://github.com/ceriottm/iam-notebooks,Jupyter notebooks for the lectures of the Introduction to Atomistic Modeling.,10,True,Apache-2.0,,ceriottm/iam-notebooks,https://github.com/ceriottm/iam-notebooks,2020-11-23 21:27:41,2026-02-09 08:13:44.000,2025-07-09 11:16:16,246.0,5.0,4.0,8.0,6.0,,36.0,,,,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
247,NeuralXC,,ml-dft,https://github.com/semodi/neuralxc,Implementation of a machine learned density functional.,10,False,BSD-3-Clause,,semodi/neuralxc,https://github.com/semodi/neuralxc,2019-03-14 18:13:40,2024-06-17 22:55:40.000,2021-07-05 21:36:23,337.0,11.0,4.0,10.0,5.0,5.0,36.0,,,3.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
248,cmlkit,,rep-eng,https://github.com/sirmarcel/cmlkit,tools for machine learning in condensed matter physics and quantum chemistry.,10,False,MIT,['benchmarking'],sirmarcel/cmlkit,https://github.com/sirmarcel/cmlkit,2018-05-31 07:56:52,2022-04-01 00:39:14.000,2022-03-25 22:27:04,526.0,6.0,2.0,1.0,6.0,2.0,33.0,,,25.0,1.0,cmlkit,,,7.0,6.0,https://pypi.org/project/cmlkit,2022-03-25 22:27:16.000,1.0,321.0,321.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
249,PACE,,md,https://github.com/ICAMS/lammps-user-pace,"The LAMMPS ML-IAP `pair_style pace`, aka Atomic Cluster Expansion (ACE), aka ML-PACE,..",10,True,https://github.com/ICAMS/lammps-user-pace/blob/main/LICENSE,,ICAMS/lammps-user-pace,https://github.com/ICAMS/lammps-user-pace,2021-02-25 10:04:48,2026-02-09 13:04:05.000,2025-12-03 10:50:46,73.0,15.0,6.0,21.0,5.0,6.0,31.0,2026-02-09 13:04:06.000,.2025.12.4.p1,12.0,8.0,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
250,AGOX,,materials-discovery,https://agox.gitlab.io/agox/,AGOX is a package for global optimization of atomic system using e.g. the energy calculated from density functional..,10,True,GPL-3.0,['structure-optimization'],,,2022-03-08 09:08:13,2026-02-04 12:17:07.000,,,8.0,,,9.0,19.0,18.0,2025-08-15 14:46:27.000,3.11.0,13.0,,agox,,,3.0,,https://pypi.org/project/agox,2026-02-04 12:17:07.000,3.0,397.0,397.0,,,,3.0,,,,,,,,,,,,,,,,,,agox/agox,https://gitlab.com/agox/agox,,
251,AIS Square,,datasets,https://github.com/deepmodeling/AIS-Square,"A collaborative and open-source platform for sharing AI for Science datasets, models, and workflows. Home of the..",10,True,LGPL-3.0,"['community', 'model-repository']",deepmodeling/AIS-Square,https://github.com/deepmodeling/AIS-Square,2022-09-13 09:52:30,2026-01-30 03:05:37.000,2026-01-30 03:05:37,1266.0,8.0,7.0,211.0,5.0,1.0,15.0,,,,8.0,,,64.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
252,dftio,,ml-dft,https://github.com/deepmodeling/dftio,dftio is to assist machine learning communities to transcript DFT output into a format that is easy to read or used by..,10,True,LGPL-3.0,"['data-structures', 'workflows']",deepmodeling/dftio,https://github.com/deepmodeling/dftio,2024-05-27 14:03:49,2025-12-18 17:25:33.000,2025-12-18 17:24:47,199.0,10.0,3.0,18.0,4.0,4.0,14.0,2024-06-03 03:30:43.000,0.0.1,1.0,5.0,,,27.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
253,Materials Data Facility (MDF),,datasets,https://www.materialsdatafacility.org,"A simple way to publish, discover, and access materials datasets. Publication of very large datasets supported (e.g.,..",10,False,Apache-2.0,,materials-data-facility/connect_client,https://github.com/materials-data-facility/connect_client,2018-09-12 20:49:58,2026-02-08 22:51:05.000,2024-02-05 22:48:40,158.0,1.0,3.0,35.0,1.0,6.0,10.0,2024-02-05 22:49:58.000,0.5.0,23.0,7.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
254,CCS_fit,,ml-iap,https://github.com/Teoroo-CMC/CCS,Curvature Constrained Splines.,10,False,GPL-3.0,,Teoroo-CMC/CCS,https://github.com/Teoroo-CMC/CCS,2021-12-13 14:29:53,2025-10-02 11:09:58.000,2024-02-16 09:31:25,762.0,11.0,2.0,13.0,9.0,6.0,10.0,2024-02-16 09:31:34.000,0.22.5,100.0,8.0,ccs_fit,,,,,https://pypi.org/project/ccs_fit,2024-02-16 09:31:34.000,,650.0,671.0,,,,3.0,,,,,,,,844.0,,,,,,,,,,,,,
255,Awesome Neural Geometry,,community,https://github.com/neurreps/awesome-neural-geometry,"A curated collection of resources and research related to the geometry of representations in the brain, deep networks,..",9,True,,"['educational', 'rep-learn']",neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,2022-07-31 01:19:57,2025-11-25 11:17:38.000,2025-11-25 11:17:33,146.0,68.0,33.0,16.0,,1.0,1050.0,,,,15.0,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
256,SE(3)-Transformers,,rep-learn,https://github.com/FabianFuchsML/se3-transformer-public,code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503.,9,False,MIT,"['single-paper', 'transformer']",FabianFuchsML/se3-transformer-public,https://github.com/FabianFuchsML/se3-transformer-public,2020-08-31 10:36:57,2023-07-10 05:13:25.000,2021-11-18 09:11:56,63.0,76.0,15.0,5.0,11.0,17.0,567.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
257,EDM,,generative,https://github.com/ehoogeboom/e3_diffusion_for_molecules,E(3) Equivariant Diffusion Model for Molecule Generation in 3D.,9,False,MIT,,ehoogeboom/e3_diffusion_for_molecules,https://github.com/ehoogeboom/e3_diffusion_for_molecules,2022-04-15 14:34:35,2022-07-10 17:56:18.000,2022-07-10 17:56:12,6.0,135.0,8.0,,3.0,37.0,548.0,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
258,MoLFormers UI,,community,https://molformer.res.ibm.com/,A family of foundation models trained on chemicals.,9,False,Apache-2.0,"['transformer', 'language-models', 'pretrained', 'drug-discovery']",IBM/molformer,https://github.com/IBM/molformer,2022-11-07 18:48:17,2025-09-17 23:33:44.000,2023-10-16 16:33:13,7.0,56.0,9.0,5.0,13.0,10.0,373.0,,,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
259,MoLFormer,,language-models,https://github.com/IBM/molformer,Repository for MolFormer.,9,False,Apache-2.0,"['transformer', 'pretrained', 'drug-discovery']",IBM/molformer,https://github.com/IBM/molformer,2022-11-07 18:48:17,2025-09-17 23:33:44.000,2023-10-16 16:33:13,7.0,56.0,9.0,5.0,13.0,10.0,373.0,,,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
260,DimeNet,,ml-iap,https://github.com/gasteigerjo/dimenet,"DimeNet and DimeNet++ models, as proposed in Directional Message Passing for Molecular Graphs (ICLR 2020) and Fast and..",9,False,https://github.com/gasteigerjo/dimenet/blob/master/LICENSE.md,,gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,2020-02-14 12:40:15,2023-10-03 09:57:19.000,2023-10-03 09:57:19,103.0,66.0,3.0,,1.0,31.0,350.0,,,,2.0,,,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
261,SchNet,,ml-iap,https://github.com/atomistic-machine-learning/SchNet,SchNet - a deep learning architecture for quantum chemistry.,9,False,MIT,,atomistic-machine-learning/SchNet,https://github.com/atomistic-machine-learning/SchNet,2017-10-03 11:52:20,2018-09-04 08:42:35.000,2018-09-04 08:42:34,53.0,71.0,13.0,,2.0,2.0,283.0,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
262,GemNet,,ml-iap,https://github.com/TUM-DAML/gemnet_pytorch,"GemNet model in PyTorch, as proposed in GemNet: Universal Directional Graph Neural Networks for Molecules (NeurIPS..",9,False,https://github.com/TUM-DAML/gemnet_pytorch/blob/master/LICENSE,,TUM-DAML/gemnet_pytorch,https://github.com/TUM-DAML/gemnet_pytorch,2021-10-11 07:30:36,2023-04-26 14:20:12.000,2023-04-26 14:20:12,36.0,35.0,3.0,2.0,1.0,14.0,214.0,,,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
263,MLforMaterials,,educational,https://github.com/aronwalsh/MLforMaterials,Online resource for a practical course in machine learning for materials research at Imperial College London..,9,True,MIT,"['community', 'general-ml', 'rep-eng', 'materials-discovery']",aronwalsh/MLforMaterials,https://github.com/aronwalsh/MLforMaterials,2023-08-02 14:29:12,2026-02-07 10:30:38.000,2026-02-07 10:30:35,98.0,16.0,4.0,2.0,,3.0,131.0,,,,2.0,,,19.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
264,DeePKS-kit,,ml-dft,https://github.com/deepmodeling/deepks-kit,a package for developing machine learning-based chemically accurate energy and density functional models.,9,True,LGPL-3.0,['ml-functional'],deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,2020-07-29 03:27:50,2025-04-28 21:22:59.000,2025-04-28 21:22:58,385.0,39.0,12.0,47.0,15.0,17.0,117.0,,,,7.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
265,MolSkill,,language-models,https://github.com/microsoft/molskill,Extracting medicinal chemistry intuition via preference machine learning.,9,False,MIT,"['drug-discovery', 'recommender']",microsoft/molskill,https://github.com/microsoft/molskill,2023-01-12 13:48:31,2025-03-25 16:28:35.902,2023-10-31 17:03:36,81.0,12.0,4.0,8.0,2.0,4.0,115.0,2023-08-04 12:22:15.000,1.2b,5.0,4.0,,msr-ai4science/molskill,,,,,,,,13.0,https://anaconda.org/msr-ai4science/molskill,2025-03-25 16:28:35.902,496.0,3.0,,,,,,,,,,,,,,,,,,,,,
266,MoleculeNet Leaderboard,,datasets,https://github.com/deepchem/moleculenet,,9,False,MIT,['benchmarking'],deepchem/moleculenet,https://github.com/deepchem/moleculenet,2020-02-24 18:14:05,2021-04-29 19:51:06.000,2021-04-29 19:51:06,78.0,22.0,3.0,15.0,24.0,5.0,105.0,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
267,GATGNN: Global Attention Graph Neural Network,,rep-learn,https://github.com/superlouis/GATGNN,Pytorch Repository for our work: Graph convolutional neural networks with global attention for improved materials..,9,False,MIT,,superlouis/GATGNN,https://github.com/superlouis/GATGNN,2020-06-21 03:27:36,2024-12-17 04:07:15.000,2024-12-17 04:07:14,100.0,17.0,6.0,,4.0,3.0,84.0,2021-04-05 06:49:29.000,0.2,2.0,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
268,PyNEP,,ml-iap,https://github.com/bigd4/PyNEP,A python interface of the machine learning potential NEP used in GPUMD.,9,True,MIT,,bigd4/PyNEP,https://github.com/bigd4/PyNEP,2022-03-21 06:27:13,2025-10-27 09:37:03.000,2025-10-27 09:36:36,96.0,17.0,3.0,18.0,6.0,8.0,68.0,2024-10-19 05:28:19.000,1.0.0,1.0,10.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
269,ACE.jl,,ml-iap,https://github.com/ACEsuit/ACE.jl,Parameterisation of Equivariant Properties of Particle Systems.,9,False,https://github.com/ACEsuit/ACE.jl/blob/main/license/mit.md,['lang-julia'],ACEsuit/ACE.jl,https://github.com/ACEsuit/ACE.jl,2019-11-30 16:22:51,2024-12-17 23:48:29.000,2024-12-17 23:46:28,917.0,14.0,5.0,66.0,25.0,58.0,67.0,,,,12.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
270,PROPhet,,ml-dft,https://github.com/biklooost/PROPhet,PROPhet is a code to integrate machine learning techniques with first-principles quantum chemistry approaches.,9,False,GPL-3.0,"['ml-iap', 'md', 'single-paper', 'lang-cpp']",biklooost/PROPhet,https://github.com/biklooost/PROPhet,2016-09-16 16:21:06,2018-04-19 02:09:46.000,2018-04-19 02:00:46,120.0,27.0,13.0,6.0,9.0,7.0,66.0,2018-04-15 16:55:15.000,1.2,3.0,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
271,DSECOP,,educational,https://github.com/GDS-Education-Community-of-Practice/DSECOP,This repository contains data science educational materials developed by DSECOP Fellows.,9,True,CCO-1.0,,GDS-Education-Community-of-Practice/DSECOP,https://github.com/GDS-Education-Community-of-Practice/DSECOP,2022-03-07 17:47:33,2025-04-29 14:02:34.000,2025-04-29 14:02:34,557.0,25.0,10.0,26.0,1.0,7.0,51.0,,,,14.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
272,OBELiX,,datasets,https://github.com/NRC-Mila/OBELiX,A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State..,9,True,CC-BY-4.0,"['experimental-data', 'transport-phenomena']",NRC-Mila/OBELiX,https://github.com/NRC-Mila/OBELiX,2025-02-07 20:00:55,2025-11-27 03:00:28.000,2025-11-27 03:00:26,142.0,9.0,2.0,8.0,1.0,1.0,47.0,2025-05-16 06:58:50.000,1.2.0,5.0,6.0,obelix-data,,8.0,,,https://pypi.org/project/obelix-data,2025-05-16 06:58:50.000,,65.0,65.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
273,lie-nn,,math,https://github.com/lie-nn/lie-nn,Tools for building equivariant polynomials on reductive Lie groups.,9,False,MIT,['rep-learn'],lie-nn/lie-nn,https://github.com/lie-nn/lie-nn,2022-04-01 18:02:49,2023-06-29 19:38:34.000,2023-06-20 22:30:53,249.0,2.0,7.0,3.0,1.0,,36.0,2023-06-20 22:31:12.000,0.0.0,1.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
274,Point Edge Transformer (PET),,ml-iap,https://github.com/spozdn/pet,Point Edge Transformer.,9,True,MIT,"['rep-learn', 'transformer']",spozdn/pet,https://github.com/spozdn/pet,2023-02-08 18:36:10,2025-09-28 14:52:21.000,2025-03-18 17:31:14,258.0,7.0,3.0,14.0,5.0,,33.0,,,,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
275,polyVERSE,,datasets,https://github.com/Ramprasad-Group/polyVERSE,polyVERSE is a comprehensive repository of informatics-ready datasets curated by the Ramprasad Group.,9,True,https://github.com/Ramprasad-Group/polyVERSE?tab=License-1-ov-file,['soft-matter'],Ramprasad-Group/polyVERSE,https://github.com/Ramprasad-Group/polyVERSE,2024-03-26 02:42:47,2026-01-21 18:54:42.000,2026-01-21 18:54:42,89.0,6.0,1.0,2.0,2.0,,30.0,2024-08-21 04:09:16.000,1.0.0,1.0,9.0,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
276,SiMGen,,generative,https://github.com/RokasEl/simgen,Zero Shot Molecular Generation via Similarity Kernels.,9,True,MIT,['visualization'],RokasEl/simgen,https://github.com/RokasEl/simgen,2023-01-25 16:41:18,2025-08-27 12:50:23.000,2025-08-27 12:50:22,312.0,5.0,2.0,30.0,1.0,4.0,28.0,2025-04-27 22:50:06.000,0.3,6.0,4.0,simgen,,,2.0,2.0,https://pypi.org/project/simgen,2024-12-13 17:14:45.000,,19.0,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
277,SkipAtom,,rep-eng,https://github.com/lantunes/skipatom,"Distributed representations of atoms, inspired by the Skip-gram model.",9,False,MIT,,lantunes/skipatom,https://github.com/lantunes/skipatom,2021-06-19 13:09:13,2025-04-22 14:58:21.947,2022-05-04 13:18:30,46.0,3.0,1.0,7.0,3.0,1.0,27.0,2022-05-04 13:20:18.000,1.2.5,12.0,1.0,skipatom,conda-forge/skipatom,,4.0,4.0,https://pypi.org/project/skipatom,2022-05-04 13:20:18.000,,30.0,104.0,https://anaconda.org/conda-forge/skipatom,2025-04-22 14:58:21.947,3209.0,3.0,,,,,,,,,,,,,,,,,,,,,
278,GElib,,math,https://github.com/risi-kondor/GElib,C++/CUDA library for SO(3) equivariant operations.,9,True,MPL-2.0,['lang-cpp'],risi-kondor/GElib,https://github.com/risi-kondor/GElib,2021-08-24 20:56:40,2025-10-21 19:10:56.000,2025-10-21 19:10:54,769.0,3.0,3.0,9.0,4.0,4.0,25.0,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
279,ACE1.jl,,ml-iap,https://acesuit.github.io/,Atomic Cluster Expansion for Modelling Invariant Atomic Properties.,9,True,https://github.com/ACEsuit/ACE1.jl/blob/main/ASL.md,['lang-julia'],ACEsuit/ACE1.jl,https://github.com/ACEsuit/ACE1.jl,2022-01-14 19:52:49,2025-04-15 15:02:03.000,2025-04-15 15:02:03,564.0,7.0,4.0,32.0,22.0,24.0,23.0,,,,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
280,CiderPress,,ml-dft,https://github.com/mir-group/CiderPress,A high-performance software package for training and evaluating machine-learned XC functionals using the CIDER..,9,True,GPL-3.0,"['ml-functional', 'lang-c']",mir-group/CiderPress,https://github.com/mir-group/CiderPress,2024-04-23 15:54:58,2025-12-14 16:53:33.000,2025-04-09 19:35:11,380.0,3.0,2.0,23.0,,,18.0,2025-03-13 13:48:54.000,0.4.0,6.0,2.0,ciderpress,,,,,https://pypi.org/project/ciderpress,2025-03-13 13:48:54.000,,85.0,85.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
281,OPTIMADE Tutorial Exercises,,educational,https://github.com/Materials-Consortia/optimade-tutorial-exercises,Tutorial exercises for the OPTIMADE API.,9,False,MIT,['datasets'],Materials-Consortia/optimade-tutorial-exercises,https://github.com/Materials-Consortia/optimade-tutorial-exercises,2021-08-25 17:33:15,2023-09-27 08:32:31.000,2023-09-27 08:32:30,49.0,7.0,11.0,15.0,,3.0,17.0,2023-06-12 07:47:14.000,2.0.1,5.0,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
282,ACEhamiltonians,,ml-dft,https://github.com/ACEsuit/ACEhamiltonians.jl,"Provides tools for constructing, fitting, and predicting self-consistent Hamiltonian and overlap matrices in solid-..",9,True,MIT,['lang-julia'],ACEsuit/ACEhamiltonians.jl,https://github.com/ACEsuit/ACEhamiltonians.jl,2022-01-17 20:54:22,2025-09-17 20:51:36.000,2025-09-17 20:46:30,36.0,7.0,4.0,43.0,2.0,3.0,17.0,2024-02-07 16:35:47.000,0.1.0,2.0,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
283,NNsforMD,,ml-iap,https://github.com/aimat-lab/NNsForMD,"Neural network class for molecular dynamics to predict potential energy, forces and non-adiabatic couplings.",9,False,MIT,,aimat-lab/NNsForMD,https://github.com/aimat-lab/NNsForMD,2020-08-31 11:14:18,2022-11-10 13:04:49.000,2022-11-10 13:04:45,265.0,6.0,2.0,,,,11.0,2022-04-12 15:15:00.183,2.0.0,5.0,2.0,pyNNsMD,,,,,https://pypi.org/project/pyNNsMD,2022-04-12 15:15:00.183,,30.0,30.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
284,optimade.science,,community,https://optimade.science,A sky-scanner Optimade browser-only GUI.,9,True,MIT,['datasets'],tilde-lab/optimade.science,https://github.com/tilde-lab/optimade.science,2019-06-08 14:10:54,2025-11-04 19:11:14.000,2025-11-04 19:09:47,252.0,4.0,3.0,32.0,7.0,19.0,10.0,2023-03-02 20:13:25.000,2.0.0,1.0,8.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
285,DeepModeling Projects,,community,https://github.com/deepmodeling/deepmodeling-projects,DeepModeling projects.,9,True,CC-BY-4.0,,deepmodeling/deepmodeling-projects,https://github.com/deepmodeling/deepmodeling-projects,2023-10-31 02:20:45,2026-02-12 18:19:07.000,2026-02-05 18:24:49,229.0,2.0,2.0,137.0,,,8.0,2026-02-05 18:25:02.000,2026.02.05,95.0,4.0,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
286,2DMD dataset,,datasets,https://github.com/HSE-LAMBDA/ai4material_design/blob/main/docs/DATA.md,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",9,False,Apache-2.0,['material-defect'],HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000,2023-11-21 11:30:33,1118.0,6.0,7.0,28.0,,12.0,8.0,,,,11.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
287,ACEfit,,ml-iap,https://github.com/ACEsuit/ACEfit.jl,,9,True,MIT,['lang-julia'],ACEsuit/ACEfit.jl,https://github.com/ACEsuit/ACEfit.jl,2022-01-01 00:09:17,2025-12-03 22:50:00.000,2025-12-03 22:45:16,272.0,8.0,3.0,32.0,23.0,35.0,8.0,,,,9.0,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
288,ai4material_design,,rep-learn,https://github.com/HSE-LAMBDA/ai4material_design,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",9,False,Apache-2.0,"['pretrained', 'material-defect']",HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000,2023-11-21 11:30:33,1118.0,6.0,7.0,28.0,,12.0,8.0,,,,11.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
289,The Collection of Database and Dataset Resources in Materials Science,,community,https://github.com/sedaoturak/data-resources-for-materials-science,"A list of databases, datasets and books/handbooks where you can find materials properties for machine learning..",8,True,,['datasets'],sedaoturak/data-resources-for-materials-science,https://github.com/sedaoturak/data-resources-for-materials-science,2021-02-20 06:38:45,2026-02-05 17:59:28.000,2026-02-05 17:59:27,44.0,56.0,14.0,2.0,,3.0,405.0,,,,2.0,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
290,Awesome-Graph-Generation,,community,https://github.com/yuanqidu/awesome-graph-generation,A curated list of up-to-date graph generation papers and resources.,8,False,,['rep-learn'],yuanqidu/awesome-graph-generation,https://github.com/yuanqidu/awesome-graph-generation,2021-08-07 05:43:46,2025-01-04 01:33:47.000,2025-01-04 01:33:47,86.0,23.0,9.0,2.0,1.0,,356.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
291,molecularGNN_smiles,,rep-learn,https://github.com/masashitsubaki/molecularGNN_smiles,"The code of a graph neural network (GNN) for molecules, which is based on learning representations of r-radius..",8,False,Apache-2.0,,masashitsubaki/molecularGNN_smiles,https://github.com/masashitsubaki/molecularGNN_smiles,2018-11-06 00:25:26,2020-11-28 02:04:45.000,2020-11-28 02:04:45,79.0,82.0,4.0,,6.0,1.0,336.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
