,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,docs_url,ignore
106,mp-pyrho,,data-structures,https://github.com/materialsproject/pyrho,https://github.com/materialsproject/pyrho,Tools for re-griding volumetric quantum chemistry data for machine-learning purposes.,17,True,['ml-dft'],materialsproject/pyrho,https://github.com/materialsproject/pyrho,2020-05-25 22:44:02,2024-10-14 00:17:28.000000,2024-02-23 02:53:46,287.0,,7.0,9.0,116.0,1.0,3.0,37.0,2024-02-23 02:55:26.000,0.4.4,28.0,8.0,mp-pyrho,,28.0,25.0,https://pypi.org/project/mp-pyrho,2024-02-23 02:55:26.000,3.0,18769.0,18769.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
107,IPSuite,,active-learning,EPL-2.0,https://github.com/zincware/IPSuite,A Python toolkit for FAIR development and deployment of machine-learned interatomic potentials.,17,True,"['ml-iap', 'md', 'workflows', 'htc', 'FAIR']",zincware/IPSuite,https://github.com/zincware/IPSuite,2023-03-01 16:34:45,2024-10-14 22:04:20.000000,2024-09-19 19:38:38,447.0,19.0,10.0,3.0,207.0,68.0,65.0,18.0,2024-08-08 20:37:20.000,0.1.3,7.0,8.0,ipsuite,,7.0,7.0,https://pypi.org/project/ipsuite,2024-08-08 20:37:48.000,,293.0,293.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
108,ChemCrow,,language-models,MIT,https://github.com/ur-whitelab/chemcrow-public,Open source package for the accurate solution of reasoning-intensive chemical tasks.,16,True,['ai-agent'],ur-whitelab/chemcrow-public,https://github.com/ur-whitelab/chemcrow-public,2023-06-04 15:59:05,2024-04-03 19:49:19.000000,2024-03-27 04:32:41,110.0,,88.0,18.0,23.0,8.0,14.0,605.0,2024-03-27 04:30:13.000,0.3.24,27.0,3.0,chemcrow,,6.0,6.0,https://pypi.org/project/chemcrow,2024-03-27 04:30:13.000,,1700.0,1700.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
109,ChemDataExtractor,,language-models,MIT,https://github.com/mcs07/ChemDataExtractor,Automatically extract chemical information from scientific documents.,16,False,['literature-data'],mcs07/ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,2016-10-02 23:50:01,2023-07-27 18:05:13.000000,2017-02-21 23:20:23,106.0,,108.0,18.0,16.0,21.0,9.0,308.0,2017-02-03 00:28:29.000,1.3.0,8.0,2.0,chemdataextractor,chemdataextractor/chemdataextractor,125.0,117.0,https://pypi.org/project/chemdataextractor,2017-02-03 00:12:36.000,8.0,1016.0,1081.0,https://anaconda.org/chemdataextractor/chemdataextractor,2023-06-16 13:17:47.249,3172.0,1.0,,,,,,3074.0,,,,,,,,,,,,,,,
110,Neural Force Field,,ml-iap,MIT,https://github.com/learningmatter-mit/NeuralForceField,Neural Network Force Field based on PyTorch.,16,True,['pretrained'],learningmatter-mit/NeuralForceField,https://github.com/learningmatter-mit/NeuralForceField,2020-10-04 15:17:41,2024-09-24 20:39:33.000000,2024-09-24 20:39:32,3124.0,4.0,48.0,7.0,6.0,2.0,18.0,234.0,2024-05-29 21:15:00.000,1.0.0,1.0,41.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
111,openmm-torch,,md,https://github.com/openmm/openmm-torch#license,https://github.com/openmm/openmm-torch,OpenMM plugin to define forces with neural networks.,16,True,"['ml-iap', 'lang-cpp']",openmm/openmm-torch,https://github.com/openmm/openmm-torch,2019-09-27 18:15:19,2024-09-30 23:48:17.883000,2024-08-23 21:20:06,74.0,3.0,23.0,11.0,63.0,27.0,66.0,181.0,2023-10-09 08:49:10.000,1.4,16.0,8.0,,conda-forge/openmm-torch,,,,,,,10889.0,https://anaconda.org/conda-forge/openmm-torch,2024-09-30 23:48:17.883,490014.0,2.0,,,,,,,,,,,,,,,,,,,,,
112,XenonPy,,general-tool,BSD-3-Clause,https://github.com/yoshida-lab/XenonPy,XenonPy is a Python Software for Materials Informatics.,16,True,,yoshida-lab/XenonPy,https://github.com/yoshida-lab/XenonPy,2018-01-17 10:13:29,2024-07-15 21:14:48.000000,2024-04-21 06:58:38,693.0,,57.0,11.0,184.0,21.0,66.0,136.0,2023-05-21 15:54:32.000,0.6.8,54.0,10.0,xenonpy,,1.0,,https://pypi.org/project/xenonpy,2022-10-31 15:40:18.355,1.0,1907.0,1925.0,,,,3.0,,,,,,1436.0,,,,,,,,,,,,,,,
113,Automatminer,,general-tool,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,https://github.com/hackingmaterials/automatminer,An automatic engine for predicting materials properties.,16,False,['automl'],hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2023-11-12 10:09:39.000000,2022-01-06 19:39:49,1666.0,,50.0,12.0,233.0,41.0,138.0,135.0,2020-07-28 02:19:07.000,1.0.3.20200727,17.0,13.0,automatminer,,9.0,9.0,https://pypi.org/project/automatminer,2020-07-28 02:23:45.000,,1191.0,1191.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
114,MLatom,,general-tool,MIT,https://github.com/dralgroup/mlatom,AI-enhanced computational chemistry.,16,True,"['uip', 'ml-iap', 'md', 'ml-dft', 'ml-esm', 'transfer-learning', 'active-learning', 'spectroscopy', 'structure-optimization']",dralgroup/mlatom,https://github.com/dralgroup/mlatom,2023-08-16 13:47:48,2024-10-09 05:51:55.000000,2024-10-09 05:51:55,68.0,19.0,10.0,3.0,23.0,1.0,3.0,53.0,2024-09-23 01:35:47.000,3.11.0,19.0,3.0,mlatom,,,,https://pypi.org/project/mlatom,2024-10-09 00:56:21.000,,2627.0,2627.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
115,load-atoms,,datasets,MIT,https://github.com/jla-gardner/load-atoms,download and manipulate atomistic datasets.,16,True,['data-structures'],jla-gardner/load-atoms,https://github.com/jla-gardner/load-atoms,2022-11-21 21:59:15,2024-10-16 10:37:59.000000,2024-10-16 10:37:59,280.0,9.0,2.0,1.0,37.0,1.0,30.0,38.0,2024-10-04 11:25:06.000,0.3.2,39.0,3.0,load-atoms,,4.0,4.0,https://pypi.org/project/load-atoms,2024-10-04 11:25:06.000,,2680.0,2680.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
116,KLIFF,,ml-iap,LGPL-2.1,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework for interatomic potentials.,16,True,"['probabilistic', 'workflows']",openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2024-10-14 00:02:59.000000,2024-10-08 03:16:39,1085.0,12.0,20.0,4.0,153.0,22.0,19.0,34.0,2023-12-17 02:12:19.000,0.4.3,18.0,9.0,kliff,conda-forge/kliff,4.0,4.0,https://pypi.org/project/kliff,2023-12-17 02:12:19.000,,774.0,3053.0,https://anaconda.org/conda-forge/kliff,2024-09-10 06:39:09.645,109412.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,
117,Graphormer,,rep-learn,MIT,https://github.com/microsoft/Graphormer,Graphormer is a general-purpose deep learning backbone for molecular modeling.,15,True,"['transformer', 'pretrained']",microsoft/Graphormer,https://github.com/microsoft/Graphormer,2021-05-27 05:31:18,2024-06-07 17:01:35.000000,2024-05-28 06:22:34,77.0,,331.0,31.0,46.0,92.0,66.0,2100.0,2024-04-03 08:23:10.000,dig-v1.0,2.0,14.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
118,dlpack,,data-structures,Apache-2.0,https://github.com/dmlc/dlpack,common in-memory tensor structure.,15,True,['lang-cpp'],dmlc/dlpack,https://github.com/dmlc/dlpack,2017-02-24 16:56:47,2024-09-28 19:37:33.000000,2024-09-28 19:37:03,76.0,1.0,130.0,48.0,78.0,29.0,42.0,896.0,2024-09-09 15:40:21.000,1.0,10.0,24.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
119,FermiNet,,ml-wft,Apache-2.0,https://github.com/google-deepmind/ferminet,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,15,True,['transformer'],google-deepmind/ferminet,https://github.com/google-deepmind/ferminet,2020-10-06 12:21:06,2024-10-03 13:12:01.000000,2024-10-03 13:11:21,243.0,14.0,125.0,34.0,30.0,1.0,52.0,730.0,,,,18.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
120,GT4SD - Generative Toolkit for Scientific Discovery,,community,MIT,https://huggingface.co/GT4SD,Gradio apps of generative models in GT4SD.,15,True,"['generative', 'pretrained', 'drug-discovery', 'model-repository']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2024-09-12 14:04:43.000000,2024-09-12 13:43:18,298.0,2.0,69.0,17.0,150.0,14.0,98.0,336.0,2024-06-13 15:18:45.000,1.4.1,57.0,20.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
121,MoLeR,,generative,MIT,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,15,True,,microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,2022-02-17 19:16:29,2024-01-05 14:31:05.000000,2024-01-03 14:28:02,67.0,,42.0,11.0,37.0,8.0,31.0,267.0,2024-01-05 14:31:05.000,0.4.1,5.0,5.0,molecule-generation,,1.0,,https://pypi.org/project/molecule-generation,2024-01-05 14:31:05.000,1.0,497.0,497.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
122,PyXtalFF,,ml-iap,MIT,https://github.com/MaterSim/PyXtal_FF,Machine Learning Interatomic Potential Predictions.,15,True,,MaterSim/PyXtal_FF,https://github.com/MaterSim/PyXtal_FF,2019-01-08 08:43:35,2024-02-15 16:12:06.000000,2024-01-07 14:27:45,561.0,,23.0,9.0,4.0,12.0,51.0,85.0,2023-06-09 17:17:24.000,0.2.3,19.0,9.0,pyxtal_ff,,,,https://pypi.org/project/pyxtal_ff,2022-12-21 20:21:00.409,,539.0,539.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
123,PMTransformer,,generative,MIT,https://github.com/hspark1212/MOFTransformer,"Universal Transfer Learning in Porous Materials, including MOFs.",15,True,"['transfer-learning', 'pretrained', 'transformer']",hspark1212/MOFTransformer,https://github.com/hspark1212/MOFTransformer,2021-12-11 06:30:12,2024-06-20 07:01:44.000000,2024-06-20 06:57:57,410.0,,12.0,5.0,127.0,,37.0,84.0,2024-06-20 07:02:24.000,2.2.0,17.0,2.0,moftransformer,,8.0,7.0,https://pypi.org/project/moftransformer,2024-06-20 07:01:44.000,1.0,1004.0,1004.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
124,aviary,,materials-discovery,MIT,https://github.com/CompRhys/aviary,The Wren sits on its Roost in the Aviary.,15,True,,CompRhys/aviary,https://github.com/CompRhys/aviary,2021-09-28 12:29:05,2024-10-16 20:16:42.000000,2024-10-16 20:16:41,642.0,12.0,11.0,3.0,62.0,4.0,25.0,48.0,2024-07-22 19:03:03.000,1.0.0,5.0,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
125,wfl,,ml-iap,GPL-2.0,https://github.com/libAtoms/workflow,Workflow is a Python toolkit for building interatomic potential creation and atomistic simulation workflows.,15,True,"['workflows', 'htc']",libAtoms/workflow,https://github.com/libAtoms/workflow,2021-11-04 17:03:34,2024-10-11 16:17:27.000000,2024-10-11 16:17:27,1196.0,97.0,18.0,9.0,187.0,67.0,92.0,32.0,2024-04-25 15:07:11.000,0.2.4,4.0,19.0,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
126,GlassPy,,rep-eng,GPL-3.0,https://github.com/drcassar/glasspy,Python module for scientists working with glass materials.,15,True,,drcassar/glasspy,https://github.com/drcassar/glasspy,2019-07-18 23:15:43,2024-10-13 22:55:06.000000,2024-10-13 21:52:07,374.0,40.0,7.0,6.0,14.0,7.0,8.0,27.0,2024-10-13 22:55:06.000,0.5.3,15.0,2.0,glasspy,,7.0,7.0,https://pypi.org/project/glasspy,2024-09-05 19:43:43.000,,913.0,913.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
127,benchmarking-gnns,,rep-learn,MIT,https://github.com/graphdeeplearning/benchmarking-gnns,Repository for benchmarking graph neural networks.,14,False,"['single-paper', 'benchmarking']",graphdeeplearning/benchmarking-gnns,https://github.com/graphdeeplearning/benchmarking-gnns,2020-03-03 03:42:50,2023-06-22 04:03:53.000000,2022-05-10 13:22:20,45.0,,452.0,59.0,20.0,7.0,63.0,2504.0,,,,6.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
128,SISSO,,rep-eng,Apache-2.0,https://github.com/rouyang2017/SISSO,A data-driven method combining symbolic regression and compressed sensing for accurate & interpretable models.,14,True,['lang-fortran'],rouyang2017/SISSO,https://github.com/rouyang2017/SISSO,2017-10-16 11:31:57,2024-09-20 09:23:54.000000,2024-09-20 09:23:54,199.0,33.0,78.0,6.0,3.0,18.0,58.0,239.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
129,n2p2,,ml-iap,GPL-3.0,https://github.com/CompPhysVienna/n2p2,n2p2 - A Neural Network Potential Package.,14,False,['lang-cpp'],CompPhysVienna/n2p2,https://github.com/CompPhysVienna/n2p2,2018-07-25 12:29:17,2024-10-02 15:42:34.000000,2022-09-05 10:56:20,387.0,,76.0,12.0,53.0,68.0,85.0,223.0,2022-05-23 12:53:39.000,2.2.0,11.0,9.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
130,Orb Models,,uip,https://github.com/orbital-materials/orb-models/blob/main/LICENSE,https://github.com/orbital-materials/orb-models,ORB forcefield models from Orbital Materials.,14,True,"['ml-iap', 'pretrained']",orbital-materials/orb-models,https://github.com/orbital-materials/orb-models,2024-08-30 15:27:25,2024-10-15 20:43:32.000000,2024-10-15 18:56:59,20.0,20.0,19.0,6.0,18.0,,12.0,169.0,2024-10-15 20:43:32.000,0.4.0,5.0,6.0,orb-models,,2.0,2.0,https://pypi.org/project/orb-models,2024-10-15 20:43:32.000,,1251.0,1251.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
131,So3krates (MLFF),,ml-iap,MIT,https://github.com/thorben-frank/mlff,Build neural networks for machine learning force fields with JAX.,14,True,,thorben-frank/mlff,https://github.com/thorben-frank/mlff,2022-09-30 07:40:17,2024-10-03 09:06:35.000000,2024-08-23 09:41:03,150.0,17.0,16.0,7.0,21.0,4.0,6.0,82.0,2024-06-24 11:09:20.000,0.3.0,2.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
132,NNPOps,,ml-iap,MIT,https://github.com/openmm/NNPOps,High-performance operations for neural network potentials.,14,True,"['md', 'lang-cpp']",openmm/NNPOps,https://github.com/openmm/NNPOps,2020-09-10 21:02:00,2024-09-11 06:01:38.318000,2024-07-10 15:29:02,95.0,,18.0,8.0,63.0,22.0,34.0,81.0,2023-07-26 11:21:58.000,0.6,7.0,9.0,,conda-forge/nnpops,,,,,,,7969.0,https://anaconda.org/conda-forge/nnpops,2024-09-11 06:01:38.318,247057.0,2.0,,,,,,,,,,,,,,,,,,,,,
133,HydraGNN,,rep-learn,BSD-3,https://github.com/ORNL/HydraGNN,Distributed PyTorch implementation of multi-headed graph convolutional neural networks.,14,True,,ORNL/HydraGNN,https://github.com/ORNL/HydraGNN,2021-05-28 03:32:03,2024-10-15 01:02:51.000000,2024-10-15 01:02:51,699.0,28.0,26.0,10.0,247.0,17.0,32.0,64.0,2023-11-10 15:25:43.000,3.0,2.0,14.0,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
134,Ultra-Fast Force Fields (UF3),,ml-iap,Apache-2.0,https://github.com/uf3/uf3,UF3: a python library for generating ultra-fast interatomic potentials.,14,True,,uf3/uf3,https://github.com/uf3/uf3,2021-10-01 13:21:44,2024-10-10 19:03:09.000000,2024-10-04 15:08:06,731.0,6.0,20.0,6.0,84.0,19.0,31.0,60.0,2023-10-27 16:37:16.000,0.4.0,4.0,10.0,uf3,,2.0,2.0,https://pypi.org/project/uf3,2023-10-27 16:37:16.000,,102.0,102.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
135,flare++,,active-learning,MIT,https://github.com/mir-group/flare_pp,A many-body extension of the FLARE code.,14,False,"['lang-cpp', 'ml-iap']",mir-group/flare_pp,https://github.com/mir-group/flare_pp,2019-11-20 22:46:32,2022-02-27 21:05:09.000000,2022-02-24 19:00:50,989.0,,7.0,7.0,29.0,8.0,17.0,35.0,2021-12-23 05:02:12.000,0.1.1,25.0,10.0,flare_pp,,2.0,,https://pypi.org/project/flare_pp,2021-12-23 05:02:12.000,2.0,1359.0,1359.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
136,BOSS,,materials-discovery,Apache-2.0,https://gitlab.com/cest-group/boss,Bayesian Optimization Structure Search (BOSS).,14,True,['probabilistic'],,,2020-02-12 08:48:33,2024-10-09 15:57:12.000000,,,,11.0,,,2.0,29.0,20.0,2024-07-20 17:27:04.000,1.11.0,50.0,,aalto-boss,,,,https://pypi.org/project/aalto-boss,2024-10-09 15:57:12.000,,14976.0,14976.0,,,,1.0,,,,,,,,,,,,,,,,,,cest-group/boss,https://gitlab.com/cest-group/boss,,
137,Compositionally-Restricted Attention-Based Network (CrabNet),,rep-learn,MIT,https://github.com/sparks-baird/CrabNet,Predict materials properties using only the composition information!.,14,True,,sparks-baird/CrabNet,https://github.com/sparks-baird/CrabNet,2021-09-17 07:58:15,2024-09-09 20:13:07.000000,2024-09-09 20:13:07,429.0,2.0,5.0,1.0,56.0,15.0,3.0,12.0,2023-06-07 01:07:33.000,2.0.8,37.0,6.0,crabnet,,16.0,14.0,https://pypi.org/project/crabnet,2023-01-10 04:27:02.444,2.0,2395.0,2395.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
138,QH9,,datasets,CC-BY-NC-SA-4.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHBench/QH9,A Quantum Hamiltonian Prediction Benchmark.,13,True,['ml-dft'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-09-03 06:45:42.000000,2024-09-03 06:44:00,439.0,14.0,58.0,18.0,5.0,1.0,14.0,503.0,,,,29.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
139,Artificial Intelligence for Science (AIRS),,general-tool,GPL-3.0 license,https://github.com/divelab/AIRS,Artificial Intelligence Research for Science (AIRS).,13,True,"['rep-learn', 'generative', 'ml-iap', 'md', 'ml-dft', 'ml-wft', 'biomolecules']",divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-09-03 06:45:42.000000,2024-09-03 06:44:00,439.0,14.0,58.0,18.0,5.0,1.0,14.0,503.0,,,,29.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
140,QHNet,,ml-dft,GPL-3.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHNet,Artificial Intelligence Research for Science (AIRS).,13,True,['rep-learn'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-09-03 06:45:42.000000,2024-09-03 06:44:00,439.0,14.0,58.0,18.0,5.0,1.0,14.0,503.0,,,,29.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
141,AI for Science Resources,,community,GPL-3.0 license,https://github.com/divelab/AIRS/blob/main/Overview/resources.md,"List of resources for AI4Science research, including learning resources.",13,True,,divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-09-03 06:45:42.000000,2024-09-03 06:44:00,439.0,14.0,58.0,18.0,5.0,1.0,14.0,502.0,,,,29.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
142,gptchem,,language-models,MIT,https://github.com/kjappelbaum/gptchem,Use GPT-3 to solve chemistry problems.,13,True,,kjappelbaum/gptchem,https://github.com/kjappelbaum/gptchem,2023-01-06 15:34:32,2024-05-17 19:25:11.000000,2023-10-04 11:27:09,147.0,,41.0,9.0,5.0,19.0,2.0,226.0,2023-11-30 09:31:51.000,0.0.4,4.0,4.0,gptchem,,,,https://pypi.org/project/gptchem,2023-10-04 11:28:07.000,,241.0,241.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
143,DMFF,,ml-iap,LGPL-3.0,https://github.com/deepmodeling/DMFF,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,13,True,,deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,2022-02-14 01:35:50,2024-10-13 05:58:50.000000,2024-01-12 00:58:20,431.0,,42.0,9.0,162.0,10.0,16.0,152.0,2023-11-09 14:32:37.000,1.0.0,4.0,14.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
144,Elementari,,visualization,MIT,https://github.com/janosh/elementari,"Interactive browser visualizations for materials science: periodic tables, 3d crystal structures, Bohr atoms, nuclei,..",13,True,['lang-js'],janosh/elementari,https://github.com/janosh/elementari,2022-06-01 15:29:36,2024-10-07 16:33:57.000000,2024-10-07 00:37:04,181.0,1.0,12.0,5.0,45.0,2.0,5.0,136.0,2024-01-15 14:26:00.710,0.2.3,11.0,2.0,,,4.0,3.0,,,,,211.0,,,,3.0,,,,,,,,,,,,,elementari,https://www.npmjs.com/package/elementari,2024-01-15 14:26:00.710,1.0,211.0,,,,
145,SevenNet,,uip,GPL-3.0,https://github.com/MDIL-SNU/SevenNet,SevenNet (Scalable EquiVariance Enabled Neural Network) is a graph neural network interatomic potential package that..,13,True,"['ml-iap', 'md', 'pretrained']",MDIL-SNU/SevenNet,https://github.com/MDIL-SNU/SevenNet,2023-02-16 06:31:53,2024-10-16 12:17:56.000000,2024-10-10 13:15:28,474.0,119.0,13.0,5.0,77.0,11.0,11.0,114.0,,,6.0,12.0,,,4.0,4.0,,,,,,,,,3.0,,,,,,,,-2.0,,,,,,,,,,,,,
146,Librascal,,rep-eng,LGPL-2.1,https://github.com/lab-cosmo/librascal,A scalable and versatile library to generate representations for atomic-scale learning.,13,True,,lab-cosmo/librascal,https://github.com/lab-cosmo/librascal,2018-02-01 08:38:51,2024-01-11 17:38:31.000000,2023-11-30 14:48:28,2931.0,,20.0,22.0,201.0,115.0,132.0,80.0,,,3.0,30.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
147,OpenMM-ML,,md,MIT,https://github.com/openmm/openmm-ml,High level API for using machine learning models in OpenMM simulations.,13,True,['ml-iap'],openmm/openmm-ml,https://github.com/openmm/openmm-ml,2021-02-10 20:55:25,2024-08-06 19:01:36.000000,2024-08-06 19:01:36,46.0,1.0,19.0,13.0,33.0,20.0,35.0,80.0,2024-06-06 16:49:09.000,1.2,6.0,5.0,,conda-forge/openmm-ml,,,,,,,212.0,https://anaconda.org/conda-forge/openmm-ml,2024-06-07 16:52:07.157,5516.0,3.0,,,,,,,,,,,,,,,,,,,,,
148,Pacemaker,,ml-iap,https://github.com/ICAMS/python-ace/blob/master/LICENSE.md,https://cortner.github.io/ACEweb/software/,Python package for fitting atomic cluster expansion (ACE) potentials.,13,True,,ICAMS/python-ace,https://github.com/ICAMS/python-ace,2021-11-19 11:39:54,2024-10-10 13:48:29.000000,2024-10-10 13:48:28,166.0,7.0,17.0,5.0,24.0,20.0,37.0,70.0,2022-10-24 21:50:17.233,0.2.8,2.0,6.0,python-ace,,,,https://pypi.org/project/python-ace,2022-10-24 21:50:17.233,,29.0,29.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
149,ChatMOF,,language-models,MIT,https://github.com/Yeonghun1675/ChatMOF,Predict and Inverse design for metal-organic framework with large-language models (llms).,13,True,['generative'],Yeonghun1675/ChatMOF,https://github.com/Yeonghun1675/ChatMOF,2023-05-19 06:33:06,2024-07-01 05:01:35.000000,2024-07-01 04:57:36,72.0,,8.0,1.0,12.0,,5.0,63.0,2024-06-14 09:56:27.000,0.2.1,17.0,1.0,chatmof,,3.0,3.0,https://pypi.org/project/chatmof,2024-07-01 05:01:35.000,,1116.0,1116.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
150,synspace,,generative,MIT,https://github.com/whitead/synspace,Synthesis generative model.,13,False,,whitead/synspace,https://github.com/whitead/synspace,2022-12-28 00:59:14,2023-04-15 22:42:57.000000,2023-04-15 18:04:16,27.0,,3.0,3.0,1.0,3.0,1.0,35.0,2023-04-15 22:48:00.713,0.3.0,3.0,2.0,synspace,,22.0,21.0,https://pypi.org/project/synspace,2023-01-16 17:29:00.461,1.0,1397.0,1397.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
151,SALTED,,ml-dft,GPL-3.0,https://github.com/andreagrisafi/SALTED,Symmetry-Adapted Learning of Three-dimensional Electron Densities.,13,True,,andreagrisafi/SALTED,https://github.com/andreagrisafi/SALTED,2020-01-22 10:24:29,2024-10-03 14:08:02.000000,2024-09-27 15:31:59,716.0,17.0,4.0,3.0,46.0,1.0,5.0,30.0,2024-09-26 12:33:31.000,3.0.1,3.0,17.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
152,Atomvision,,visualization,https://github.com/usnistgov/atomvision/blob/master/LICENSE.md,https://github.com/usnistgov/atomvision,Deep learning framework for atomistic image data.,13,False,"['computer-vision', 'experimental-data', 'rep-learn']",usnistgov/atomvision,https://github.com/usnistgov/atomvision,2021-09-16 20:33:46,2024-08-23 22:09:27.000000,2023-05-08 03:21:25,123.0,,17.0,10.0,15.0,4.0,4.0,29.0,2023-05-08 03:15:44.402,2023.5.6,6.0,3.0,atomvision,,3.0,3.0,https://pypi.org/project/atomvision,2023-05-08 03:15:44.402,,961.0,961.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
153,AtomGPT,,language-models,https://github.com/usnistgov/atomgpt/blob/main/LICENSE.rst,https://github.com/usnistgov/atomgpt,AtomGPT: Atomistic Generative Pretrained Transformer for Forward and Inverse Materials Design.,13,True,"['generative', 'pretrained', 'transformer']",usnistgov/atomgpt,https://github.com/usnistgov/atomgpt,2023-07-17 02:20:53,2024-10-04 16:38:24.000000,2024-10-04 16:38:24,113.0,18.0,3.0,3.0,9.0,2.0,,26.0,2024-09-22 05:47:21.000,2024.9.18,3.0,2.0,atomgpt,,2.0,2.0,https://pypi.org/project/atomgpt,2024-09-22 05:47:21.000,,631.0,631.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
154,Polynomials4ML.jl,,math,MIT,https://github.com/ACEsuit/Polynomials4ML.jl,"Polynomials for ML: fast evaluation, batching, differentiation.",13,True,['lang-julia'],ACEsuit/Polynomials4ML.jl,https://github.com/ACEsuit/Polynomials4ML.jl,2022-09-20 23:05:53,2024-09-12 16:22:52.000000,2024-06-22 16:18:31,410.0,,5.0,4.0,41.0,17.0,34.0,12.0,2024-06-22 16:34:35.000,0.3.1,17.0,10.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
