,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,gitlab_id,gitlab_url,ignore,docs_url
109,PyXtalFF,,ml-iap,MIT,https://github.com/MaterSim/PyXtal_FF,Machine Learning Interatomic Potential Predictions.,13,True,,MaterSim/PyXtal_FF,https://github.com/MaterSim/PyXtal_FF,2019-01-08 08:43:35,2023-08-17 01:22:23.000,2023-08-17 01:22:18,559.0,,19.0,9.0,2.0,9.0,51.0,75.0,2023-06-09 17:17:24,0.2.3,19.0,8.0,pyxtal_ff,,,,https://pypi.org/project/pyxtal_ff,61.0,61.0,,,,2.0,,,,,,,,,,,,,,,,,
110,Pacemaker,,ml-iap,https://github.com/ICAMS/python-ace/blob/master/LICENSE.md,https://cortner.github.io/ACEweb/software/,Python package for fitting atomic cluster expansion (ACE) potentials.,13,True,,ICAMS/python-ace,https://github.com/ICAMS/python-ace,2021-11-19 11:39:54,2023-12-06 12:58:51.000,2023-12-06 12:58:51,153.0,31.0,14.0,3.0,23.0,8.0,30.0,51.0,2022-10-24 19:59:33,0.2.8,2.0,5.0,python-ace,,,,https://pypi.org/project/python-ace,8.0,8.0,,,,2.0,,,,,,,,,,,,,1.0,,,,
111,aviary,,materials-discovery,MIT,https://github.com/CompRhys/aviary,The Wren sits on its Roost in the Aviary.,13,True,,CompRhys/aviary,https://github.com/CompRhys/aviary,2021-09-28 12:29:05,2023-11-10 23:21:39.000,2023-11-10 23:21:36,607.0,4.0,8.0,2.0,51.0,4.0,22.0,30.0,2023-08-10 01:55:58,0.1.1,4.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
112,mat2vec,,language-models,MIT,https://github.com/materialsintelligence/mat2vec,Supplementary Materials for Tshitoyan et al. Unsupervised word embeddings capture latent knowledge from materials..,12,True,['rep-learn'],materialsintelligence/mat2vec,https://github.com/materialsintelligence/mat2vec,2019-04-25 07:55:30,2023-05-06 22:45:49.000,2023-05-06 22:45:49,55.0,,174.0,39.0,7.0,7.0,17.0,599.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
113,Crystal Graph Convolutional Neural Networks (CGCNN),,rep-learn,MIT,https://github.com/txie-93/cgcnn,Crystal graph convolutional neural networks for predicting material properties.,12,False,,txie-93/cgcnn,https://github.com/txie-93/cgcnn,2018-03-14 20:41:21,2021-09-06 05:23:51.000,2021-09-06 05:23:38,25.0,,253.0,23.0,7.0,16.0,20.0,537.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
114,Geometric GNN Dojo,,educational,MIT,https://github.com/chaitjo/geometric-gnn-dojo/blob/main/geometric_gnn_101.ipynb,"New to geometric GNNs: try our practical notebook, prepared for MPhil students at the University of Cambridge.",12,True,['rep-learn'],chaitjo/geometric-gnn-dojo,https://github.com/chaitjo/geometric-gnn-dojo,2023-01-21 20:08:45,2023-06-18 23:20:44.000,2023-06-18 23:17:32,26.0,,37.0,9.0,5.0,,3.0,357.0,2023-06-18 23:20:44,0.2.0,2.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
115,AI for Science Resources,,community,GPL-3.0 license,https://github.com/divelab/AIRS/blob/main/Overview/resources.md,"List of resources for AI4Science research, including learning resources.",12,True,,divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2023-12-05 16:27:45.000,2023-12-05 16:27:45,359.0,35.0,37.0,18.0,4.0,,2.0,284.0,,,,24.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
116,QH9: A Quantum Hamiltonian Prediction Benchmark,,datasets,CC-BY-NC-SA 4.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHBench/QH9,Artificial Intelligence for Science (AIRS).,12,True,['ml-dft'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2023-12-05 16:27:45.000,2023-12-05 16:27:45,359.0,35.0,37.0,18.0,4.0,,2.0,284.0,,,,24.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
117,Artificial Intelligence for Science (AIRS),,general-tool,GPL-3.0 license,https://github.com/divelab/AIRS,Artificial Intelligence for Science (AIRS).,12,True,"['rep-learn', 'generative', 'ml-iap', 'md', 'ml-dft', 'ml-wft', 'biomolecules']",divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2023-12-05 16:27:45.000,2023-12-05 16:27:45,359.0,35.0,37.0,18.0,4.0,,2.0,284.0,,,,24.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
118,QHNet,,ml-dft,GPL-3.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHNet,Artificial Intelligence for Science (AIRS).,12,True,['rep-learn'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2023-12-05 16:27:45.000,2023-12-05 16:27:45,359.0,35.0,37.0,18.0,4.0,,2.0,284.0,,,,24.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
119,TensorMol,,ml-iap,GPL-3.0,https://github.com/jparkhill/TensorMol,Tensorflow + Molecules = TensorMol.,12,False,['single-paper'],jparkhill/TensorMol,https://github.com/jparkhill/TensorMol,2016-10-28 19:40:11,2021-02-11 00:12:00.000,2018-03-30 12:26:14,1724.0,,70.0,45.0,8.0,18.0,19.0,264.0,2017-11-08 18:05:50,0.1,1.0,12.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
120,ANI-1,,ml-iap,MIT,https://github.com/isayev/ASE_ANI,ANI-1 neural net potential with python interface (ASE).,12,False,,isayev/ASE_ANI,https://github.com/isayev/ASE_ANI,2016-12-08 05:09:32,2020-12-14 19:57:50.000,2020-06-05 22:46:43,111.0,,56.0,33.0,9.0,16.0,21.0,209.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
121,ASAP,,unsupervised,MIT,https://github.com/BingqingCheng/ASAP,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,12,True,,BingqingCheng/ASAP,https://github.com/BingqingCheng/ASAP,2019-08-11 12:45:14,2023-08-30 13:55:44.000,2023-08-30 13:55:44,759.0,,25.0,7.0,37.0,6.0,18.0,121.0,2023-08-30 13:54:23,1,1.0,6.0,,,5.0,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
122,Librascal,,rep-eng,LGPL-2.1,https://github.com/lab-cosmo/librascal,A scalable and versatile library to generate representations for atomic-scale learning.,12,True,,lab-cosmo/librascal,https://github.com/lab-cosmo/librascal,2018-02-01 08:38:51,2023-11-30 14:48:28.000,2023-11-30 14:48:28,2931.0,1.0,18.0,19.0,200.0,99.0,131.0,74.0,,,3.0,29.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
123,AMPtorch,,general-tool,GPL-3.0,https://github.com/ulissigroup/amptorch,AMPtorch: Atomistic Machine Learning Package (AMP) - PyTorch.,12,True,,ulissigroup/amptorch,https://github.com/ulissigroup/amptorch,2019-01-24 15:15:48,2023-07-16 02:11:38.000,2023-07-16 02:08:13,759.0,,32.0,9.0,99.0,5.0,26.0,57.0,2023-07-16 02:11:38,1.0,3.0,14.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
124,OpenMM-ML,,md,MIT,https://github.com/openmm/openmm-ml,High level API for using machine learning models in OpenMM simulations.,12,True,['ml-iap'],openmm/openmm-ml,https://github.com/openmm/openmm-ml,2021-02-10 20:55:25,2023-11-08 14:33:27.000,2023-08-21 20:11:13,28.0,,16.0,14.0,23.0,23.0,20.0,57.0,2023-08-21 23:32:24,1.1,5.0,2.0,,conda-forge/openmm-ml,,,,,166.0,https://anaconda.org/conda-forge/openmm-ml,2023-08-21 23:33:29.497,2665.0,3.0,,,,,,,,,,,,,,,,,
125,Neural fingerprint (nfp),,rep-learn,https://github.com/NREL/nfp/blob/master/LICENSE,https://github.com/NREL/nfp,Keras layers for end-to-end learning with rdkit and pymatgen.,12,False,,NREL/nfp,https://github.com/NREL/nfp,2018-11-20 23:55:23,2022-08-29 21:59:14.000,2022-06-14 22:18:28,143.0,,24.0,7.0,18.0,,6.0,56.0,2022-04-27 17:05:25,0.3.12,13.0,4.0,,,12.0,12.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
126,So3krates (MLFF),,ml-iap,MIT,https://github.com/thorben-frank/mlff,Build neural networks for machine learning force fields with JAX.,12,True,,thorben-frank/mlff,https://github.com/thorben-frank/mlff,2022-09-30 07:40:17,2023-12-05 20:09:41.000,2023-12-05 20:09:40,120.0,13.0,7.0,6.0,12.0,3.0,4.0,40.0,2023-07-12 08:34:56,0.2.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
127,Rascaline,,rep-eng,BSD-3-Clause,https://github.com/Luthaf/rascaline,Computing representations for atomistic machine learning.,12,True,"['lang-rust', 'lang-cpp']",Luthaf/rascaline,https://github.com/Luthaf/rascaline,2020-09-24 14:28:34,2023-11-30 15:04:20.000,2023-11-30 15:04:19,493.0,34.0,11.0,6.0,215.0,23.0,23.0,34.0,,,,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
128,GlassPy,,rep-eng,GPL-3.0,https://github.com/drcassar/glasspy,Python module for scientists working with glass materials.,12,True,,drcassar/glasspy,https://github.com/drcassar/glasspy,2019-07-18 23:15:43,2023-10-05 19:51:40.000,2023-10-05 19:31:00,324.0,5.0,6.0,5.0,8.0,1.0,4.0,18.0,2023-10-05 19:32:01,0.4.5,7.0,,glasspy,,2.0,2.0,https://pypi.org/project/glasspy,97.0,97.0,,,,2.0,,,,,,,,,,,,,,,,,
129,Compositionally-Restricted Attention-Based Network (CrabNet),,rep-learn,MIT,https://github.com/sparks-baird/CrabNet,Predict materials properties using only the composition information!.,12,True,,sparks-baird/CrabNet,https://github.com/sparks-baird/CrabNet,2021-09-17 07:58:15,2023-06-19 09:35:52.000,2023-06-19 09:35:52,427.0,,3.0,1.0,54.0,15.0,2.0,11.0,2023-06-07 01:07:33,2.0.8,5.0,5.0,crabnet,,11.0,11.0,https://pypi.org/project/crabnet,203.0,203.0,,,,2.0,,,,,,,,,,,,,,,,,
130,CCS_fit,,ml-iap,GPL-3.0,https://github.com/Teoroo-CMC/CCS,Curvature Constrained Splines.,12,True,,Teoroo-CMC/CCS,https://github.com/Teoroo-CMC/CCS,2021-12-13 14:29:53,2023-11-20 17:26:52.000,2023-10-04 14:41:11,760.0,3.0,9.0,3.0,12.0,8.0,6.0,6.0,2023-10-04 14:41:14,0.22.4,100.0,8.0,ccs_fit,,,,https://pypi.org/project/ccs_fit,61.0,90.0,,,,2.0,,,,,,381.0,,,,,,,,,,,
131,OpenChem,,general-tool,MIT,https://github.com/Mariewelt/OpenChem,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research.,11,False,,Mariewelt/OpenChem,https://github.com/Mariewelt/OpenChem,2018-07-10 01:27:33,2023-11-26 05:03:36.000,2022-04-27 19:27:40,444.0,,106.0,37.0,12.0,15.0,2.0,626.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
132,Deep Learning for Molecules and Materials Book,,educational,https://github.com/whitead/dmol-book/blob/main/LICENSE,https://dmol.pub/,Deep learning for molecules and materials book.,11,True,,whitead/dmol-book,https://github.com/whitead/dmol-book,2020-08-19 19:24:32,2023-07-02 18:02:57.000,2023-07-02 18:02:56,558.0,,101.0,17.0,92.0,27.0,128.0,545.0,,,,19.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
133,ReLeaSE,,reinforcement-learning,MIT,https://github.com/isayev/ReLeaSE,Deep Reinforcement Learning for de-novo Drug Design.,11,False,['drug-discovery'],isayev/ReLeaSE,https://github.com/isayev/ReLeaSE,2018-04-26 14:50:34,2021-12-08 19:49:36.000,2021-12-08 19:49:36,160.0,,126.0,19.0,9.0,27.0,8.0,318.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
134,DeepLearningLifeSciences,,educational,MIT,https://github.com/deepchem/DeepLearningLifeSciences,Example code from the book Deep Learning for the Life Sciences.,11,False,,deepchem/DeepLearningLifeSciences,https://github.com/deepchem/DeepLearningLifeSciences,2019-02-05 17:16:18,2021-09-17 05:10:37.000,2021-09-17 05:10:37,52.0,,140.0,23.0,15.0,9.0,10.0,308.0,2019-10-28 18:46:28,1.0,1.0,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
135,SISSO,,rep-eng,Apache-2.0,https://github.com/rouyang2017/SISSO,A data-driven method combining symbolic regression and compressed sensing for accurate & interpretable models.,11,True,['lang-fortran'],rouyang2017/SISSO,https://github.com/rouyang2017/SISSO,2017-10-16 11:31:57,2023-09-12 08:50:38.000,2023-09-12 08:50:38,166.0,2.0,65.0,6.0,2.0,2.0,51.0,193.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
136,jarvis-tools-notebooks,,educational,NIST,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,A Google-Colab Notebook Collection for Materials Design: https://jarvis.nist.gov/.,11,True,,JARVIS-Materials-Design/jarvis-tools-notebooks,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,2020-06-27 20:22:02,2023-10-16 02:44:55.000,2023-10-16 02:44:55,542.0,25.0,21.0,4.0,38.0,,,44.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
137,SIMPLE-NN,,ml-iap,GPL-3.0,https://github.com/MDIL-SNU/SIMPLE-NN,SIMPLE-NN(SNU Interatomic Machine-learning PotentiaL packagE version Neural Network).,11,False,,MDIL-SNU/SIMPLE-NN,https://github.com/MDIL-SNU/SIMPLE-NN,2018-03-26 23:53:35,2022-01-27 05:04:05.000,2022-01-27 05:04:05,586.0,,18.0,12.0,91.0,4.0,26.0,44.0,2021-09-23 01:41:42,1.1.1,9.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
138,nlcc,,language-models,MIT,https://github.com/whitead/nlcc,Natural language computational chemistry command line interface.,11,True,['single-paper'],whitead/nlcc,https://github.com/whitead/nlcc,2021-08-19 18:23:52,2023-02-04 03:07:56.000,2023-02-04 03:06:33,144.0,,6.0,5.0,1.0,,9.0,43.0,2023-02-04 03:07:56,0.6.0,10.0,3.0,nlcc,,,,https://pypi.org/project/nlcc,29.0,29.0,,,,2.0,,,,,,,,,,,,,,,,,
139,Grad DFT,,ml-dft,Apache-2.0,https://github.com/XanaduAI/GradDFT,Grad-DFT is a JAX-based library enabling the differentiable design and experimentation of exchange-correlation..,11,True,,XanaduAI/GradDFT,https://github.com/XanaduAI/GradDFT,2023-05-15 16:18:25,2023-12-04 23:05:13.000,2023-10-30 14:41:37,369.0,189.0,1.0,3.0,42.0,9.0,42.0,43.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
140,cmlkit,,rep-eng,MIT,https://github.com/sirmarcel/cmlkit,tools for machine learning in condensed matter physics and quantum chemistry.,11,False,['benchmarking'],sirmarcel/cmlkit,https://github.com/sirmarcel/cmlkit,2018-05-31 07:56:52,2022-04-01 00:39:14.000,2022-03-25 22:27:04,526.0,,6.0,3.0,1.0,6.0,2.0,32.0,,,,,cmlkit,,4.0,4.0,https://pypi.org/project/cmlkit,152.0,152.0,,,,2.0,,,,,,,,,,,,,,,,,
141,synspace,,generative,MIT,https://github.com/whitead/synspace,Synthesis generative model.,11,True,,whitead/synspace,https://github.com/whitead/synspace,2022-12-28 00:59:14,2023-04-15 22:42:57.000,2023-04-15 18:04:16,27.0,,3.0,3.0,1.0,2.0,1.0,31.0,2023-04-15 22:42:57,0.3.0,3.0,2.0,synspace,,6.0,6.0,https://pypi.org/project/synspace,712.0,712.0,,,,2.0,,,,,,,,,,,,,,,,,
142,PACE,,md,https://github.com/ICAMS/lammps-user-pace/blob/main/LICENSE,https://github.com/ICAMS/lammps-user-pace,"The LAMMPS ML-IAP `pair_style pace`, aka Atomic Cluster Expansion (ACE), aka ML-PACE,..",11,True,,ICAMS/lammps-user-pace,https://github.com/ICAMS/lammps-user-pace,2021-02-25 10:04:48,2023-11-27 21:29:13.000,2023-11-27 21:28:13,59.0,11.0,10.0,5.0,16.0,1.0,5.0,21.0,2023-11-25 21:58:41,.2023.11.25.fix,6.0,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
143,pretrained-gnns,,others,MIT,https://github.com/snap-stanford/pretrain-gnns,Strategies for Pre-training Graph Neural Networks.,10,True,['pre-trained'],snap-stanford/pretrain-gnns,https://github.com/snap-stanford/pretrain-gnns,2020-01-30 22:12:41,2023-07-29 06:21:39.000,2023-07-29 06:21:39,13.0,,154.0,17.0,8.0,30.0,29.0,870.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
144,EDM,,generative,MIT,https://github.com/ehoogeboom/e3_diffusion_for_molecules,E(3) Equivariant Diffusion Model for Molecule Generation in 3D.,10,False,,ehoogeboom/e3_diffusion_for_molecules,https://github.com/ehoogeboom/e3_diffusion_for_molecules,2022-04-15 14:34:35,2022-07-10 17:56:18.000,2022-07-10 17:56:12,6.0,,82.0,7.0,,1.0,32.0,323.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
145,Awesome Materials Informatics,,community,https://github.com/tilde-lab/awesome-materials-informatics#license,https://github.com/tilde-lab/awesome-materials-informatics,Curated list of known efforts in materials informatics = modern materials science.,10,True,,tilde-lab/awesome-materials-informatics,https://github.com/tilde-lab/awesome-materials-informatics,2018-02-15 15:14:16,2023-10-30 16:02:26.000,2023-10-30 16:02:26,134.0,4.0,74.0,15.0,54.0,,8.0,310.0,2023-03-02 19:56:59,2023.03.02,1.0,19.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
146,GDC,,rep-learn,MIT,https://github.com/gasteigerjo/gdc,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",10,True,['generative'],gasteigerjo/gdc,https://github.com/gasteigerjo/gdc,2019-10-26 16:05:11,2023-04-26 14:22:40.000,2023-04-26 14:22:40,28.0,,38.0,3.0,1.0,,10.0,229.0,,,,3.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
147,Neural Force Field,,ml-iap,MIT,https://github.com/learningmatter-mit/NeuralForceField,Neural Network Force Field based on PyTorch.,10,True,['pre-trained'],learningmatter-mit/NeuralForceField,https://github.com/learningmatter-mit/NeuralForceField,2020-10-04 15:17:41,2023-07-25 15:37:02.000,2023-07-25 15:37:01,122.0,,42.0,7.0,4.0,,16.0,201.0,,,,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
148,PiNN,,ml-iap,BSD-3-Clause,https://github.com/Teoroo-CMC/PiNN,A Python library for building atomic neural networks.,10,True,,Teoroo-CMC/PiNN,https://github.com/Teoroo-CMC/PiNN,2019-10-04 08:13:18,2023-11-15 09:09:29.000,2023-09-28 09:19:27,130.0,4.0,27.0,7.0,6.0,1.0,5.0,98.0,2019-10-09 09:21:30,0.3.0,1.0,2.0,,,,,,,4.0,,,,2.0,teoroo/pinn,https://hub.docker.com/r/teoroo/pinn,2023-10-19 13:57:40.768924,,224.0,,,,,,,,,,,,
149,DeePKS-kit,,ml-dft,LGPL-3.0,https://github.com/deepmodeling/deepks-kit,a package for developing machine learning-based chemically accurate energy and density functional models.,10,True,,deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,2020-07-29 03:27:50,2023-12-05 01:46:58.000,2023-04-01 01:14:46,380.0,,31.0,13.0,40.0,2.0,9.0,95.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
150,MolSkill,,language-models,MIT,https://github.com/microsoft/molskill,Extracting medicinal chemistry intuition via preference machine learning.,10,True,"['drug-discovery', 'recommender']",microsoft/molskill,https://github.com/microsoft/molskill,2023-01-12 13:48:31,2023-10-31 17:03:36.000,2023-10-31 17:03:36,81.0,1.0,7.0,8.0,8.0,2.0,3.0,88.0,2023-08-04 12:22:15,1.2b,5.0,4.0,,msr-ai4science/molskill,,,,,14.0,https://anaconda.org/msr-ai4science/molskill,2023-06-18 17:27:43.196,144.0,3.0,,,,,,,,,,,,,,,,,
151,flare++,,active-learning,MIT,https://github.com/mir-group/flare_pp,A many-body extension of the FLARE code.,10,False,"['lang-cpp', 'ml-iap']",mir-group/flare_pp,https://github.com/mir-group/flare_pp,2019-11-20 22:46:32,2022-02-27 21:05:09.000,2022-02-24 19:00:50,989.0,,6.0,6.0,28.0,8.0,17.0,35.0,,,,10.0,flare_pp,,,,https://pypi.org/project/flare_pp,39.0,39.0,,,,2.0,,,,,,,,,,,,,,,,,
152,Finetuna,,active-learning,MIT,https://github.com/ulissigroup/finetuna,Active Learning for Machine Learning Potentials.,10,True,,ulissigroup/finetuna,https://github.com/ulissigroup/finetuna,2020-09-22 14:39:52,2023-10-31 18:51:45.000,2023-10-03 18:18:06,1198.0,2.0,10.0,3.0,39.0,4.0,15.0,34.0,,,,11.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
153,pair_nequip,,md,MIT,https://github.com/mir-group/pair_nequip,LAMMPS pair style for NequIP.,10,False,"['ml-iap', 'rep-learn']",mir-group/pair_nequip,https://github.com/mir-group/pair_nequip,2021-04-02 15:28:02,2023-09-25 06:11:31.000,2022-06-20 22:10:11,89.0,,12.0,8.0,7.0,8.0,13.0,32.0,2022-05-20 00:39:04,0.5.2,4.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
154,DSECOP,,educational,CCO-1.0,https://github.com/GDS-Education-Community-of-Practice/DSECOP,This repository contains data science educational materials developed by DSECOP Fellows.,10,True,,GDS-Education-Community-of-Practice/DSECOP,https://github.com/GDS-Education-Community-of-Practice/DSECOP,2022-03-07 17:47:33,2023-12-04 16:40:40.000,2023-08-29 21:40:29,487.0,,23.0,10.0,17.0,1.0,7.0,31.0,,,,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
155,SchNetPack G-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/schnetpack-gschnet,G-SchNet extension for SchNetPack.,10,True,,atomistic-machine-learning/schnetpack-gschnet,https://github.com/atomistic-machine-learning/schnetpack-gschnet,2022-04-21 12:34:13,2023-11-07 11:31:47.000,2023-11-07 11:31:47,117.0,1.0,6.0,4.0,,1.0,9.0,31.0,2023-04-25 14:09:07,1.0.0,2.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
156,NeuralXC,,ml-dft,BSD-3-Clause,https://github.com/semodi/neuralxc,Implementation of a machine learned density functional.,10,False,,semodi/neuralxc,https://github.com/semodi/neuralxc,2019-03-14 18:13:40,2022-11-30 11:39:22.000,2021-07-05 21:36:23,337.0,,9.0,5.0,9.0,5.0,5.0,30.0,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
157,OpenKIM,,datasets,LGPL-2.1,https://openkim.org/,"The Open Knowledgebase of Interatomic Models (OpenKIM) aims to be an online resource for standardized testing, long-..",10,False,"['knowledge-base', 'pre-trained']",openkim/kim-api,https://github.com/openkim/kim-api,2014-07-28 21:21:08,2023-08-16 00:09:44.000,2022-03-17 23:01:36,2371.0,,19.0,11.0,55.0,17.0,18.0,29.0,,,,23.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
158,FAENet,,rep-learn,MIT,https://github.com/vict0rsch/faenet,,10,False,,vict0rsch/faenet,https://github.com/vict0rsch/faenet,2023-02-10 22:10:27,2023-10-12 08:46:26.000,2023-10-12 08:46:22,125.0,42.0,2.0,2.0,5.0,,,21.0,2023-09-12 04:00:49,0.1.2,1.0,3.0,faenet,,,,https://pypi.org/project/faenet,41.0,41.0,,,,2.0,,,,,,,,,,,,,,,,,
159,NNsforMD,,ml-iap,MIT,https://github.com/aimat-lab/NNsForMD,"Neural network class for molecular dynamics to predict potential energy, forces and non-adiabatic couplings.",10,False,,aimat-lab/NNsForMD,https://github.com/aimat-lab/NNsForMD,2020-08-31 11:14:18,2022-11-10 13:04:49.000,2022-11-10 13:04:45,265.0,,3.0,3.0,,,,10.0,2022-04-12 15:10:32,2.0.0,5.0,2.0,pyNNsMD,,,,https://pypi.org/project/pyNNsMD,44.0,44.0,,,,2.0,,,,,,,,,,,,,,,,,
160,ACEfit,,ml-iap,MIT,https://github.com/ACEsuit/ACEfit.jl,,10,True,['lang-julia'],ACEsuit/ACEfit.jl,https://github.com/ACEsuit/ACEfit.jl,2022-01-01 00:09:17,2023-11-03 18:46:32.000,2023-08-18 16:46:11,210.0,,3.0,4.0,18.0,22.0,32.0,5.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
161,SE(3)-Transformers,,rep-learn,MIT,https://github.com/FabianFuchsML/se3-transformer-public,code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503.,9,False,"['single-paper', 'transformer']",FabianFuchsML/se3-transformer-public,https://github.com/FabianFuchsML/se3-transformer-public,2020-08-31 10:36:57,2023-07-10 05:13:25.000,2021-11-18 09:11:56,63.0,,66.0,16.0,5.0,9.0,17.0,428.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
162,molecularGNN_smiles,,rep-learn,Apache-2.0,https://github.com/masashitsubaki/molecularGNN_smiles,"The code of a graph neural network (GNN) for molecules, which is based on learning representations of r-radius..",9,False,,masashitsubaki/molecularGNN_smiles,https://github.com/masashitsubaki/molecularGNN_smiles,2018-11-06 00:25:26,2020-11-28 02:04:45.000,2020-11-28 02:04:45,79.0,,70.0,6.0,,6.0,1.0,257.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
163,DimeNet,,ml-iap,https://github.com/gasteigerjo/dimenet/blob/master/LICENSE.md,https://github.com/gasteigerjo/dimenet,"DimeNet and DimeNet++ models, as proposed in Directional Message Passing for Molecular Graphs (ICLR 2020) and Fast and..",9,True,,gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,2020-02-14 12:40:15,2023-10-03 09:57:19.000,2023-10-03 09:57:19,103.0,1.0,56.0,5.0,,1.0,29.0,253.0,,,,2.0,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,
164,Allegro,,ml-iap,MIT,https://github.com/mir-group/allegro,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,9,True,,mir-group/allegro,https://github.com/mir-group/allegro,2022-02-06 23:50:40,2023-05-08 21:16:45.000,2023-05-08 21:16:45,38.0,,36.0,18.0,2.0,8.0,13.0,247.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
165,SchNet,,ml-iap,MIT,https://github.com/atomistic-machine-learning/SchNet,SchNet - a deep learning architecture for quantum chemistry.,9,False,,atomistic-machine-learning/SchNet,https://github.com/atomistic-machine-learning/SchNet,2017-10-03 11:52:20,2018-09-04 08:42:35.000,2018-09-04 08:42:34,53.0,,58.0,16.0,,1.0,2.0,190.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
