,name,resource,category,description,homepage,projectrank,show,labels,license,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,docs_url,gitlab_id,gitlab_url,ignore
110,molecularGNN_smiles,,rep-learn,"The code of a graph neural network (GNN) for molecules, which is based on learning representations of r-radius..",https://github.com/masashitsubaki/molecularGNN_smiles,9,False,,Apache-2.0,masashitsubaki/molecularGNN_smiles,https://github.com/masashitsubaki/molecularGNN_smiles,2018-11-06 00:25:26,2020-11-28 02:04:45.000000,2020-11-28 02:04:45,79.0,,68.0,6.0,,6.0,1.0,244.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
111,Allegro,,mliap,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,https://github.com/mir-group/allegro,9,True,,MIT,mir-group/allegro,https://github.com/mir-group/allegro,2022-02-06 23:50:40,2023-05-08 21:16:45.000000,2023-05-08 21:16:45,38.0,,31.0,16.0,2.0,6.0,12.0,221.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
112,SchNet,,mliap,SchNet - a deep learning architecture for quantum chemistry.,https://github.com/atomistic-machine-learning/SchNet,9,False,,MIT,atomistic-machine-learning/SchNet,https://github.com/atomistic-machine-learning/SchNet,2017-10-03 11:52:20,2018-09-04 08:42:35.000000,2018-09-04 08:42:34,53.0,,57.0,16.0,,1.0,2.0,176.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
113,QDF for molecule,,ml-esm,"Quantum deep field: data-driven wave function, electron density generation, and energy prediction and extrapolation..",https://github.com/masashitsubaki/QuantumDeepField_molecule,9,False,,MIT,masashitsubaki/QuantumDeepField_molecule,https://github.com/masashitsubaki/QuantumDeepField_molecule,2020-11-11 01:06:09,2021-02-20 03:46:18.000000,2021-02-20 03:46:09,20.0,,38.0,3.0,,,3.0,167.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
114,ACE.jl,,mliap,Parameterisation of Equivariant Properties of Particle Systems.,https://github.com/ACEsuit/ACE.jl,9,True,['lang-julia'],https://github.com/ACEsuit/ACE.jl/blob/main/license/mit.md,ACEsuit/ACE.jl,https://github.com/ACEsuit/ACE.jl,2019-11-30 16:22:51,2023-06-09 21:31:30.000000,2023-06-09 21:29:10,912.0,1.0,15.0,8.0,65.0,23.0,58.0,60.0,,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
115,GATGNN: Global Attention Graph Neural Network,,rep-learn,Pytorch Repository for our work: Graph convolutional neural networks with global attention for improved materials..,https://github.com/superlouis/GATGNN,9,True,,MIT,superlouis/GATGNN,https://github.com/superlouis/GATGNN,2020-06-21 03:27:36,2022-10-03 21:57:33.000000,2022-10-03 21:57:33,99.0,,18.0,8.0,,3.0,3.0,60.0,2021-04-05 06:49:29,0.2,2.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
116,DeepErwin,,ml-wft,DeepErwin is a python 3.8+ package that implements and optimizes JAX 2.x wave function models for numerical solutions..,https://github.com/mdsunivie/deeperwin,9,True,,https://github.com/mdsunivie/deeperwin/blob/master/LICENSE,mdsunivie/deeperwin,https://github.com/mdsunivie/deeperwin,2021-06-14 15:18:32,2023-07-17 13:48:55.000000,2023-07-17 13:39:49,55.0,4.0,5.0,3.0,3.0,1.0,7.0,33.0,2022-07-18 10:18:25,arxiv_2105.08351v2,2.0,6.0,deeperwin,,,,https://pypi.org/project/deeperwin,7.0,7.0,,,,3.0,,,,,,,,,,,,,
117,GAP,,mliap,Gaussian Approximation Potential (GAP).,https://libatoms.github.io/,9,True,,https://github.com/libAtoms/GAP/blob/main/LICENSE.md,libAtoms/GAP,https://github.com/libAtoms/GAP,2021-03-22 14:48:56,2023-06-08 10:42:38.000000,2023-06-08 10:42:38,199.0,5.0,20.0,10.0,63.0,,,30.0,,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
118,ALF,,mliap,A framework for performing active learning for training machine-learned interatomic potentials.,https://github.com/lanl/ALF,9,True,['active-learning'],https://github.com/lanl/ALF/blob/main/LICENSE,lanl/alf,https://github.com/lanl/ALF,2023-01-04 23:13:24,2023-08-23 13:36:54.000000,2023-08-04 15:53:59,139.0,67.0,7.0,6.0,23.0,,,19.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
119,iam-notebooks,,educational,Jupyter notebooks for the lectures of the Introduction to Atomistic Modeling.,https://github.com/ceriottm/iam-notebooks,9,True,,Apache-2.0,ceriottm/iam-notebooks,https://github.com/ceriottm/iam-notebooks,2020-11-23 21:27:41,2023-08-07 23:02:34.000000,2023-08-07 23:02:34,228.0,3.0,4.0,4.0,7.0,3.0,,16.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
120,CGAT,,rep-learn,Crystal graph attention neural networks for materials prediction.,https://github.com/hyllios/CGAT,9,True,,MIT,hyllios/CGAT,https://github.com/hyllios/CGAT,2021-03-28 09:51:15,2023-07-18 12:04:35.000000,2023-01-10 22:31:07,153.0,,7.0,3.0,1.0,,1.0,13.0,2023-07-18 12:04:35,0.1,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
121,SALTED,,ml-dft,Program for doing symmetry-adapted learning of three-dimensional electron densities.,https://github.com/andreagrisafi/SALTED,9,True,,GPL-3.0,andreagrisafi/SALTED,https://github.com/andreagrisafi/SALTED,2020-01-22 10:24:29,2023-08-23 15:04:49.000000,2023-08-22 12:13:16,156.0,17.0,2.0,1.0,5.0,1.0,,11.0,2023-04-10 16:25:44,2.0.0,1.0,7.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
122,ACE1Pack.jl,,mliap,"Provides convenience functionality for the usage of ACE1.jl, ACEfit.jl, JuLIP.jl for fitting interatomic potentials..",https://github.com/ACEsuit/ACE1pack.jl,9,True,['lang-julia'],MIT,ACEsuit/ACE1pack.jl,https://github.com/ACEsuit/ACE1pack.jl,2023-08-21 16:25:00,2023-08-21 16:30:19.000000,2023-08-21 15:48:54,547.0,50.0,,,,,,,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,https://acesuit.github.io/ACE1pack.jl,,,
123,RDKit Tutorials,,educational,Tutorials to learn how to work with the RDKit.,https://github.com/rdkit/rdkit-tutorials,8,True,,https://github.com/rdkit/rdkit-tutorials/blob/master/LICENSE,rdkit/rdkit-tutorials,https://github.com/rdkit/rdkit-tutorials,2016-10-07 03:34:01,2023-03-19 13:36:55.000000,2023-03-19 13:36:55,68.0,,65.0,16.0,7.0,3.0,1.0,198.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
124,GemNet,,mliap,"GemNet model in PyTorch, as proposed in GemNet: Universal Directional Graph Neural Networks for Molecules (NeurIPS..",https://github.com/TUM-DAML/gemnet_pytorch,8,True,,https://github.com/TUM-DAML/gemnet_pytorch/blob/master/LICENSE,TUM-DAML/gemnet_pytorch,https://github.com/TUM-DAML/gemnet_pytorch,2021-10-11 07:30:36,2023-04-26 14:20:12.000000,2023-04-26 14:20:12,36.0,,25.0,4.0,1.0,,13.0,147.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
125,G-SchNet,,generative,G-SchNet - a generative model for 3d molecular structures.,https://github.com/atomistic-machine-learning/G-SchNet,8,True,,MIT,atomistic-machine-learning/G-SchNet,https://github.com/atomistic-machine-learning/G-SchNet,2019-10-21 13:48:59,2023-03-24 12:05:41.000000,2023-03-24 12:05:41,64.0,,22.0,6.0,,,10.0,115.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
126,ANI-1 Dataset,,datasets,A data set of 20 million calculated off-equilibrium conformations for organic molecules.,https://github.com/isayev/ANI1_dataset,8,True,,MIT,isayev/ANI1_dataset,https://github.com/isayev/ANI1_dataset,2017-08-07 20:08:46,2022-08-08 15:56:17.000000,2022-08-08 15:56:17,25.0,,19.0,12.0,2.0,6.0,3.0,88.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
127,MoleculeNet Leaderboard,,datasets,,https://github.com/deepchem/moleculenet,8,False,['benchmarking'],MIT,deepchem/moleculenet,https://github.com/deepchem/moleculenet,2020-02-24 18:14:05,2021-04-29 19:51:06.000000,2021-04-29 19:51:06,78.0,,18.0,5.0,15.0,22.0,5.0,73.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
128,matsciml,,rep-learn,Open MatSci ML Toolkit is a single framework for prototyping and scaling out deep learning models for materials..,https://github.com/IntelLabs/matsciml,8,True,['workflows'],MIT,IntelLabs/matsciml,https://github.com/IntelLabs/matsciml,2022-09-13 20:27:28,2023-08-11 01:25:27.000000,2023-07-11 21:56:44,22.0,1.0,8.0,4.0,35.0,4.0,5.0,47.0,,,1.0,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
129,cG-SchNet,,generative,cG-SchNet - a conditional generative neural network for 3d molecular structures.,https://github.com/atomistic-machine-learning/cG-SchNet,8,True,,MIT,atomistic-machine-learning/cG-SchNet,https://github.com/atomistic-machine-learning/cG-SchNet,2021-12-02 15:35:18,2023-03-24 12:09:56.000000,2023-03-24 12:09:56,28.0,,13.0,4.0,,,3.0,43.0,2022-02-21 13:36:41,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,
130,hippynn,,rep-learn,python library for atomistic machine learning.,https://github.com/lanl/hippynn,8,True,['workflows'],https://github.com/lanl/hippynn/blob/main/LICENSE.txt,lanl/hippynn,https://github.com/lanl/hippynn,2021-11-17 00:45:13,2023-08-05 17:41:55.000000,2023-08-05 17:38:53,101.0,7.0,18.0,6.0,37.0,3.0,1.0,41.0,,,2.0,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
131,Sketchmap,,unsupervised,Suite of programs to perform non-linear dimensionality reduction -- sketch-map in particular.,https://github.com/lab-cosmo/sketchmap,8,True,['lang-cpp'],GPL-3.0,lab-cosmo/sketchmap,https://github.com/lab-cosmo/sketchmap,2014-05-20 09:33:32,2023-05-24 22:56:06.000000,2023-05-24 22:47:50,64.0,,10.0,29.0,1.0,3.0,5.0,39.0,,,,8.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
132,DeeperGATGNN,,rep-learn,Scalable graph neural networks for materials property prediction.,https://github.com/usccolumbia/deeperGATGNN,8,True,,MIT,usccolumbia/deeperGATGNN,https://github.com/usccolumbia/deeperGATGNN,2021-09-29 17:31:02,2023-04-19 18:59:51.000000,2023-04-19 18:59:31,24.0,,7.0,3.0,1.0,,7.0,32.0,2022-03-08 02:14:28,1.0,1.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
133,SNAP,,mliap,Repository for spectral neighbor analysis potential (SNAP) model development.,https://github.com/materialsvirtuallab/snap,8,False,,BSD-3-Clause,materialsvirtuallab/snap,https://github.com/materialsvirtuallab/snap,2017-06-26 21:56:00,2020-06-30 05:20:37.000000,2020-06-30 05:20:37,38.0,,16.0,10.0,1.0,1.0,3.0,32.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
134,Atomistic Adversarial Attacks,,mliap,Code for performing adversarial attacks on atomistic systems using NN potentials.,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,8,True,['probabilistic'],MIT,learningmatter-mit/Atomistic-Adversarial-Attacks,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,2021-03-28 17:39:52,2022-10-03 16:19:31.000000,2022-10-03 16:19:29,33.0,,6.0,5.0,1.0,,1.0,24.0,2021-07-19 18:09:36,1.0.1,1.0,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
135,SIMPLE-NN v2,,mliap,,https://github.com/MDIL-SNU/SIMPLE-NN_v2,8,False,,GPL-3.0,MDIL-SNU/SIMPLE-NN_v2,https://github.com/MDIL-SNU/SIMPLE-NN_v2,2021-03-02 09:36:49,2023-06-28 01:04:43.000000,2023-06-28 01:04:42,495.0,3.0,13.0,5.0,85.0,3.0,7.0,23.0,,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
136,AdsorbML,,rep-learn,,https://github.com/Open-Catalyst-Project/AdsorbML,8,True,"['surface-science', 'single-paper']",MIT,Open-Catalyst-Project/AdsorbML,https://github.com/Open-Catalyst-Project/AdsorbML,2022-11-30 01:38:20,2023-07-31 16:28:14.000000,2023-07-31 16:28:09,56.0,16.0,4.0,6.0,10.0,,1.0,17.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
137,bVAE-IM,,generative,Implementation of Chemical Design with GPU-based Ising Machine.,https://github.com/tsudalab/bVAE-IM,8,True,"['qml', 'single-paper']",MIT,tsudalab/bVAE-IM,https://github.com/tsudalab/bVAE-IM,2023-03-01 08:26:56,2023-07-11 04:39:24.000000,2023-07-11 04:39:24,39.0,6.0,2.0,8.0,,,,8.0,2023-03-01 14:26:13,1.0.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,
138,MAChINE,,educational,Client-Server Web App to introduce usage of ML in materials science to beginners.,https://github.com/aimat-lab/MAChINE,8,False,,MIT,aimat-lab/MAChINE,https://github.com/aimat-lab/MAChINE,2023-04-17 14:29:06,2023-08-23 14:19:33.000000,2023-08-08 11:38:34,984.0,64.0,,,4.0,15.0,16.0,1.0,,,,7.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
139,"Data Handling, DoE and Statistical Analysis for Material Chemists",,educational,"Notebooks for workshops of DoE course, hosted by the Computational Materials Chemistry group at Uppsala University.",https://github.com/Teoroo-CMC/DoE_Course_Material,8,True,,GPL-3.0,Teoroo-CMC/DoE_Course_Material,https://github.com/Teoroo-CMC/DoE_Course_Material,2023-05-22 08:11:41,2023-06-26 12:48:17.000000,2023-06-26 12:48:15,157.0,121.0,12.0,2.0,1.0,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
140,Equiformer,,rep-learn,[ICLR23 Spotlight] Equiformer: Equivariant Graph Attention Transformer for 3D Atomistic Graphs.,https://github.com/atomicarchitects/equiformer,7,True,,MIT,atomicarchitects/equiformer,https://github.com/atomicarchitects/equiformer,2023-02-28 00:21:30,2023-06-21 08:04:30.000000,2023-06-21 08:03:53,3.0,2.0,22.0,5.0,1.0,5.0,7.0,116.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
141,DTNN,,rep-learn,Deep Tensor Neural Network.,https://github.com/atomistic-machine-learning/dtnn,7,False,,MIT,atomistic-machine-learning/dtnn,https://github.com/atomistic-machine-learning/dtnn,2017-03-10 14:40:05,2017-07-11 08:26:15.000000,2017-07-11 08:25:39,9.0,,30.0,15.0,,,3.0,77.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
142,AIMNet,,mliap,Atoms In Molecules Neural Network Potential.,https://github.com/aiqm/aimnet,7,False,['single-paper'],MIT,aiqm/aimnet,https://github.com/aiqm/aimnet,2018-09-26 17:28:37,2019-11-21 23:49:01.000000,2019-11-21 23:49:00,7.0,,20.0,10.0,2.0,3.0,,75.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
143,JAXChem,,general-tool,JAXChem is a JAX-based deep learning library for complex and versatile chemical modeling.,https://github.com/deepchem/jaxchem,7,False,,MIT,deepchem/jaxchem,https://github.com/deepchem/jaxchem,2020-05-11 18:54:41,2020-07-15 05:02:21.000000,2020-07-15 04:55:41,96.0,,9.0,7.0,13.0,1.0,1.0,74.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
144,PhysNet,,mliap,Code for training PhysNet models.,https://github.com/MMunibas/PhysNet,7,False,['electrostatics'],MIT,MMunibas/PhysNet,https://github.com/MMunibas/PhysNet,2019-03-28 09:05:22,2022-10-16 17:45:42.000000,2020-12-07 11:09:20,4.0,,26.0,9.0,1.0,3.0,,73.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
145,Cormorant,,rep-learn,Codebase for Cormorant Neural Networks.,https://github.com/risilab/cormorant,7,False,,https://github.com/risilab/cormorant/blob/master/LICENSE,risilab/cormorant,https://github.com/risilab/cormorant,2019-10-27 18:22:07,2022-05-11 12:49:05.000000,2020-03-11 15:25:51,160.0,,10.0,6.0,1.0,3.0,,53.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
146,uncertainty_benchmarking,,general-tool,Various code/notebooks to benchmark different ways we could estimate uncertainty in ML predictions.,https://github.com/ulissigroup/uncertainty_benchmarking,7,False,"['benchmarking', 'probabilistic']",,ulissigroup/uncertainty_benchmarking,https://github.com/ulissigroup/uncertainty_benchmarking,2019-08-28 19:39:28,2021-06-07 23:29:39.000000,2021-06-07 23:27:19,265.0,,6.0,6.0,1.0,,,34.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
147,MACE-Jax,,mliap,Equivariant machine learning interatomic potentials in JAX.,https://github.com/ACEsuit/mace-jax,7,True,,MIT,ACEsuit/mace-jax,https://github.com/ACEsuit/mace-jax,2023-02-06 12:10:16,2023-07-20 18:07:51.000000,2023-07-20 18:08:42,206.0,8.0,1.0,9.0,1.0,,1.0,33.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
148,torchchem,,general-tool,An experimental repo for experimenting with PyTorch models.,https://github.com/deepchem/torchchem,7,False,,MIT,deepchem/torchchem,https://github.com/deepchem/torchchem,2020-03-07 17:06:44,2023-03-24 23:13:19.000000,2020-05-01 20:12:23,49.0,,14.0,8.0,27.0,2.0,1.0,33.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
149,GElib,,math,C++/CUDA library for SO(3) equivariant operations.,https://github.com/risi-kondor/GElib,7,True,['lang-cpp'],MPL-2.0,risi-kondor/GElib,https://github.com/risi-kondor/GElib,2021-08-24 20:56:40,2023-08-02 00:27:18.000000,2023-07-23 04:10:48,562.0,27.0,2.0,2.0,2.0,3.0,1.0,17.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
150,CBFV,,rep-eng,Tool to quickly create a composition-based feature vector.,https://github.com/Kaaiian/CBFV,7,False,,,kaaiian/CBFV,https://github.com/Kaaiian/CBFV,2019-09-05 23:07:46,2022-03-30 05:47:53.000000,2021-10-24 17:10:17,49.0,,5.0,4.0,7.0,5.0,5.0,13.0,,,,3.0,CBFV,,3.0,3.0,https://pypi.org/project/CBFV,124.0,124.0,,,,2.0,,,,,,,,,,,,,
151,Libnxc,,ml-dft,A library for using machine-learned exchange-correlation functionals for density-functional theory.,https://github.com/semodi/libnxc,7,False,"['lang-cpp', 'lang-fortran']",MPL-2.0,semodi/libnxc/,https://github.com/semodi/libnxc,2020-07-01 18:21:50,2021-09-18 14:53:52.000000,2021-08-14 16:26:32,100.0,,4.0,2.0,3.0,13.0,3.0,13.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
152,BenchML,,rep-eng,ML benchmarking and pipeling framework.,https://github.com/capoe/benchml,7,True,['benchmarking'],Apache-2.0,capoe/benchml,https://github.com/capoe/benchml,2020-04-28 13:26:29,2023-05-24 15:13:06.000000,2023-05-24 15:04:57,341.0,,2.0,5.0,7.0,3.0,10.0,13.0,,,,9.0,benchml,,,,https://pypi.org/project/benchml,13.0,13.0,,,,2.0,,,,,,,,,,,,,
153,UVVisML,,rep-learn,Predict optical properties of molecules with machine learning.,https://github.com/learningmatter-mit/uvvisml,7,True,"['optical-properties', 'single-paper', 'probabilistic']",MIT,learningmatter-mit/uvvisml,https://github.com/learningmatter-mit/uvvisml,2021-10-13 05:58:48,2023-05-26 22:35:14.000000,2023-05-26 22:35:14,17.0,1.0,4.0,4.0,1.0,,,11.0,2022-02-06 18:14:14,0.0.2,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,
154,ACEhamiltonians,,ml-dft,"Provides tools for constructing, fitting, and predicting self-consistent Hamiltonian and overlap matrices in solid-..",https://github.com/ACEsuit/ACEhamiltonians.jl,7,True,['lang-julia'],MIT,ACEsuit/ACEhamiltonians.jl,https://github.com/ACEsuit/ACEhamiltonians.jl,2022-01-17 20:54:22,2023-04-12 15:11:09.000000,2023-04-12 15:04:14,33.0,,4.0,4.0,41.0,1.0,3.0,7.0,2022-05-20 17:07:42,arXiv.2111.13736,1.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
155,Equisolve,,general-tool,A package tasked with taking equistore objects and computing machine learning models using them.,https://github.com/lab-cosmo/equisolve,7,False,['mliap'],BSD-3-Clause,lab-cosmo/equisolve,https://github.com/lab-cosmo/equisolve,2022-10-04 15:29:19,2023-08-09 11:37:22.000000,2023-07-10 13:27:31,37.0,6.0,2.0,14.0,37.0,17.0,4.0,4.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
156,pyLODE,,rep-eng,Pythonic implementation of LOng Distance Equivariants.,https://github.com/ceriottm/lode,7,False,['electrostatics'],Apache-2.0,ceriottm/lode,https://github.com/ceriottm/lode,2022-01-19 17:01:38,2023-07-05 09:57:29.000000,2023-07-05 09:57:14,241.0,3.0,1.0,3.0,,1.0,,2.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
157,BestPractices,,educational,Things that you should (and should not) do in your Materials Informatics research.,https://github.com/anthony-wang/BestPractices,6,False,,MIT,anthony-wang/BestPractices,https://github.com/anthony-wang/BestPractices,2020-05-05 19:41:25,2023-03-10 21:27:15.000000,2021-02-18 08:56:47,15.0,,62.0,7.0,7.0,5.0,2.0,133.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
158,ANI-1x Datasets,,datasets,"The ANI-1ccx and ANI-1x data sets, coupled-cluster and density functional theory properties for organic molecules.",https://github.com/aiqm/ANI1x_datasets,6,False,,MIT,aiqm/ANI1x_datasets,https://github.com/aiqm/ANI1x_datasets,2019-09-17 18:19:28,2022-04-11 17:25:55.000000,2022-04-11 17:25:55,12.0,,5.0,6.0,,2.0,3.0,46.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
159,Applied AI for Materials,,educational,Course materials for Applied AI for Materials Science and Engineering.,https://github.com/WardLT/applied-ai-for-materials,6,False,,,WardLT/applied-ai-for-materials,https://github.com/WardLT/applied-ai-for-materials,2020-10-12 19:39:06,2022-03-12 02:26:58.000000,2022-03-12 02:26:41,107.0,,28.0,4.0,13.0,5.0,,46.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
160,COMP6 Benchmark dataset,,datasets,COMP6 Benchmark dataset for ML potentials.,https://github.com/isayev/COMP6,6,False,,MIT,isayev/COMP6,https://github.com/isayev/COMP6,2017-12-29 16:58:35,2018-07-09 23:56:35.000000,2018-07-09 23:56:34,27.0,,4.0,5.0,,2.0,1.0,35.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
161,DeepDFT,,ml-dft,Official implementation of DeepDFT model.,https://github.com/peterbjorgensen/DeepDFT,6,True,,MIT,peterbjorgensen/DeepDFT,https://github.com/peterbjorgensen/DeepDFT,2020-11-03 11:51:15,2023-02-28 15:37:49.000000,2023-02-28 15:37:37,128.0,,6.0,1.0,,,3.0,35.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
162,milad,,rep-eng,Moment Invariants Local Atomic Descriptor.,https://github.com/muhrin/milad,6,True,['generative'],GPL-3.0,muhrin/milad,https://github.com/muhrin/milad,2020-04-23 09:14:24,2022-12-03 10:40:05.000000,2022-12-03 10:39:59,110.0,,1.0,4.0,,,,27.0,,,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,
163,MACE-Layer,,rep-learn,Higher order equivariant graph neural networks for 3D point clouds.,https://github.com/ACEsuit/mace-layer,6,True,,MIT,ACEsuit/mace-layer,https://github.com/ACEsuit/mace-layer,2022-11-09 17:03:41,2023-06-27 15:32:49.000000,2023-06-06 10:09:58,19.0,1.0,3.0,6.0,2.0,1.0,,24.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
164,PACE,,md,"The LAMMPS MLIAP `pair_style pace`, aka Atomic Cluster Expansion (ACE), aka ML-PACE,..",https://github.com/ICAMS/lammps-user-pace,6,True,,https://github.com/ICAMS/lammps-user-pace/blob/main/LICENSE,ICAMS/lammps-user-pace,https://github.com/ICAMS/lammps-user-pace,2021-02-25 10:04:48,2023-05-25 22:16:12.000000,2023-01-31 19:53:46,46.0,,10.0,5.0,11.0,1.0,5.0,20.0,,,1.0,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
165,BOSS,,materials-discovery,Bayesian Optimization Structure Search (BOSS).,https://gitlab.com/cest-group/boss,6,False,['probabilistic'],,,,2020-02-12 08:48:33,2020-02-12 08:48:33.000000,,,,9.0,,,5.0,20.0,18.0,,,13.0,,aalto-boss,,,,https://pypi.org/project/aalto-boss,176.0,176.0,,,,2.0,,,,,,,,,,,cest-group/boss,https://gitlab.com/cest-group/boss,
166,GLAMOUR,,rep-learn,Graph Learning over Macromolecule Representations.,https://github.com/learningmatter-mit/GLAMOUR,6,True,['single-paper'],MIT,learningmatter-mit/GLAMOUR,https://github.com/learningmatter-mit/GLAMOUR,2021-08-20 18:16:40,2022-12-31 17:56:21.000000,2022-12-31 17:56:21,14.0,,5.0,3.0,,,8.0,18.0,2021-08-23 18:58:52,0.1,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,
167,SA-GPR,,rep-eng,Public repository for symmetry-adapted Gaussian Process Regression (SA-GPR).,https://github.com/dilkins/TENSOAP,6,True,['lang-c'],LGPL-3.0,dilkins/TENSOAP,https://github.com/dilkins/TENSOAP,2020-05-04 14:19:01,2023-04-07 09:58:08.000000,2022-09-29 09:30:45,25.0,,9.0,3.0,10.0,2.0,5.0,14.0,2020-12-17 16:51:47,2020.0,1.0,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
168,testing-framework,,mliap,The purpose of this repository is to aid the testing of a large number of interatomic potentials for a variety of..,https://github.com/libAtoms/testing-framework,6,False,['benchmarking'],,libAtoms/testing-framework,https://github.com/libAtoms/testing-framework,2020-03-04 11:43:15,2022-02-10 17:23:46.000000,2022-02-10 17:23:46,225.0,,6.0,16.0,10.0,5.0,3.0,11.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
169,NICE,,rep-eng,NICE (N-body Iteratively Contracted Equivariants) is a set of tools designed for the calculation of invariant and..,https://github.com/lab-cosmo/nice,6,True,,MIT,lab-cosmo/nice,https://github.com/lab-cosmo/nice,2020-07-03 08:47:41,2023-05-01 09:22:21.000000,2023-05-01 09:21:56,231.0,,2.0,6.0,7.0,2.0,1.0,10.0,,,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
170,CatGym,,reinforcement-learning,Surface segregation using Deep Reinforcement Learning.,https://github.com/ulissigroup/catgym,6,False,,GPL,ulissigroup/catgym,https://github.com/ulissigroup/catgym,2019-08-06 19:25:27,2021-08-30 17:05:36.000000,2021-08-30 17:05:32,162.0,,2.0,4.0,,1.0,,10.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
171,fplib,,rep-eng,a fingerprint library.,https://github.com/zhuligs/fplib,6,False,"['lang-c', 'single-paper']",MIT,zhuligs/fplib,https://github.com/zhuligs/fplib,2015-09-07 08:18:27,2022-02-09 05:31:21.000000,2022-02-09 05:31:12,37.0,,2.0,3.0,,,3.0,7.0,2021-02-03 21:40:23,pub,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,
