,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,recent_commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
237,Awesome Neural Geometry,,community,https://github.com/neurreps/awesome-neural-geometry,"A curated collection of resources and research related to the geometry of representations in the brain, deep networks,..",10,True,,"['educational', 'rep-learn']",neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,2022-07-31 01:19:57,2025-11-25 11:17:38.000,2025-11-25 11:17:33,146.0,70.0,33.0,16.0,,1.0,1042.0,,,,15.0,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
238,OpenChem,,general-tool,https://github.com/Mariewelt/OpenChem,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research.,10,False,MIT,,Mariewelt/OpenChem,https://github.com/Mariewelt/OpenChem,2018-07-10 01:27:33,2023-11-26 05:03:36.000,2022-04-27 19:27:40,444.0,120.0,35.0,12.0,15.0,2.0,732.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
239,Awesome-Scientific-Language-Models,,community,https://github.com/yuzhimanhua/Awesome-Scientific-Language-Models,A Comprehensive Survey of Scientific Large Language Models and Their Applications in Scientific Discovery (EMNLP24).,10,True,MIT,"['language-models', 'general-ml', 'pretrained', 'multimodal']",yuzhimanhua/Awesome-Scientific-Language-Models,https://github.com/yuzhimanhua/Awesome-Scientific-Language-Models,2024-01-05 03:32:57,2025-06-21 11:59:38.000,2025-06-21 11:59:31,96.0,36.0,10.0,10.0,,,630.0,,,,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
240,GDC,,rep-learn,https://github.com/gasteigerjo/gdc,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",10,False,MIT,['generative'],gasteigerjo/gdc,https://github.com/gasteigerjo/gdc,2019-10-26 16:05:11,2023-04-26 14:22:40.000,2023-04-26 14:22:40,28.0,42.0,3.0,1.0,,11.0,273.0,,,,3.0,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
241,Grad DFT,,ml-dft,https://github.com/XanaduAI/GradDFT,GradDFT is a JAX-based library enabling the differentiable design and experimentation of exchange-correlation..,10,False,Apache-2.0,,XanaduAI/GradDFT,https://github.com/XanaduAI/GradDFT,2023-05-15 16:18:25,2024-02-13 16:05:53.000,2024-02-13 16:05:51,419.0,10.0,4.0,44.0,11.0,43.0,109.0,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
242,tinker-hp,,ml-iap,https://github.com/TinkerTools/tinker-hp,Tinker-HP: High-Performance Massively Parallel Evolution of Tinker on CPUs & GPUs.,10,True,https://github.com/TinkerTools/tinker-hp/blob/master/license-Tinker.pdf,,TinkerTools/tinker-hp,https://github.com/TinkerTools/tinker-hp,2018-06-12 12:15:51,2025-06-23 14:06:33.000,2025-06-23 14:04:13,576.0,26.0,13.0,3.0,7.0,21.0,100.0,2019-11-24 16:21:50.000,published-version-V1,1.0,12.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
243,Finetuna,,active-learning,https://github.com/ulissigroup/finetuna,Active Learning for Machine Learning Potentials.,10,False,MIT,,ulissigroup/finetuna,https://github.com/ulissigroup/finetuna,2020-09-22 14:39:52,2025-11-21 08:07:52.000,2024-05-15 17:25:23,1200.0,14.0,1.0,42.0,9.0,15.0,63.0,,,,11.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
244,pair_nequip,,md,https://github.com/mir-group/pair_nequip,LAMMPS pair style for NequIP.,10,True,MIT,"['ml-iap', 'rep-learn']",mir-group/pair_nequip,https://github.com/mir-group/pair_nequip,2021-04-02 15:28:02,2025-04-25 20:00:21.000,2025-04-25 20:00:21,102.0,14.0,7.0,8.0,13.0,20.0,44.0,2025-04-23 19:04:15.000,0.6.0,5.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
245,Atom2Vec,,rep-learn,https://github.com/idocx/Atom2Vec,Atom2Vec: a simple way to describe atoms for machine learning.,10,False,MIT,,idocx/Atom2Vec,https://github.com/idocx/Atom2Vec,2020-01-18 23:31:47,2024-02-23 21:44:03.000,2024-02-23 21:43:58,4.0,9.0,1.0,1.0,3.0,1.0,37.0,2024-02-23 21:43:41.000,1.1.0,2.0,1.0,atom2vec,,,5.0,5.0,https://pypi.org/project/atom2vec,2024-02-23 21:43:41.000,,37.0,37.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
246,pumml,,unsupervised,https://github.com/ncfrey/pumml,Positive and Unlabeled Materials Machine Learning (pumml) is a code that uses semi-supervised machine learning to..,10,False,MIT,['materials-discovery'],ncfrey/pumml,https://github.com/ncfrey/pumml,2019-07-08 17:57:19,2024-02-21 18:04:36.000,2021-03-12 18:28:56,81.0,13.0,4.0,15.0,,3.0,37.0,2020-11-16 18:30:10.000,0.0.2,2.0,3.0,pumml,,,2.0,2.0,https://pypi.org/project/pumml,2020-11-16 18:30:10.000,,17.0,17.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
247,NeuralXC,,ml-dft,https://github.com/semodi/neuralxc,Implementation of a machine learned density functional.,10,False,BSD-3-Clause,,semodi/neuralxc,https://github.com/semodi/neuralxc,2019-03-14 18:13:40,2024-06-17 22:55:40.000,2021-07-05 21:36:23,337.0,10.0,4.0,10.0,5.0,5.0,36.0,,,3.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
248,PACE,,md,https://github.com/ICAMS/lammps-user-pace,"The LAMMPS ML-IAP `pair_style pace`, aka Atomic Cluster Expansion (ACE), aka ML-PACE,..",10,True,https://github.com/ICAMS/lammps-user-pace/blob/main/LICENSE,,ICAMS/lammps-user-pace,https://github.com/ICAMS/lammps-user-pace,2021-02-25 10:04:48,2025-12-04 12:19:42.000,2025-12-03 10:50:46,73.0,15.0,6.0,21.0,2.0,6.0,31.0,2025-12-04 12:19:42.000,.2025.12.4,11.0,8.0,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
249,SiMGen,,generative,https://github.com/RokasEl/simgen,Zero Shot Molecular Generation via Similarity Kernels.,10,True,MIT,['visualization'],RokasEl/simgen,https://github.com/RokasEl/simgen,2023-01-25 16:41:18,2025-08-27 12:50:23.000,2025-08-27 12:50:22,312.0,5.0,2.0,30.0,1.0,4.0,28.0,2025-04-27 22:50:06.000,0.3,6.0,4.0,simgen,,,2.0,2.0,https://pypi.org/project/simgen,2024-12-13 17:14:45.000,,24.0,24.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
250,SkipAtom,,rep-eng,https://github.com/lantunes/skipatom,"Distributed representations of atoms, inspired by the Skip-gram model.",10,False,MIT,,lantunes/skipatom,https://github.com/lantunes/skipatom,2021-06-19 13:09:13,2025-04-22 14:58:21.947,2022-05-04 13:18:30,46.0,3.0,1.0,7.0,3.0,1.0,26.0,2022-05-04 13:20:18.000,1.2.5,12.0,1.0,skipatom,conda-forge/skipatom,,4.0,4.0,https://pypi.org/project/skipatom,2022-05-04 13:20:18.000,,105.0,179.0,https://anaconda.org/conda-forge/skipatom,2025-04-22 14:58:21.947,3044.0,3.0,,,,,,,,,,,,,,,,,,,,,
251,GElib,,math,https://github.com/risi-kondor/GElib,C++/CUDA library for SO(3) equivariant operations.,10,True,MPL-2.0,['lang-cpp'],risi-kondor/GElib,https://github.com/risi-kondor/GElib,2021-08-24 20:56:40,2025-10-21 19:10:56.000,2025-10-21 19:10:54,769.0,3.0,3.0,9.0,4.0,4.0,25.0,,,,6.0,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
252,AIS Square,,datasets,https://github.com/deepmodeling/AIS-Square,"A collaborative and open-source platform for sharing AI for Science datasets, models, and workflows. Home of the..",10,True,LGPL-3.0,"['community', 'model-repository']",deepmodeling/AIS-Square,https://github.com/deepmodeling/AIS-Square,2022-09-13 09:52:30,2025-12-03 03:41:20.000,2025-12-03 03:41:20,1222.0,8.0,7.0,211.0,5.0,1.0,15.0,,,,8.0,,,48.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
253,dftio,,ml-dft,https://github.com/deepmodeling/dftio,dftio is to assist machine learning communities to transcript DFT output into a format that is easy to read or used by..,10,True,LGPL-3.0,"['data-structures', 'workflows']",deepmodeling/dftio,https://github.com/deepmodeling/dftio,2024-05-27 14:03:49,2025-12-18 17:25:33.000,2025-12-18 17:24:47,199.0,8.0,3.0,17.0,4.0,4.0,13.0,2024-06-03 03:30:43.000,0.0.1,1.0,5.0,,,41.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
254,DeepModeling Projects,,community,https://github.com/deepmodeling/deepmodeling-projects,DeepModeling projects.,10,True,CC-BY-4.0,,deepmodeling/deepmodeling-projects,https://github.com/deepmodeling/deepmodeling-projects,2023-10-31 02:20:45,2025-12-18 18:05:35.000,2025-12-12 10:50:46,221.0,2.0,2.0,129.0,,,8.0,2025-12-12 10:50:57.000,2025.12.11,93.0,4.0,,,14.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
255,SE(3)-Transformers,,rep-learn,https://github.com/FabianFuchsML/se3-transformer-public,code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503.,9,False,MIT,"['single-paper', 'transformer']",FabianFuchsML/se3-transformer-public,https://github.com/FabianFuchsML/se3-transformer-public,2020-08-31 10:36:57,2023-07-10 05:13:25.000,2021-11-18 09:11:56,63.0,76.0,16.0,5.0,11.0,17.0,559.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
256,EDM,,generative,https://github.com/ehoogeboom/e3_diffusion_for_molecules,E(3) Equivariant Diffusion Model for Molecule Generation in 3D.,9,False,MIT,,ehoogeboom/e3_diffusion_for_molecules,https://github.com/ehoogeboom/e3_diffusion_for_molecules,2022-04-15 14:34:35,2022-07-10 17:56:18.000,2022-07-10 17:56:12,6.0,130.0,8.0,,3.0,37.0,542.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
257,MoLFormers UI,,community,https://molformer.res.ibm.com/,A family of foundation models trained on chemicals.,9,False,Apache-2.0,"['transformer', 'language-models', 'pretrained', 'drug-discovery']",IBM/molformer,https://github.com/IBM/molformer,2022-11-07 18:48:17,2025-09-17 23:33:44.000,2023-10-16 16:33:13,7.0,57.0,9.0,5.0,13.0,10.0,366.0,,,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
258,MoLFormer,,language-models,https://github.com/IBM/molformer,Repository for MolFormer.,9,False,Apache-2.0,"['transformer', 'pretrained', 'drug-discovery']",IBM/molformer,https://github.com/IBM/molformer,2022-11-07 18:48:17,2025-09-17 23:33:44.000,2023-10-16 16:33:13,7.0,57.0,9.0,5.0,13.0,10.0,366.0,,,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
259,DimeNet,,ml-iap,https://github.com/gasteigerjo/dimenet,"DimeNet and DimeNet++ models, as proposed in Directional Message Passing for Molecular Graphs (ICLR 2020) and Fast and..",9,False,https://github.com/gasteigerjo/dimenet/blob/master/LICENSE.md,,gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,2020-02-14 12:40:15,2023-10-03 09:57:19.000,2023-10-03 09:57:19,103.0,65.0,3.0,,1.0,31.0,345.0,,,,2.0,,,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
260,SchNet,,ml-iap,https://github.com/atomistic-machine-learning/SchNet,SchNet - a deep learning architecture for quantum chemistry.,9,False,MIT,,atomistic-machine-learning/SchNet,https://github.com/atomistic-machine-learning/SchNet,2017-10-03 11:52:20,2018-09-04 08:42:35.000,2018-09-04 08:42:34,53.0,70.0,13.0,,2.0,2.0,276.0,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
261,GemNet,,ml-iap,https://github.com/TUM-DAML/gemnet_pytorch,"GemNet model in PyTorch, as proposed in GemNet: Universal Directional Graph Neural Networks for Molecules (NeurIPS..",9,False,https://github.com/TUM-DAML/gemnet_pytorch/blob/master/LICENSE,,TUM-DAML/gemnet_pytorch,https://github.com/TUM-DAML/gemnet_pytorch,2021-10-11 07:30:36,2023-04-26 14:20:12.000,2023-04-26 14:20:12,36.0,34.0,3.0,2.0,1.0,14.0,214.0,,,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
262,DeePKS-kit,,ml-dft,https://github.com/deepmodeling/deepks-kit,a package for developing machine learning-based chemically accurate energy and density functional models.,9,True,LGPL-3.0,['ml-functional'],deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,2020-07-29 03:27:50,2025-04-28 21:22:59.000,2025-04-28 21:22:58,385.0,37.0,12.0,47.0,14.0,17.0,117.0,,,,7.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
263,MolSkill,,language-models,https://github.com/microsoft/molskill,Extracting medicinal chemistry intuition via preference machine learning.,9,False,MIT,"['drug-discovery', 'recommender']",microsoft/molskill,https://github.com/microsoft/molskill,2023-01-12 13:48:31,2025-03-25 16:28:35.902,2023-10-31 17:03:36,81.0,11.0,4.0,8.0,2.0,4.0,113.0,2023-08-04 12:22:15.000,1.2b,5.0,4.0,,msr-ai4science/molskill,,,,,,,,14.0,https://anaconda.org/msr-ai4science/molskill,2025-03-25 16:28:35.902,481.0,3.0,,,,,,,,,,,,,,,,,,,,,
264,MoleculeNet Leaderboard,,datasets,https://github.com/deepchem/moleculenet,,9,False,MIT,['benchmarking'],deepchem/moleculenet,https://github.com/deepchem/moleculenet,2020-02-24 18:14:05,2021-04-29 19:51:06.000,2021-04-29 19:51:06,78.0,22.0,3.0,15.0,24.0,5.0,105.0,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
265,GATGNN: Global Attention Graph Neural Network,,rep-learn,https://github.com/superlouis/GATGNN,Pytorch Repository for our work: Graph convolutional neural networks with global attention for improved materials..,9,True,MIT,,superlouis/GATGNN,https://github.com/superlouis/GATGNN,2020-06-21 03:27:36,2024-12-17 04:07:15.000,2024-12-17 04:07:14,100.0,17.0,6.0,,4.0,3.0,83.0,2021-04-05 06:49:29.000,0.2,2.0,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
266,MACE-Jax,,ml-iap,https://github.com/ACEsuit/mace-jax,Equivariant machine learning interatomic potentials in JAX.,9,False,MIT,,ACEsuit/mace-jax,https://github.com/ACEsuit/mace-jax,2023-02-06 12:10:16,2025-12-07 15:23:35.000,2023-10-04 08:07:35,207.0,17.0,9.0,5.0,5.0,5.0,81.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
267,ACE.jl,,ml-iap,https://github.com/ACEsuit/ACE.jl,Parameterisation of Equivariant Properties of Particle Systems.,9,True,https://github.com/ACEsuit/ACE.jl/blob/main/license/mit.md,['lang-julia'],ACEsuit/ACE.jl,https://github.com/ACEsuit/ACE.jl,2019-11-30 16:22:51,2024-12-17 23:48:29.000,2024-12-17 23:46:28,917.0,14.0,5.0,66.0,25.0,58.0,66.0,,,,12.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
268,PROPhet,,ml-dft,https://github.com/biklooost/PROPhet,PROPhet is a code to integrate machine learning techniques with first-principles quantum chemistry approaches.,9,False,GPL-3.0,"['ml-iap', 'md', 'single-paper', 'lang-cpp']",biklooost/PROPhet,https://github.com/biklooost/PROPhet,2016-09-16 16:21:06,2018-04-19 02:09:46.000,2018-04-19 02:00:46,120.0,26.0,13.0,6.0,9.0,7.0,65.0,2018-04-15 16:55:15.000,1.2,3.0,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
269,DeepMD-GNN,,ml-iap,https://github.com/deepmodeling/deepmd-gnn,DeePMD-kit plugin for various graph neural network models.,9,True,LGPL-3.0,"['rep-learn', 'md', 'uip', 'lang-cpp']",deepmodeling/deepmd-gnn,https://github.com/deepmodeling/deepmd-gnn,2024-08-21 21:01:06,2025-12-15 20:38:45.000,2025-11-26 00:41:46,68.0,8.0,1.0,78.0,5.0,2.0,52.0,2025-10-02 12:37:55.000,0.1.2,3.0,7.0,,,9.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
270,DSECOP,,educational,https://github.com/GDS-Education-Community-of-Practice/DSECOP,This repository contains data science educational materials developed by DSECOP Fellows.,9,True,CCO-1.0,,GDS-Education-Community-of-Practice/DSECOP,https://github.com/GDS-Education-Community-of-Practice/DSECOP,2022-03-07 17:47:33,2025-04-29 14:02:34.000,2025-04-29 14:02:34,557.0,25.0,10.0,26.0,1.0,7.0,50.0,,,,14.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
271,GAP,,ml-iap,https://libatoms.github.io/,Gaussian Approximation Potential (GAP).,9,True,https://github.com/libAtoms/GAP/blob/main/LICENSE.md,,libAtoms/GAP,https://github.com/libAtoms/GAP,2021-03-22 14:48:56,2025-10-05 10:52:50.000,2025-04-22 20:49:37,208.0,20.0,8.0,71.0,2.0,,44.0,,,,13.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
272,OBELiX,,datasets,https://github.com/NRC-Mila/OBELiX,A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State..,9,True,CC-BY-4.0,"['experimental-data', 'transport-phenomena']",NRC-Mila/OBELiX,https://github.com/NRC-Mila/OBELiX,2025-02-07 20:00:55,2025-11-27 03:00:28.000,2025-11-27 03:00:26,142.0,9.0,2.0,8.0,1.0,1.0,40.0,2025-05-16 06:58:50.000,1.2.0,5.0,6.0,obelix-data,,8.0,,,https://pypi.org/project/obelix-data,2025-05-16 06:58:50.000,,119.0,119.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
273,ALF,,ml-iap,https://github.com/lanl/ALF,A framework for performing active learning for training machine-learned interatomic potentials.,9,True,https://github.com/lanl/ALF/blob/main/LICENSE,['active-learning'],lanl/alf,https://github.com/lanl/ALF,2023-01-04 23:13:24,2025-11-10 19:17:40.000,2025-11-10 19:17:40,208.0,13.0,6.0,31.0,1.0,,39.0,,,,6.0,,,8.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
274,lie-nn,,math,https://github.com/lie-nn/lie-nn,Tools for building equivariant polynomials on reductive Lie groups.,9,False,MIT,['rep-learn'],lie-nn/lie-nn,https://github.com/lie-nn/lie-nn,2022-04-01 18:02:49,2023-06-29 19:38:34.000,2023-06-20 22:30:53,249.0,2.0,7.0,3.0,1.0,,36.0,2023-06-20 22:31:12.000,0.0.0,1.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
275,iam-notebooks,,educational,https://github.com/ceriottm/iam-notebooks,Jupyter notebooks for the lectures of the Introduction to Atomistic Modeling.,9,True,Apache-2.0,,ceriottm/iam-notebooks,https://github.com/ceriottm/iam-notebooks,2020-11-23 21:27:41,2025-07-09 11:16:16.000,2025-07-09 11:16:16,246.0,5.0,4.0,8.0,6.0,,33.0,,,,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
276,cmlkit,,rep-eng,https://github.com/sirmarcel/cmlkit,tools for machine learning in condensed matter physics and quantum chemistry.,9,False,MIT,['benchmarking'],sirmarcel/cmlkit,https://github.com/sirmarcel/cmlkit,2018-05-31 07:56:52,2022-04-01 00:39:14.000,2022-03-25 22:27:04,526.0,6.0,2.0,1.0,6.0,2.0,33.0,,,25.0,1.0,cmlkit,,,7.0,6.0,https://pypi.org/project/cmlkit,2022-03-25 22:27:16.000,1.0,95.0,95.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
277,Point Edge Transformer (PET),,ml-iap,https://github.com/spozdn/pet,Point Edge Transformer.,9,True,MIT,"['rep-learn', 'transformer']",spozdn/pet,https://github.com/spozdn/pet,2023-02-08 18:36:10,2025-09-28 14:52:21.000,2025-03-18 17:31:14,258.0,7.0,3.0,14.0,5.0,,32.0,,,,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
278,polyVERSE,,datasets,https://github.com/Ramprasad-Group/polyVERSE,polyVERSE is a comprehensive repository of informatics-ready datasets curated by the Ramprasad Group.,9,True,https://github.com/Ramprasad-Group/polyVERSE?tab=License-1-ov-file,['soft-matter'],Ramprasad-Group/polyVERSE,https://github.com/Ramprasad-Group/polyVERSE,2024-03-26 02:42:47,2025-11-26 18:04:07.000,2025-11-26 18:04:07,83.0,6.0,1.0,2.0,2.0,,28.0,2024-08-21 04:09:16.000,1.0.0,1.0,9.0,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
279,ACE1.jl,,ml-iap,https://acesuit.github.io/,Atomic Cluster Expansion for Modelling Invariant Atomic Properties.,9,True,https://github.com/ACEsuit/ACE1.jl/blob/main/ASL.md,['lang-julia'],ACEsuit/ACE1.jl,https://github.com/ACEsuit/ACE1.jl,2022-01-14 19:52:49,2025-04-15 15:02:03.000,2025-04-15 15:02:03,564.0,7.0,4.0,32.0,22.0,24.0,22.0,,,,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
280,OPTIMADE Tutorial Exercises,,educational,https://github.com/Materials-Consortia/optimade-tutorial-exercises,Tutorial exercises for the OPTIMADE API.,9,False,MIT,['datasets'],Materials-Consortia/optimade-tutorial-exercises,https://github.com/Materials-Consortia/optimade-tutorial-exercises,2021-08-25 17:33:15,2023-09-27 08:32:31.000,2023-09-27 08:32:30,49.0,7.0,11.0,15.0,,3.0,17.0,2023-06-12 07:47:14.000,2.0.1,5.0,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
281,ACEhamiltonians,,ml-dft,https://github.com/ACEsuit/ACEhamiltonians.jl,"Provides tools for constructing, fitting, and predicting self-consistent Hamiltonian and overlap matrices in solid-..",9,True,MIT,['lang-julia'],ACEsuit/ACEhamiltonians.jl,https://github.com/ACEsuit/ACEhamiltonians.jl,2022-01-17 20:54:22,2025-09-17 20:51:36.000,2025-09-17 20:46:30,36.0,7.0,4.0,43.0,2.0,3.0,17.0,2024-02-07 16:35:47.000,0.1.0,2.0,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
282,CiderPress,,ml-dft,https://github.com/mir-group/CiderPress,A high-performance software package for training and evaluating machine-learned XC functionals using the CIDER..,9,True,GPL-3.0,"['ml-functional', 'lang-c']",mir-group/CiderPress,https://github.com/mir-group/CiderPress,2024-04-23 15:54:58,2025-12-14 16:53:33.000,2025-04-09 19:35:11,380.0,3.0,2.0,23.0,,,17.0,2025-03-13 13:48:54.000,0.4.0,6.0,2.0,ciderpress,,,,,https://pypi.org/project/ciderpress,2025-03-13 13:48:54.000,,25.0,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
283,Asparagus,,ml-iap,https://github.com/MMunibas/Asparagus,"Program Package for Sampling, Training and Applying ML-based Potential models https://doi.org/10.48550/arXiv.2407.15175.",9,True,MIT,"['workflows', 'sampling', 'md']",MMunibas/Asparagus,https://github.com/MMunibas/Asparagus,2024-07-08 13:44:56,2025-10-20 15:22:42.000,2025-10-20 15:22:28,136.0,6.0,1.0,5.0,,,12.0,,,3.0,10.0,,,18.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
284,optimade.science,,community,https://optimade.science,A sky-scanner Optimade browser-only GUI.,9,True,MIT,['datasets'],tilde-lab/optimade.science,https://github.com/tilde-lab/optimade.science,2019-06-08 14:10:54,2025-11-04 19:11:14.000,2025-11-04 19:09:47,252.0,4.0,3.0,32.0,7.0,19.0,10.0,2023-03-02 20:13:25.000,2.0.0,1.0,8.0,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
285,Materials Data Facility (MDF),,datasets,https://www.materialsdatafacility.org,"A simple way to publish, discover, and access materials datasets. Publication of very large datasets supported (e.g.,..",9,False,Apache-2.0,,materials-data-facility/connect_client,https://github.com/materials-data-facility/connect_client,2018-09-12 20:49:58,2024-03-10 03:11:45.000,2024-02-05 22:48:40,158.0,1.0,3.0,35.0,1.0,6.0,10.0,2024-02-05 22:49:58.000,0.5.0,23.0,7.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
286,2DMD dataset,,datasets,https://github.com/HSE-LAMBDA/ai4material_design/blob/main/docs/DATA.md,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",9,False,Apache-2.0,['material-defect'],HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000,2023-11-21 11:30:33,1118.0,6.0,7.0,28.0,,12.0,8.0,,,,11.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
287,ai4material_design,,rep-learn,https://github.com/HSE-LAMBDA/ai4material_design,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",9,False,Apache-2.0,"['pretrained', 'material-defect']",HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000,2023-11-21 11:30:33,1118.0,6.0,7.0,28.0,,12.0,8.0,,,,11.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
288,ACEfit,,ml-iap,https://github.com/ACEsuit/ACEfit.jl,,9,True,MIT,['lang-julia'],ACEsuit/ACEfit.jl,https://github.com/ACEsuit/ACEfit.jl,2022-01-01 00:09:17,2025-12-03 22:50:00.000,2025-12-03 22:45:16,272.0,8.0,3.0,32.0,23.0,35.0,7.0,,,,9.0,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
289,MADICES Awesome Interoperability,,community,MADICES/MADICES.github.io/blob/main/docs/awesome_interoperability.md,Linked data interoperability resources of the Machine-actionable data interoperability for the chemical sciences..,9,False,MIT,['datasets'],MADICES/MADICES.github.io,https://github.com/MADICES/MADICES.github.io,2021-12-26 13:27:32,2025-11-04 14:41:50.000,2025-11-04 14:39:58,239.0,6.0,5.0,28.0,1.0,16.0,1.0,,,,11.0,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
290,Awesome-Graph-Generation,,community,https://github.com/yuanqidu/awesome-graph-generation,A curated list of up-to-date graph generation papers and resources.,8,True,,['rep-learn'],yuanqidu/awesome-graph-generation,https://github.com/yuanqidu/awesome-graph-generation,2021-08-07 05:43:46,2025-01-04 01:33:47.000,2025-01-04 01:33:47,86.0,23.0,9.0,2.0,1.0,,356.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
