,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
107,AMPtorch,,general-tool,GPL-3.0,https://github.com/ulissigroup/amptorch,AMPtorch: Atomistic Machine Learning Package (AMP) - PyTorch.,12,True,,ulissigroup/amptorch,https://github.com/ulissigroup/amptorch,2019-01-24 15:15:48,2023-07-16 02:11:38.000,2023-07-16 02:08:13,759.0,,32.0,9.0,99.0,5.0,26.0,57.0,2023-07-16 02:11:38,1.0,3.0,14.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
108,Neural fingerprint (nfp),,rep-learn,https://github.com/NREL/nfp/blob/master/LICENSE,https://github.com/NREL/nfp,Keras layers for end-to-end learning with rdkit and pymatgen.,12,False,,NREL/nfp,https://github.com/NREL/nfp,2018-11-20 23:55:23,2022-08-29 21:59:14.000,2022-06-14 22:18:28,143.0,,24.0,7.0,18.0,,6.0,56.0,2022-04-27 17:05:25,0.3.12,13.0,4.0,,,12.0,12.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
109,OpenMM-ML,,md,MIT,https://github.com/openmm/openmm-ml,High level API for using machine learning models in OpenMM simulations.,12,True,['ml-iap'],openmm/openmm-ml,https://github.com/openmm/openmm-ml,2021-02-10 20:55:25,2023-11-08 14:33:27.000,2023-08-21 20:11:13,28.0,,16.0,14.0,23.0,23.0,20.0,56.0,2023-08-21 23:32:24,1.1,5.0,2.0,,conda-forge/openmm-ml,,,,,176.0,https://anaconda.org/conda-forge/openmm-ml,2023-08-21 23:33:29.497,2641.0,3.0,,,,,,,,,,,,,,,,,
110,Pacemaker,,ml-iap,https://github.com/ICAMS/python-ace/blob/master/LICENSE.md,https://cortner.github.io/ACEweb/software/,Python package for fitting atomic cluster expansion (ACE) potentials.,12,True,,ICAMS/python-ace,https://github.com/ICAMS/python-ace,2021-11-19 11:39:54,2023-11-30 11:28:12.000,2023-11-18 19:44:01,136.0,14.0,14.0,3.0,23.0,8.0,30.0,50.0,2022-10-24 19:59:33,0.2.8,2.0,5.0,python-ace,,,,https://pypi.org/project/python-ace,7.0,7.0,,,,2.0,,,,,,,,,,,,,,,,,
111,So3krates (MLFF),,ml-iap,MIT,https://github.com/thorben-frank/mlff,Build neural networks for machine learning force fields with JAX.,12,True,,thorben-frank/mlff,https://github.com/thorben-frank/mlff,2022-09-30 07:40:17,2023-11-09 18:38:08.000,2023-11-09 18:38:08,114.0,17.0,7.0,5.0,11.0,3.0,4.0,39.0,2023-07-12 08:34:56,0.2.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
112,Rascaline,,rep-eng,BSD-3-Clause,https://github.com/Luthaf/rascaline,Computing representations for atomistic machine learning.,12,True,"['lang-rust', 'lang-cpp']",Luthaf/rascaline,https://github.com/Luthaf/rascaline,2020-09-24 14:28:34,2023-11-30 15:04:20.000,2023-11-30 15:04:19,493.0,41.0,11.0,6.0,215.0,23.0,23.0,34.0,,,,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
113,OpenChem,,general-tool,MIT,https://github.com/Mariewelt/OpenChem,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research.,11,False,,Mariewelt/OpenChem,https://github.com/Mariewelt/OpenChem,2018-07-10 01:27:33,2023-11-26 05:03:36.000,2022-04-27 19:27:40,444.0,,106.0,37.0,12.0,15.0,2.0,626.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
114,Deep Learning for Molecules and Materials Book,,educational,https://github.com/whitead/dmol-book/blob/main/LICENSE,https://dmol.pub/,Deep learning for molecules and materials book.,11,True,,whitead/dmol-book,https://github.com/whitead/dmol-book,2020-08-19 19:24:32,2023-07-02 18:02:57.000,2023-07-02 18:02:56,558.0,,102.0,17.0,92.0,27.0,128.0,541.0,,,,19.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
115,ReLeaSE,,reinforcement-learning,MIT,https://github.com/isayev/ReLeaSE,Deep Reinforcement Learning for de-novo Drug Design.,11,False,['drug-discovery'],isayev/ReLeaSE,https://github.com/isayev/ReLeaSE,2018-04-26 14:50:34,2021-12-08 19:49:36.000,2021-12-08 19:49:36,160.0,,126.0,19.0,9.0,27.0,8.0,318.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
116,DeepLearningLifeSciences,,educational,MIT,https://github.com/deepchem/DeepLearningLifeSciences,Example code from the book Deep Learning for the Life Sciences.,11,False,,deepchem/DeepLearningLifeSciences,https://github.com/deepchem/DeepLearningLifeSciences,2019-02-05 17:16:18,2021-09-17 05:10:37.000,2021-09-17 05:10:37,52.0,,139.0,23.0,15.0,10.0,8.0,308.0,2019-10-28 18:46:28,1.0,1.0,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
117,SIMPLE-NN,,ml-iap,GPL-3.0,https://github.com/MDIL-SNU/SIMPLE-NN,SIMPLE-NN(SNU Interatomic Machine-learning PotentiaL packagE version Neural Network).,11,False,,MDIL-SNU/SIMPLE-NN,https://github.com/MDIL-SNU/SIMPLE-NN,2018-03-26 23:53:35,2022-01-27 05:04:05.000,2022-01-27 05:04:05,586.0,,18.0,12.0,91.0,4.0,26.0,44.0,2021-09-23 01:41:42,1.1.1,9.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
118,nlcc,,lm,MIT,https://github.com/whitead/nlcc,Natural language computational chemistry command line interface.,11,True,['single-paper'],whitead/nlcc,https://github.com/whitead/nlcc,2021-08-19 18:23:52,2023-02-04 03:07:56.000,2023-02-04 03:06:33,144.0,,6.0,5.0,1.0,,9.0,43.0,2023-02-04 03:07:56,0.6.0,10.0,3.0,nlcc,,,,https://pypi.org/project/nlcc,31.0,31.0,,,,3.0,,,,,,,,,,,,,,,,,
119,jarvis-tools-notebooks,,educational,NIST,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,A Google-Colab Notebook Collection for Materials Design: https://jarvis.nist.gov/.,11,True,,JARVIS-Materials-Design/jarvis-tools-notebooks,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,2020-06-27 20:22:02,2023-10-16 02:44:55.000,2023-10-16 02:44:55,542.0,34.0,21.0,4.0,38.0,,,42.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
120,cmlkit,,rep-eng,MIT,https://github.com/sirmarcel/cmlkit,tools for machine learning in condensed matter physics and quantum chemistry.,11,False,['benchmarking'],sirmarcel/cmlkit,https://github.com/sirmarcel/cmlkit,2018-05-31 07:56:52,2022-04-01 00:39:14.000,2022-03-25 22:27:04,526.0,,6.0,3.0,1.0,6.0,2.0,32.0,,,,,cmlkit,,4.0,4.0,https://pypi.org/project/cmlkit,154.0,154.0,,,,2.0,,,,,,,,,,,,,,,,,
121,synspace,,generative,MIT,https://github.com/whitead/synspace,Synthesis generative model.,11,True,,whitead/synspace,https://github.com/whitead/synspace,2022-12-28 00:59:14,2023-04-15 22:42:57.000,2023-04-15 18:04:16,27.0,,3.0,3.0,1.0,2.0,1.0,31.0,2023-04-15 22:42:57,0.3.0,3.0,2.0,synspace,,6.0,6.0,https://pypi.org/project/synspace,667.0,667.0,,,,2.0,,,,,,,,,,,,,,,,,
122,PACE,,md,https://github.com/ICAMS/lammps-user-pace/blob/main/LICENSE,https://github.com/ICAMS/lammps-user-pace,"The LAMMPS ML-IAP `pair_style pace`, aka Atomic Cluster Expansion (ACE), aka ML-PACE,..",11,True,,ICAMS/lammps-user-pace,https://github.com/ICAMS/lammps-user-pace,2021-02-25 10:04:48,2023-11-27 21:29:13.000,2023-11-27 21:28:13,59.0,13.0,10.0,5.0,16.0,1.0,5.0,21.0,2023-11-25 21:58:41,.2023.11.25.fix,6.0,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
123,EDM,,generative,MIT,https://github.com/ehoogeboom/e3_diffusion_for_molecules,E(3) Equivariant Diffusion Model for Molecule Generation in 3D.,10,False,,ehoogeboom/e3_diffusion_for_molecules,https://github.com/ehoogeboom/e3_diffusion_for_molecules,2022-04-15 14:34:35,2022-07-10 17:56:18.000,2022-07-10 17:56:12,6.0,,81.0,7.0,,1.0,32.0,319.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
124,Awesome Materials Informatics,,community,https://github.com/tilde-lab/awesome-materials-informatics#license,https://github.com/tilde-lab/awesome-materials-informatics,Curated list of known efforts in materials informatics = modern materials science.,10,True,,tilde-lab/awesome-materials-informatics,https://github.com/tilde-lab/awesome-materials-informatics,2018-02-15 15:14:16,2023-10-30 16:02:26.000,2023-10-30 16:02:26,134.0,4.0,74.0,15.0,54.0,,8.0,310.0,2023-03-02 19:56:59,2023.03.02,1.0,19.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
125,GDC,,rep-learn,MIT,https://github.com/gasteigerjo/gdc,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",10,True,['generative'],gasteigerjo/gdc,https://github.com/gasteigerjo/gdc,2019-10-26 16:05:11,2023-04-26 14:22:40.000,2023-04-26 14:22:40,28.0,,38.0,3.0,1.0,,10.0,229.0,,,,3.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
126,Neural Force Field,,ml-iap,MIT,https://github.com/learningmatter-mit/NeuralForceField,Neural Network Force Field based on PyTorch.,10,True,['pre-trained'],learningmatter-mit/NeuralForceField,https://github.com/learningmatter-mit/NeuralForceField,2020-10-04 15:17:41,2023-07-25 15:37:02.000,2023-07-25 15:37:01,122.0,,42.0,7.0,4.0,,16.0,200.0,,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
127,PiNN,,ml-iap,BSD-3-Clause,https://github.com/Teoroo-CMC/PiNN,A Python library for building atomic neural networks.,10,True,,Teoroo-CMC/PiNN,https://github.com/Teoroo-CMC/PiNN,2019-10-04 08:13:18,2023-11-15 09:09:29.000,2023-09-28 09:19:27,130.0,4.0,27.0,7.0,6.0,1.0,5.0,98.0,2019-10-09 09:21:30,0.3.0,1.0,2.0,,,,,,,4.0,,,,3.0,teoroo/pinn,https://hub.docker.com/r/teoroo/pinn,2023-10-19 13:57:40.768924,,224.0,,,,,,,,,,,,
128,MolSkill,,lm,MIT,https://github.com/microsoft/molskill,Extracting medicinal chemistry intuition via preference machine learning.,10,True,"['drug-discovery', 'recommender']",microsoft/molskill,https://github.com/microsoft/molskill,2023-01-12 13:48:31,2023-10-31 17:03:36.000,2023-10-31 17:03:36,81.0,1.0,7.0,8.0,8.0,2.0,3.0,88.0,2023-08-04 12:22:15,1.2b,5.0,4.0,,msr-ai4science/molskill,,,,,15.0,https://anaconda.org/msr-ai4science/molskill,2023-06-18 17:27:43.196,138.0,3.0,,,,,,,,,,,,,,,,,
129,flare++,,active-learning,MIT,https://github.com/mir-group/flare_pp,A many-body extension of the FLARE code.,10,False,"['lang-cpp', 'ml-iap']",mir-group/flare_pp,https://github.com/mir-group/flare_pp,2019-11-20 22:46:32,2022-02-27 21:05:09.000,2022-02-24 19:00:50,989.0,,6.0,6.0,28.0,8.0,17.0,35.0,,,,10.0,flare_pp,,,,https://pypi.org/project/flare_pp,39.0,39.0,,,,2.0,,,,,,,,,,,,,,,,,
130,Finetuna,,active-learning,MIT,https://github.com/ulissigroup/finetuna,Active Learning for Machine Learning Potentials.,10,True,,ulissigroup/finetuna,https://github.com/ulissigroup/finetuna,2020-09-22 14:39:52,2023-10-31 18:51:45.000,2023-10-03 18:18:06,1198.0,2.0,10.0,3.0,39.0,4.0,15.0,34.0,,,,11.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
131,SchNetPack G-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/schnetpack-gschnet,G-SchNet extension for SchNetPack.,10,True,,atomistic-machine-learning/schnetpack-gschnet,https://github.com/atomistic-machine-learning/schnetpack-gschnet,2022-04-21 12:34:13,2023-11-07 11:31:47.000,2023-11-07 11:31:47,117.0,1.0,6.0,4.0,,1.0,9.0,31.0,2023-04-25 14:09:07,1.0.0,2.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
132,OpenKIM,,datasets,LGPL-2.1,https://openkim.org/,"The Open Knowledgebase of Interatomic Models (OpenKIM) aims to be an online resource for standardized testing, long-..",10,False,"['knowledge-base', 'pre-trained']",openkim/kim-api,https://github.com/openkim/kim-api,2014-07-28 21:21:08,2023-08-16 00:09:44.000,2022-03-17 23:01:36,2371.0,,19.0,11.0,55.0,17.0,18.0,29.0,,,,23.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
133,NeuralXC,,ml-dft,BSD-3-Clause,https://github.com/semodi/neuralxc,Implementation of a machine learned density functional.,10,False,,semodi/neuralxc,https://github.com/semodi/neuralxc,2019-03-14 18:13:40,2022-11-30 11:39:22.000,2021-07-05 21:36:23,337.0,,9.0,5.0,9.0,5.0,5.0,29.0,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
134,NNsforMD,,ml-iap,MIT,https://github.com/aimat-lab/NNsForMD,"Neural network class for molecular dynamics to predict potential energy, forces and non-adiabatic couplings.",10,True,,aimat-lab/NNsForMD,https://github.com/aimat-lab/NNsForMD,2020-08-31 11:14:18,2022-11-10 13:04:49.000,2022-11-10 13:04:45,265.0,,3.0,3.0,,,,10.0,2022-04-12 15:10:32,2.0.0,5.0,2.0,pyNNsMD,,,,https://pypi.org/project/pyNNsMD,35.0,35.0,,,,3.0,,,,,,,,,,,,,,,,,
135,ACEfit,,ml-iap,MIT,https://github.com/ACEsuit/ACEfit.jl,,10,True,['lang-julia'],ACEsuit/ACEfit.jl,https://github.com/ACEsuit/ACEfit.jl,2022-01-01 00:09:17,2023-11-03 18:46:32.000,2023-08-18 16:46:11,210.0,,3.0,4.0,18.0,22.0,32.0,5.0,,,,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
136,SE(3)-Transformers,,rep-learn,MIT,https://github.com/FabianFuchsML/se3-transformer-public,code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503.,9,False,['single-paper'],FabianFuchsML/se3-transformer-public,https://github.com/FabianFuchsML/se3-transformer-public,2020-08-31 10:36:57,2023-07-10 05:13:25.000,2021-11-18 09:11:56,63.0,,66.0,16.0,5.0,9.0,17.0,427.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
137,molecularGNN_smiles,,rep-learn,Apache-2.0,https://github.com/masashitsubaki/molecularGNN_smiles,"The code of a graph neural network (GNN) for molecules, which is based on learning representations of r-radius..",9,False,,masashitsubaki/molecularGNN_smiles,https://github.com/masashitsubaki/molecularGNN_smiles,2018-11-06 00:25:26,2020-11-28 02:04:45.000,2020-11-28 02:04:45,79.0,,70.0,6.0,,6.0,1.0,255.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
138,DimeNet,,ml-iap,https://github.com/gasteigerjo/dimenet/blob/master/LICENSE.md,https://github.com/gasteigerjo/dimenet,"DimeNet and DimeNet++ models, as proposed in Directional Message Passing for Molecular Graphs (ICLR 2020) and Fast and..",9,True,,gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,2020-02-14 12:40:15,2023-10-03 09:57:19.000,2023-10-03 09:57:19,103.0,1.0,56.0,5.0,,1.0,29.0,253.0,,,,2.0,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,
139,Allegro,,ml-iap,MIT,https://github.com/mir-group/allegro,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,9,True,,mir-group/allegro,https://github.com/mir-group/allegro,2022-02-06 23:50:40,2023-05-08 21:16:45.000,2023-05-08 21:16:45,38.0,,36.0,18.0,2.0,8.0,13.0,246.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
140,SchNet,,ml-iap,MIT,https://github.com/atomistic-machine-learning/SchNet,SchNet - a deep learning architecture for quantum chemistry.,9,False,,atomistic-machine-learning/SchNet,https://github.com/atomistic-machine-learning/SchNet,2017-10-03 11:52:20,2018-09-04 08:42:35.000,2018-09-04 08:42:34,53.0,,58.0,16.0,,1.0,2.0,188.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
141,QDF for molecule,,ml-esm,MIT,https://github.com/masashitsubaki/QuantumDeepField_molecule,"Quantum deep field: data-driven wave function, electron density generation, and energy prediction and extrapolation..",9,False,,masashitsubaki/QuantumDeepField_molecule,https://github.com/masashitsubaki/QuantumDeepField_molecule,2020-11-11 01:06:09,2021-02-20 03:46:18.000,2021-02-20 03:46:09,20.0,,37.0,4.0,,,3.0,175.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
142,GemNet,,ml-iap,https://github.com/TUM-DAML/gemnet_pytorch/blob/master/LICENSE,https://github.com/TUM-DAML/gemnet_pytorch,"GemNet model in PyTorch, as proposed in GemNet: Universal Directional Graph Neural Networks for Molecules (NeurIPS..",9,True,,TUM-DAML/gemnet_pytorch,https://github.com/TUM-DAML/gemnet_pytorch,2021-10-11 07:30:36,2023-04-26 14:20:12.000,2023-04-26 14:20:12,36.0,,25.0,4.0,1.0,,14.0,158.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
143,DeePKS-kit,,ml-dft,LGPL-3.0,https://github.com/deepmodeling/deepks-kit,a package for developing machine learning-based chemically accurate energy and density functional models.,9,True,,deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,2020-07-29 03:27:50,2023-08-24 00:29:24.000,2023-04-01 01:14:46,380.0,,31.0,13.0,39.0,2.0,9.0,95.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
144,ACE.jl,,ml-iap,https://github.com/ACEsuit/ACE.jl/blob/main/license/mit.md,https://github.com/ACEsuit/ACE.jl,Parameterisation of Equivariant Properties of Particle Systems.,9,True,['lang-julia'],ACEsuit/ACE.jl,https://github.com/ACEsuit/ACE.jl,2019-11-30 16:22:51,2023-06-09 21:31:30.000,2023-06-09 21:29:10,912.0,,15.0,8.0,65.0,24.0,58.0,62.0,,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
145,GATGNN: Global Attention Graph Neural Network,,rep-learn,MIT,https://github.com/superlouis/GATGNN,Pytorch Repository for our work: Graph convolutional neural networks with global attention for improved materials..,9,False,,superlouis/GATGNN,https://github.com/superlouis/GATGNN,2020-06-21 03:27:36,2022-10-03 21:57:33.000,2022-10-03 21:57:33,99.0,,18.0,8.0,,3.0,3.0,61.0,2021-04-05 06:49:29,0.2,2.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
146,PROPhet,,ml-dft,GPL-3.0,https://github.com/biklooost/PROPhet,PROPhet is a code to integrate machine learning techniques with first-principles quantum chemistry approaches.,9,False,"['ml-iap', 'md', 'single-paper', 'lang-cpp']",biklooost/PROPhet,https://github.com/biklooost/PROPhet,2016-09-16 16:21:06,2018-04-19 02:09:46.000,2018-04-19 02:00:46,120.0,,26.0,14.0,6.0,8.0,7.0,61.0,2018-04-15 16:55:15,1.2,3.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
147,hippynn,,rep-learn,https://github.com/lanl/hippynn/blob/main/LICENSE.txt,https://github.com/lanl/hippynn,python library for atomistic machine learning.,9,True,['workflows'],lanl/hippynn,https://github.com/lanl/hippynn,2021-11-17 00:45:13,2023-11-22 21:14:51.000,2023-11-15 23:40:55,109.0,8.0,19.0,7.0,42.0,2.0,4.0,48.0,,,2.0,11.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
148,DeepErwin,,ml-wft,https://github.com/mdsunivie/deeperwin/blob/master/LICENSE,https://github.com/mdsunivie/deeperwin,DeepErwin is a python 3.8+ package that implements and optimizes JAX 2.x wave function models for numerical solutions..,9,True,,mdsunivie/deeperwin,https://github.com/mdsunivie/deeperwin,2021-06-14 15:18:32,2023-10-16 07:46:05.000,2023-10-16 07:46:05,57.0,2.0,5.0,3.0,3.0,,11.0,36.0,2022-07-18 10:18:25,arxiv_2105.08351v2,2.0,6.0,deeperwin,,,,https://pypi.org/project/deeperwin,50.0,50.0,,,,3.0,,,,,,,,,,,,,,,,,
149,iam-notebooks,,educational,Apache-2.0,https://github.com/ceriottm/iam-notebooks,Jupyter notebooks for the lectures of the Introduction to Atomistic Modeling.,9,True,,ceriottm/iam-notebooks,https://github.com/ceriottm/iam-notebooks,2020-11-23 21:27:41,2023-08-07 23:02:34.000,2023-08-07 23:02:34,228.0,,4.0,4.0,7.0,3.0,,22.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,
150,ACE1.jl,,ml-iap,https://github.com/ACEsuit/ACE1.jl/blob/main/ASL.md,https://acesuit.github.io/,Atomic Cluster Expansion for Modelling Invariant Atomic Properties.,9,True,['lang-julia'],ACEsuit/ACE1.jl,https://github.com/ACEsuit/ACE1.jl,2022-01-14 19:52:49,2023-11-13 19:43:52.000,2023-11-13 19:43:52,551.0,5.0,4.0,5.0,28.0,22.0,24.0,19.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
151,wfl,,ml-iap,,https://github.com/libAtoms/workflow,Workflow is a Python toolkit for building interatomic potential creation and atomistic simulation workflows.,9,True,"['workflows', 'htc']",libAtoms/workflow,https://github.com/libAtoms/workflow,2021-11-04 17:03:34,2023-11-06 12:03:45.000,2023-10-30 13:46:29,939.0,20.0,14.0,9.0,142.0,61.0,68.0,18.0,,,,14.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
152,BenchML,,rep-eng,Apache-2.0,https://github.com/capoe/benchml,ML benchmarking and pipeling framework.,9,True,['benchmarking'],capoe/benchml,https://github.com/capoe/benchml,2020-04-28 13:26:29,2023-05-24 15:13:06.000,2023-05-24 15:04:57,341.0,,3.0,5.0,7.0,3.0,10.0,14.0,,,,9.0,benchml,,,,https://pypi.org/project/benchml,48.0,48.0,,,,3.0,,,,,,,,,,,,,,,,,
153,MAChINE,,educational,MIT,https://github.com/aimat-lab/MAChINE,Client-Server Web App to introduce usage of ML in materials science to beginners.,9,False,,aimat-lab/MAChINE,https://github.com/aimat-lab/MAChINE,2023-04-17 14:29:06,2023-09-29 14:20:12.000,2023-09-29 10:20:31,1026.0,20.0,,,7.0,9.0,23.0,1.0,,,,7.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
154,RDKit Tutorials,,educational,https://github.com/rdkit/rdkit-tutorials/blob/master/LICENSE,https://github.com/rdkit/rdkit-tutorials,Tutorials to learn how to work with the RDKit.,8,True,,rdkit/rdkit-tutorials,https://github.com/rdkit/rdkit-tutorials,2016-10-07 03:34:01,2023-03-19 13:36:55.000,2023-03-19 13:36:55,68.0,,67.0,16.0,7.0,3.0,1.0,215.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
155,G-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/G-SchNet,G-SchNet - a generative model for 3d molecular structures.,8,True,,atomistic-machine-learning/G-SchNet,https://github.com/atomistic-machine-learning/G-SchNet,2019-10-21 13:48:59,2023-03-24 12:05:41.000,2023-03-24 12:05:41,64.0,,23.0,6.0,,,10.0,121.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
156,ANI-1 Dataset,,datasets,MIT,https://github.com/isayev/ANI1_dataset,A data set of 20 million calculated off-equilibrium conformations for organic molecules.,8,False,,isayev/ANI1_dataset,https://github.com/isayev/ANI1_dataset,2017-08-07 20:08:46,2022-08-08 15:56:17.000,2022-08-08 15:56:17,25.0,,19.0,12.0,2.0,6.0,3.0,91.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
157,MoleculeNet Leaderboard,,datasets,MIT,https://github.com/deepchem/moleculenet,,8,False,['benchmarking'],deepchem/moleculenet,https://github.com/deepchem/moleculenet,2020-02-24 18:14:05,2021-04-29 19:51:06.000,2021-04-29 19:51:06,78.0,,19.0,5.0,15.0,23.0,5.0,77.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
158,cG-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/cG-SchNet,cG-SchNet - a conditional generative neural network for 3d molecular structures.,8,True,,atomistic-machine-learning/cG-SchNet,https://github.com/atomistic-machine-learning/cG-SchNet,2021-12-02 15:35:18,2023-03-24 12:09:56.000,2023-03-24 12:09:56,28.0,,14.0,4.0,,,3.0,43.0,2022-02-21 13:36:41,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
159,Sketchmap,,unsupervised,GPL-3.0,https://github.com/lab-cosmo/sketchmap,Suite of programs to perform non-linear dimensionality reduction -- sketch-map in particular.,8,True,['lang-cpp'],lab-cosmo/sketchmap,https://github.com/lab-cosmo/sketchmap,2014-05-20 09:33:32,2023-05-24 22:56:06.000,2023-05-24 22:47:50,64.0,,10.0,29.0,1.0,3.0,5.0,40.0,,,,8.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
160,DeeperGATGNN,,rep-learn,MIT,https://github.com/usccolumbia/deeperGATGNN,Scalable graph neural networks for materials property prediction.,8,True,,usccolumbia/deeperGATGNN,https://github.com/usccolumbia/deeperGATGNN,2021-09-29 17:31:02,2023-04-19 18:59:51.000,2023-04-19 18:59:31,24.0,,7.0,3.0,1.0,,7.0,35.0,2022-03-08 02:14:28,1.0,1.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
161,GAP,,ml-iap,https://github.com/libAtoms/GAP/blob/main/LICENSE.md,https://libatoms.github.io/,Gaussian Approximation Potential (GAP).,8,True,,libAtoms/GAP,https://github.com/libAtoms/GAP,2021-03-22 14:48:56,2023-10-15 17:47:46.000,2023-10-15 17:42:33,200.0,1.0,19.0,10.0,63.0,,,34.0,,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
162,SNAP,,ml-iap,BSD-3-Clause,https://github.com/materialsvirtuallab/snap,Repository for spectral neighbor analysis potential (SNAP) model development.,8,False,,materialsvirtuallab/snap,https://github.com/materialsvirtuallab/snap,2017-06-26 21:56:00,2020-06-30 05:20:37.000,2020-06-30 05:20:37,38.0,,16.0,10.0,1.0,1.0,3.0,32.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
163,SIMPLE-NN v2,,ml-iap,GPL-3.0,https://github.com/MDIL-SNU/SIMPLE-NN_v2,,8,False,,MDIL-SNU/SIMPLE-NN_v2,https://github.com/MDIL-SNU/SIMPLE-NN_v2,2021-03-02 09:36:49,2023-10-11 05:12:51.000,2023-10-11 05:12:51,502.0,4.0,16.0,5.0,87.0,3.0,7.0,31.0,,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
