,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,github_release_downloads,maven_id,maven_url,updated_github_id,npm_id,npm_url,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
107,sGDML,,ml-iap,MIT,https://github.com/stefanch/sGDML,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,14,True,,stefanch/sGDML,https://github.com/stefanch/sGDML,2018-07-11 15:20:30,2023-08-31 12:58:49.000000,2023-08-31 12:57:53,205.0,,36.0,8.0,12.0,6.0,11.0,141.0,2023-08-31 12:58:49,1.0.2,15.0,8.0,sgdml,,9.0,9.0,https://pypi.org/project/sgdml,118.0,118.0,,,,2.0,,,,,,,,,,,,,,,,,
108,ChemNLP project,,language-models,MIT,https://github.com/OpenBioML/chemnlp,ChemNLP project.,14,True,['datasets'],OpenBioML/chemnlp,https://github.com/OpenBioML/chemnlp,2023-02-13 16:20:23,2024-07-01 17:32:44.000000,2024-04-01 18:52:06,331.0,,45.0,3.0,284.0,111.0,139.0,141.0,,,,26.0,chemnlp,,,,https://pypi.org/project/chemnlp,38.0,38.0,,,,2.0,,,,,,,,,,,,,,,,,
109,PyXtalFF,,ml-iap,MIT,https://github.com/MaterSim/PyXtal_FF,Machine Learning Interatomic Potential Predictions.,14,True,,MaterSim/PyXtal_FF,https://github.com/MaterSim/PyXtal_FF,2019-01-08 08:43:35,2024-02-15 16:12:06.000000,2024-01-07 14:27:45,561.0,,23.0,9.0,4.0,11.0,51.0,85.0,2023-06-09 17:17:24,0.2.3,19.0,9.0,pyxtal_ff,,,,https://pypi.org/project/pyxtal_ff,117.0,117.0,,,,2.0,,,,,,,,,,,,,,,,,
110,OpenMM-ML,,md,MIT,https://github.com/openmm/openmm-ml,High level API for using machine learning models in OpenMM simulations.,14,True,['ml-iap'],openmm/openmm-ml,https://github.com/openmm/openmm-ml,2021-02-10 20:55:25,2024-06-07 16:52:07.157000,2024-06-06 15:58:23,45.0,3.0,19.0,14.0,32.0,21.0,31.0,75.0,2024-06-06 16:49:09,1.2,6.0,5.0,,conda-forge/openmm-ml,,,,,184.0,https://anaconda.org/conda-forge/openmm-ml,2024-06-07 16:52:07.157,4248.0,3.0,,,,,,,,,,,,,,,,,
111,SchNetPack G-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/schnetpack-gschnet,G-SchNet extension for SchNetPack.,14,True,,atomistic-machine-learning/schnetpack-gschnet,https://github.com/atomistic-machine-learning/schnetpack-gschnet,2022-04-21 12:34:13,2024-07-05 12:47:35.000000,2024-07-05 12:44:53,164.0,35.0,8.0,3.0,1.0,,14.0,42.0,2024-07-03 16:43:48,1.1.0,3.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
112,SALTED,,ml-dft,GPL-3.0,https://github.com/andreagrisafi/SALTED,Symmetry-Adapted Learning of Three-dimensional Electron Densities.,14,True,,andreagrisafi/SALTED,https://github.com/andreagrisafi/SALTED,2020-01-22 10:24:29,2024-07-21 00:13:40.000000,2024-07-08 10:41:32,699.0,333.0,4.0,2.0,39.0,1.0,5.0,27.0,2024-06-22 12:42:33,3.0.0,2.0,16.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
113,GlassPy,,rep-eng,GPL-3.0,https://github.com/drcassar/glasspy,Python module for scientists working with glass materials.,14,True,,drcassar/glasspy,https://github.com/drcassar/glasspy,2019-07-18 23:15:43,2024-06-18 00:18:30.000000,2024-01-21 13:59:55,334.0,,7.0,6.0,12.0,1.0,5.0,26.0,2024-01-21 13:47:58,0.4.6,8.0,,glasspy,,5.0,5.0,https://pypi.org/project/glasspy,155.0,155.0,,,,2.0,,,,,,,,,,,,,,,,,
114,Geometric GNN Dojo,,educational,MIT,https://github.com/chaitjo/geometric-gnn-dojo/blob/main/geometric_gnn_101.ipynb,"New to geometric GNNs: try our practical notebook, prepared for MPhil students at the University of Cambridge.",13,False,['rep-learn'],chaitjo/geometric-gnn-dojo,https://github.com/chaitjo/geometric-gnn-dojo,2023-01-21 20:08:45,2024-05-22 11:06:03.000000,2023-06-18 23:17:32,26.0,,43.0,10.0,5.0,1.0,6.0,445.0,2023-06-18 23:20:44,0.2.0,2.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
115,SISSO,,rep-eng,Apache-2.0,https://github.com/rouyang2017/SISSO,A data-driven method combining symbolic regression and compressed sensing for accurate & interpretable models.,13,True,['lang-fortran'],rouyang2017/SISSO,https://github.com/rouyang2017/SISSO,2017-10-16 11:31:57,2024-06-19 15:58:39.000000,2023-09-12 08:50:38,166.0,,76.0,6.0,3.0,5.0,57.0,227.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
116,gptchem,,language-models,MIT,https://github.com/kjappelbaum/gptchem,Use GPT-3 to solve chemistry problems.,13,True,,kjappelbaum/gptchem,https://github.com/kjappelbaum/gptchem,2023-01-06 15:34:32,2024-05-17 19:25:11.000000,2023-10-04 11:27:09,147.0,,39.0,9.0,5.0,19.0,2.0,220.0,2023-11-30 09:31:51,0.0.4,2.0,4.0,gptchem,,,,https://pypi.org/project/gptchem,59.0,59.0,,,,2.0,,,,,,,,,,,,,,,,,
117,n2p2,,ml-iap,GPL-3.0,https://github.com/CompPhysVienna/n2p2,n2p2 - A Neural Network Potential Package.,13,False,['lang-cpp'],CompPhysVienna/n2p2,https://github.com/CompPhysVienna/n2p2,2018-07-25 12:29:17,2023-05-11 16:26:02.000000,2022-09-05 10:56:20,387.0,,75.0,12.0,53.0,64.0,85.0,214.0,2022-05-23 12:53:39,2.2.0,11.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
118,DeepH-pack,,ml-dft,LGPL-3.0,https://github.com/mzjb/DeepH-pack,Deep neural networks for density functional theory Hamiltonian.,13,True,['lang-julia'],mzjb/DeepH-pack,https://github.com/mzjb/DeepH-pack,2022-05-13 02:51:32,2024-05-22 10:50:01.000000,2024-05-22 10:50:01,66.0,4.0,36.0,7.0,17.0,12.0,38.0,196.0,2023-07-11 08:13:06,0.2.2,2.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
119,Librascal,,rep-eng,LGPL-2.1,https://github.com/lab-cosmo/librascal,A scalable and versatile library to generate representations for atomic-scale learning.,13,True,,lab-cosmo/librascal,https://github.com/lab-cosmo/librascal,2018-02-01 08:38:51,2024-01-11 17:38:31.000000,2023-11-30 14:48:28,2931.0,,19.0,22.0,201.0,100.0,132.0,79.0,,,3.0,30.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
120,NNPOps,,ml-iap,MIT,https://github.com/openmm/NNPOps,High-performance operations for neural network potentials.,13,True,"['md', 'lang-cpp']",openmm/NNPOps,https://github.com/openmm/NNPOps,2020-09-10 21:02:00,2024-07-10 15:29:02.000000,2024-07-10 15:29:02,95.0,1.0,17.0,9.0,63.0,21.0,34.0,79.0,2023-07-26 11:21:58,0.6,7.0,9.0,,conda-forge/nnpops,,,,,5897.0,https://anaconda.org/conda-forge/nnpops,2024-05-31 15:49:32.883,165123.0,2.0,,,,,,,,,,,,,,,,,
121,apax,,ml-iap,MIT,https://github.com/apax-hub/apax,A flexible and performant framework for training machine learning potentials.,13,True,,apax-hub/apax,https://github.com/apax-hub/apax,2022-11-18 12:31:19,2024-07-22 10:01:24.000000,2024-05-17 13:04:11,1415.0,2.0,1.0,3.0,188.0,18.0,88.0,12.0,2024-04-10 21:04:33,0.4.0,4.0,7.0,apax,,2.0,2.0,https://pypi.org/project/apax,84.0,84.0,,,,2.0,,,,,,,,,,,,,,,,,
122,CCS_fit,,ml-iap,GPL-3.0,https://github.com/Teoroo-CMC/CCS,Curvature Constrained Splines.,13,True,,Teoroo-CMC/CCS,https://github.com/Teoroo-CMC/CCS,2021-12-13 14:29:53,2024-05-14 08:53:09.000000,2024-02-16 09:31:25,762.0,,10.0,3.0,13.0,8.0,6.0,7.0,2024-02-16 09:31:28,0.22.5,100.0,8.0,ccs_fit,,,,https://pypi.org/project/ccs_fit,383.0,403.0,,,,2.0,,,,,,,407.0,,,,,,,,,,
123,Crystal Graph Convolutional Neural Networks (CGCNN),,rep-learn,MIT,https://github.com/txie-93/cgcnn,Crystal graph convolutional neural networks for predicting material properties.,12,False,,txie-93/cgcnn,https://github.com/txie-93/cgcnn,2018-03-14 20:41:21,2021-09-06 05:23:51.000000,2021-09-06 05:23:38,25.0,,270.0,23.0,7.0,17.0,20.0,615.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
124,mat2vec,,language-models,MIT,https://github.com/materialsintelligence/mat2vec,Supplementary Materials for Tshitoyan et al. Unsupervised word embeddings capture latent knowledge from materials..,12,False,['rep-learn'],materialsintelligence/mat2vec,https://github.com/materialsintelligence/mat2vec,2019-04-25 07:55:30,2023-05-06 22:45:49.000000,2023-05-06 22:45:49,55.0,,174.0,40.0,7.0,6.0,18.0,615.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
125,AI for Science Resources,,community,GPL-3.0 license,https://github.com/divelab/AIRS/blob/main/Overview/resources.md,"List of resources for AI4Science research, including learning resources.",12,True,,divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-07-12 20:06:37.000000,2024-07-12 20:06:37,425.0,9.0,56.0,19.0,5.0,1.0,12.0,461.0,,,,28.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
126,QH9: A Quantum Hamiltonian Prediction Benchmark,,datasets,CC-BY-NC-SA 4.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHBench/QH9,Artificial Intelligence Research for Science (AIRS).,12,True,['ml-dft'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-07-12 20:06:37.000000,2024-07-12 20:06:37,425.0,9.0,56.0,19.0,5.0,1.0,12.0,461.0,,,,28.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
127,Artificial Intelligence for Science (AIRS),,general-tool,GPL-3.0 license,https://github.com/divelab/AIRS,Artificial Intelligence Research for Science (AIRS).,12,True,"['rep-learn', 'generative', 'ml-iap', 'md', 'ml-dft', 'ml-wft', 'biomolecules']",divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-07-12 20:06:37.000000,2024-07-12 20:06:37,425.0,9.0,56.0,19.0,5.0,1.0,12.0,461.0,,,,28.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
128,QHNet,,ml-dft,GPL-3.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHNet,Artificial Intelligence Research for Science (AIRS).,12,True,['rep-learn'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-07-12 20:06:37.000000,2024-07-12 20:06:37,425.0,9.0,56.0,19.0,5.0,1.0,12.0,461.0,,,,28.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
129,TensorMol,,ml-iap,GPL-3.0,https://github.com/jparkhill/TensorMol,Tensorflow + Molecules = TensorMol.,12,False,['single-paper'],jparkhill/TensorMol,https://github.com/jparkhill/TensorMol,2016-10-28 19:40:11,2021-02-11 00:12:00.000000,2018-03-30 12:26:14,1724.0,,71.0,45.0,8.0,18.0,19.0,271.0,2017-11-08 18:05:50,0.1,1.0,12.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
130,ANI-1,,ml-iap,MIT,https://github.com/isayev/ASE_ANI,ANI-1 neural net potential with python interface (ASE).,12,True,,isayev/ASE_ANI,https://github.com/isayev/ASE_ANI,2016-12-08 05:09:32,2024-03-11 21:50:26.000000,2024-03-11 21:50:26,112.0,,55.0,33.0,9.0,16.0,21.0,218.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
131,DMFF,,ml-iap,LGPL-3.0,https://github.com/deepmodeling/DMFF,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,12,True,,deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,2022-02-14 01:35:50,2024-07-23 03:11:30.000000,2024-01-12 00:58:20,431.0,,40.0,9.0,158.0,10.0,16.0,144.0,2023-11-09 14:32:37,1.0.0,4.0,14.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
132,ASAP,,unsupervised,MIT,https://github.com/BingqingCheng/ASAP,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,12,True,,BingqingCheng/ASAP,https://github.com/BingqingCheng/ASAP,2019-08-11 12:45:14,2024-06-27 12:53:17.000000,2024-06-27 12:53:00,763.0,3.0,28.0,7.0,37.0,6.0,19.0,140.0,2023-08-30 13:54:23,1,1.0,6.0,,,6.0,6.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
133,SPICE,,datasets,MIT,https://github.com/openmm/spice-dataset,A collection of QM data for training potential functions.,12,True,"['ml-iap', 'md']",openmm/spice-dataset,https://github.com/openmm/spice-dataset,2021-08-31 18:52:05,2024-04-15 20:17:14.000000,2024-04-15 20:14:31,42.0,,7.0,17.0,46.0,15.0,44.0,138.0,2024-04-15 20:17:14,2.0.1,8.0,,,,,,,,10.0,,,,2.0,,,,,,,243.0,,,,,,,,,,
134,Pacemaker,,ml-iap,https://github.com/ICAMS/python-ace/blob/master/LICENSE.md,https://cortner.github.io/ACEweb/software/,Python package for fitting atomic cluster expansion (ACE) potentials.,12,True,,ICAMS/python-ace,https://github.com/ICAMS/python-ace,2021-11-19 11:39:54,2024-07-22 19:16:32.000000,2024-07-22 19:16:32,160.0,1.0,15.0,4.0,24.0,13.0,32.0,59.0,2022-10-24 19:59:33,0.2.8,2.0,5.0,python-ace,,,,https://pypi.org/project/python-ace,25.0,25.0,,,,2.0,,,,,,,,,,,,,,,,,
135,Neural fingerprint (nfp),,rep-learn,https://github.com/NREL/nfp/blob/master/LICENSE,https://github.com/NREL/nfp,Keras layers for end-to-end learning with rdkit and pymatgen.,12,False,,NREL/nfp,https://github.com/NREL/nfp,2018-11-20 23:55:23,2024-02-24 20:11:49.000000,2022-06-14 22:18:28,143.0,,27.0,7.0,19.0,,6.0,57.0,2022-04-27 17:05:25,0.3.12,13.0,4.0,,,13.0,13.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
136,jarvis-tools-notebooks,,educational,NIST,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,A Google-Colab Notebook Collection for Materials Design: https://jarvis.nist.gov/.,12,True,,JARVIS-Materials-Design/jarvis-tools-notebooks,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,2020-06-27 20:22:02,2024-07-02 10:37:12.000000,2024-07-02 10:37:11,699.0,72.0,25.0,4.0,42.0,,,52.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
137,LLaMP,,language-models,BSD-3-Clause,https://github.com/chiang-yuan/llamp,A web app and Python API for multi-modal RAG framework to ground LLMs on high-fidelity materials informatics. An..,12,True,"['materials-discovery', 'cheminformatics', 'generative', 'MD', 'language-models', 'lang-py', 'general-tool']",chiang-yuan/llamp,https://github.com/chiang-yuan/llamp,2023-07-01 08:15:34,2024-07-03 19:59:14.000000,2024-07-03 19:59:10,368.0,51.0,4.0,,29.0,8.0,17.0,47.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
138,Rascaline,,rep-eng,BSD-3-Clause,https://github.com/Luthaf/rascaline,Computing representations for atomistic machine learning.,12,True,"['lang-rust', 'lang-cpp']",Luthaf/rascaline,https://github.com/Luthaf/rascaline,2020-09-24 14:28:34,2024-07-18 13:44:20.000000,2024-07-02 15:54:10,559.0,26.0,13.0,7.0,253.0,31.0,34.0,44.0,,,,14.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
139,synspace,,generative,MIT,https://github.com/whitead/synspace,Synthesis generative model.,12,False,,whitead/synspace,https://github.com/whitead/synspace,2022-12-28 00:59:14,2023-04-15 22:42:57.000000,2023-04-15 18:04:16,27.0,,3.0,3.0,1.0,2.0,1.0,35.0,2023-04-15 22:42:57,0.3.0,3.0,2.0,synspace,,17.0,17.0,https://pypi.org/project/synspace,946.0,946.0,,,,2.0,,,,,,,,,,,,,,,,,
140,Compositionally-Restricted Attention-Based Network (CrabNet),,rep-learn,MIT,https://github.com/sparks-baird/CrabNet,Predict materials properties using only the composition information!.,12,False,,sparks-baird/CrabNet,https://github.com/sparks-baird/CrabNet,2021-09-17 07:58:15,2023-06-19 09:35:52.000000,2023-06-19 09:35:52,427.0,,4.0,1.0,54.0,15.0,2.0,12.0,2023-06-07 01:07:33,2.0.8,5.0,5.0,crabnet,,13.0,13.0,https://pypi.org/project/crabnet,239.0,239.0,,,,2.0,,,,,,,,,,,,,,,,,
141,Deep Learning for Molecules and Materials Book,,educational,https://github.com/whitead/dmol-book/blob/main/LICENSE,https://dmol.pub/,Deep learning for molecules and materials book.,11,True,,whitead/dmol-book,https://github.com/whitead/dmol-book,2020-08-19 19:24:32,2023-07-02 18:02:57.000000,2023-07-02 18:02:56,558.0,,109.0,16.0,92.0,28.0,129.0,596.0,,,,19.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
142,ReLeaSE,,reinforcement-learning,MIT,https://github.com/isayev/ReLeaSE,Deep Reinforcement Learning for de-novo Drug Design.,11,False,['drug-discovery'],isayev/ReLeaSE,https://github.com/isayev/ReLeaSE,2018-04-26 14:50:34,2021-12-08 19:49:36.000000,2021-12-08 19:49:36,160.0,,130.0,19.0,9.0,27.0,8.0,344.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
143,DeepLearningLifeSciences,,educational,MIT,https://github.com/deepchem/DeepLearningLifeSciences,Example code from the book Deep Learning for the Life Sciences.,11,False,,deepchem/DeepLearningLifeSciences,https://github.com/deepchem/DeepLearningLifeSciences,2019-02-05 17:16:18,2021-09-17 05:10:37.000000,2021-09-17 05:10:37,52.0,,145.0,25.0,15.0,9.0,10.0,341.0,2019-10-28 18:46:28,1.0,1.0,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
144,PiNN,,ml-iap,BSD-3-Clause,https://github.com/Teoroo-CMC/PiNN,A Python library for building atomic neural networks.,11,True,,Teoroo-CMC/PiNN,https://github.com/Teoroo-CMC/PiNN,2019-10-04 08:13:18,2024-06-27 11:32:07.538231,2024-06-27 11:23:15,160.0,2.0,31.0,6.0,15.0,1.0,5.0,104.0,2019-10-09 09:21:30,0.3.0,1.0,5.0,,,,,,,4.0,,,,2.0,teoroo/pinn,https://hub.docker.com/r/teoroo/pinn,2024-06-27 11:32:07.538231,,243.0,,,,,,,,,,,,
145,hippynn,,rep-learn,https://github.com/lanl/hippynn/blob/main/LICENSE.txt,https://github.com/lanl/hippynn,python library for atomistic machine learning.,11,True,['workflows'],lanl/hippynn,https://github.com/lanl/hippynn,2021-11-17 00:45:13,2024-07-22 21:57:32.000000,2024-07-17 21:24:55,139.0,13.0,23.0,10.0,70.0,6.0,8.0,63.0,2024-01-29 22:04:53,hippynn-0.0.3,3.0,13.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
146,AMPtorch,,general-tool,GPL-3.0,https://github.com/ulissigroup/amptorch,AMPtorch: Atomistic Machine Learning Package (AMP) - PyTorch.,11,True,,ulissigroup/amptorch,https://github.com/ulissigroup/amptorch,2019-01-24 15:15:48,2023-07-16 02:11:38.000000,2023-07-16 02:08:13,759.0,,32.0,10.0,99.0,7.0,26.0,58.0,2023-07-16 02:11:38,1.0,3.0,14.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
147,So3krates (MLFF),,ml-iap,MIT,https://github.com/thorben-frank/mlff,Build neural networks for machine learning force fields with JAX.,11,True,,thorben-frank/mlff,https://github.com/thorben-frank/mlff,2022-09-30 07:40:17,2024-07-23 09:41:11.000000,2024-07-04 08:45:07,133.0,2.0,13.0,7.0,21.0,3.0,6.0,58.0,2024-06-24 11:09:20,0.3.0,2.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
148,SIMPLE-NN,,ml-iap,GPL-3.0,https://github.com/MDIL-SNU/SIMPLE-NN,SIMPLE-NN(SNU Interatomic Machine-learning PotentiaL packagE version Neural Network).,11,False,,MDIL-SNU/SIMPLE-NN,https://github.com/MDIL-SNU/SIMPLE-NN,2018-03-26 23:53:35,2022-01-27 05:04:05.000000,2022-01-27 05:04:05,586.0,,17.0,12.0,91.0,4.0,26.0,47.0,2021-09-23 01:41:42,1.1.1,9.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
149,DeepErwin,,ml-wft,https://github.com/mdsunivie/deeperwin/blob/master/LICENSE,https://github.com/mdsunivie/deeperwin,DeepErwin is a python 3.8+ package that implements and optimizes JAX 2.x wave function models for numerical solutions..,11,True,,mdsunivie/deeperwin,https://github.com/mdsunivie/deeperwin,2021-06-14 15:18:32,2024-06-07 15:52:47.000000,2024-06-07 15:52:33,66.0,7.0,6.0,3.0,5.0,,11.0,46.0,2024-03-25 13:47:47,transferable_atomic_orbitals,3.0,7.0,deeperwin,,,,https://pypi.org/project/deeperwin,35.0,35.0,,,,3.0,,,,,,,7.0,,,,,,,,,,
150,nlcc,,language-models,MIT,https://github.com/whitead/nlcc,Natural language computational chemistry command line interface.,11,False,['single-paper'],whitead/nlcc,https://github.com/whitead/nlcc,2021-08-19 18:23:52,2023-02-04 03:07:56.000000,2023-02-04 03:06:33,144.0,,7.0,5.0,1.0,,9.0,43.0,2023-02-04 03:07:56,0.6.0,10.0,3.0,nlcc,,1.0,1.0,https://pypi.org/project/nlcc,77.0,77.0,,,,3.0,,,,,,,,,,,,,,,,,
151,pair_nequip,,md,MIT,https://github.com/mir-group/pair_nequip,LAMMPS pair style for NequIP.,11,True,"['ml-iap', 'rep-learn']",mir-group/pair_nequip,https://github.com/mir-group/pair_nequip,2021-04-02 15:28:02,2024-06-05 17:06:39.000000,2024-06-05 17:06:39,101.0,4.0,13.0,9.0,8.0,8.0,20.0,37.0,2022-05-20 00:39:04,0.5.2,4.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
152,NeuralXC,,ml-dft,BSD-3-Clause,https://github.com/semodi/neuralxc,Implementation of a machine learned density functional.,11,False,,semodi/neuralxc,https://github.com/semodi/neuralxc,2019-03-14 18:13:40,2024-06-17 22:55:40.000000,2021-07-05 21:36:23,337.0,,10.0,5.0,10.0,5.0,5.0,33.0,,,3.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
153,ACEhamiltonians,,ml-dft,MIT,https://github.com/ACEsuit/ACEhamiltonians.jl,"Provides tools for constructing, fitting, and predicting self-consistent Hamiltonian and overlap matrices in solid-..",11,False,['lang-julia'],ACEsuit/ACEhamiltonians.jl,https://github.com/ACEsuit/ACEhamiltonians.jl,2022-01-17 20:54:22,2024-06-05 15:25:30.000000,2023-04-12 15:04:14,33.0,,6.0,5.0,42.0,2.0,3.0,12.0,2024-02-07 16:35:47,0.1.0,2.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
154,pretrained-gnns,,others,MIT,https://github.com/snap-stanford/pretrain-gnns,Strategies for Pre-training Graph Neural Networks.,10,True,['pre-trained'],snap-stanford/pretrain-gnns,https://github.com/snap-stanford/pretrain-gnns,2020-01-30 22:12:41,2023-07-29 06:21:39.000000,2023-07-29 06:21:39,13.0,,161.0,17.0,8.0,34.0,29.0,948.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
155,GNoME Explorer,,community,Apache-2.0,https://next-gen.materialsproject.org/materials/gnome,Graph Networks for Materials Exploration Database.,10,True,"['datasets', 'materials-discovery']",google-deepmind/materials_discovery,https://github.com/google-deepmind/materials_discovery,2023-11-28 10:29:51,2024-07-09 19:00:36.000000,2023-12-02 03:54:29,8.0,,131.0,48.0,7.0,16.0,4.0,844.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
156,Materials Discovery: GNoME,,materials-discovery,Apache-2.0,https://github.com/google-deepmind/materials_discovery,"Graph Networks for Materials Science (GNoME) and dataset of 381,000 novel stable materials.",10,True,"['rep-learn', 'datasets']",google-deepmind/materials_discovery,https://github.com/google-deepmind/materials_discovery,2023-11-28 10:29:51,2024-07-09 19:00:36.000000,2023-12-02 03:54:29,8.0,,131.0,48.0,7.0,16.0,4.0,844.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
157,OpenChem,,general-tool,MIT,https://github.com/Mariewelt/OpenChem,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research.,10,False,,Mariewelt/OpenChem,https://github.com/Mariewelt/OpenChem,2018-07-10 01:27:33,2023-11-26 05:03:36.000000,2022-04-27 19:27:40,444.0,,111.0,36.0,12.0,15.0,2.0,668.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
158,EDM,,generative,MIT,https://github.com/ehoogeboom/e3_diffusion_for_molecules,E(3) Equivariant Diffusion Model for Molecule Generation in 3D.,10,False,,ehoogeboom/e3_diffusion_for_molecules,https://github.com/ehoogeboom/e3_diffusion_for_molecules,2022-04-15 14:34:35,2022-07-10 17:56:18.000000,2022-07-10 17:56:12,6.0,,108.0,8.0,,2.0,36.0,414.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
159,Awesome Materials Informatics,,community,https://github.com/tilde-lab/awesome-materials-informatics#license,https://github.com/tilde-lab/awesome-materials-informatics,"Curated list of known efforts in materials informatics, i.e. in modern materials science.",10,True,,tilde-lab/awesome-materials-informatics,https://github.com/tilde-lab/awesome-materials-informatics,2018-02-15 15:14:16,2024-07-12 09:19:42.000000,2024-07-12 09:19:42,138.0,3.0,79.0,17.0,54.0,,8.0,351.0,2023-03-02 19:56:59,2023.03.02,1.0,19.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
160,Allegro,,ml-iap,MIT,https://github.com/mir-group/allegro,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,10,False,,mir-group/allegro,https://github.com/mir-group/allegro,2022-02-06 23:50:40,2024-07-01 20:43:10.000000,2023-05-08 21:16:45,38.0,,44.0,20.0,5.0,18.0,15.0,303.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
161,GDC,,rep-learn,MIT,https://github.com/gasteigerjo/gdc,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",10,False,['generative'],gasteigerjo/gdc,https://github.com/gasteigerjo/gdc,2019-10-26 16:05:11,2023-04-26 14:22:40.000000,2023-04-26 14:22:40,28.0,,42.0,3.0,1.0,,11.0,262.0,,,,3.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
162,DeePKS-kit,,ml-dft,LGPL-3.0,https://github.com/deepmodeling/deepks-kit,a package for developing machine learning-based chemically accurate energy and density functional models.,10,True,,deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,2020-07-29 03:27:50,2024-07-07 07:52:07.000000,2024-04-13 03:44:40,384.0,,33.0,14.0,43.0,5.0,13.0,96.0,,,,7.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
