,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,updated_github_id,maven_id,maven_url,npm_id,npm_url,npm_monthly_downloads,trending,new_addition,gitlab_id,gitlab_url,ignore,docs_url
107,SpheriCart,,math,MIT,https://github.com/lab-cosmo/sphericart,Multi-language library for the calculation of spherical harmonics in Cartesian coordinates.,14,True,,lab-cosmo/sphericart,https://github.com/lab-cosmo/sphericart,2023-02-04 15:15:25,2024-06-12 09:01:15.000,2024-06-12 08:58:12,359.0,15.0,10.0,5.0,97.0,17.0,9.0,58.0,2023-04-26 12:06:09,0.3.0,3.0,10.0,sphericart,,1.0,1.0,https://pypi.org/project/sphericart,130.0,133.0,,,,2.0,,,,,,46.0,,,,,,,,,,,,
108,wfl,,ml-iap,GPL-2.0,https://github.com/libAtoms/workflow,Workflow is a Python toolkit for building interatomic potential creation and atomistic simulation workflows.,14,True,"['workflows', 'htc']",libAtoms/workflow,https://github.com/libAtoms/workflow,2021-11-04 17:03:34,2024-06-14 12:36:15.000,2024-06-07 15:20:58,1051.0,29.0,15.0,10.0,168.0,62.0,87.0,22.0,2024-04-25 15:07:11,0.2.4,4.0,17.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
109,Geometric GNN Dojo,,educational,MIT,https://github.com/chaitjo/geometric-gnn-dojo/blob/main/geometric_gnn_101.ipynb,"New to geometric GNNs: try our practical notebook, prepared for MPhil students at the University of Cambridge.",13,True,['rep-learn'],chaitjo/geometric-gnn-dojo,https://github.com/chaitjo/geometric-gnn-dojo,2023-01-21 20:08:45,2024-05-22 11:06:03.000,2023-06-18 23:17:32,26.0,,41.0,10.0,5.0,1.0,6.0,441.0,2023-06-18 23:20:44,0.2.0,2.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
110,AI for Science Resources,,community,GPL-3.0 license,https://github.com/divelab/AIRS/blob/main/Overview/resources.md,"List of resources for AI4Science research, including learning resources.",13,True,,divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-05-18 02:17:52.000,2024-05-18 02:16:38,421.0,14.0,54.0,17.0,5.0,2.0,11.0,428.0,,,,28.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
111,QH9: A Quantum Hamiltonian Prediction Benchmark,,datasets,CC-BY-NC-SA 4.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHBench/QH9,Artificial Intelligence Research for Science (AIRS).,13,True,['ml-dft'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-05-18 02:17:52.000,2024-05-18 02:16:38,421.0,14.0,54.0,17.0,5.0,2.0,11.0,428.0,,,,28.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
112,Artificial Intelligence for Science (AIRS),,general-tool,GPL-3.0 license,https://github.com/divelab/AIRS,Artificial Intelligence Research for Science (AIRS).,13,True,"['rep-learn', 'generative', 'ml-iap', 'md', 'ml-dft', 'ml-wft', 'biomolecules']",divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-05-18 02:17:52.000,2024-05-18 02:16:38,421.0,14.0,54.0,17.0,5.0,2.0,11.0,428.0,,,,28.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
113,QHNet,,ml-dft,GPL-3.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHNet,Artificial Intelligence Research for Science (AIRS).,13,True,['rep-learn'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-05-18 02:17:52.000,2024-05-18 02:16:38,421.0,14.0,54.0,17.0,5.0,2.0,11.0,428.0,,,,28.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
114,escnn,,rep-learn,https://github.com/QUVA-Lab/escnn/blob/master/LICENSE,https://github.com/QUVA-Lab/escnn,Equivariant Steerable CNNs Library for Pytorch https://quva-lab.github.io/escnn/.,13,True,,QUVA-Lab/escnn,https://github.com/QUVA-Lab/escnn,2022-03-16 10:15:02,2023-12-18 17:34:38.000,2023-10-17 22:37:11,244.0,,40.0,17.0,32.0,26.0,36.0,326.0,,,,10.0,escnn,,,,https://pypi.org/project/escnn,547.0,547.0,,,,2.0,,,,,,,,,,,,,,,,,,
115,gptchem,,language-models,MIT,https://github.com/kjappelbaum/gptchem,Use GPT-3 to solve chemistry problems.,13,True,,kjappelbaum/gptchem,https://github.com/kjappelbaum/gptchem,2023-01-06 15:34:32,2024-05-17 19:25:11.000,2023-10-04 11:27:09,147.0,,38.0,9.0,5.0,19.0,2.0,216.0,2023-11-30 09:31:51,0.0.4,2.0,4.0,gptchem,,,,https://pypi.org/project/gptchem,32.0,32.0,,,,2.0,,,,,,,,,,,,,,,,,,
116,n2p2,,ml-iap,GPL-3.0,https://github.com/CompPhysVienna/n2p2,n2p2 - A Neural Network Potential Package.,13,False,['lang-cpp'],CompPhysVienna/n2p2,https://github.com/CompPhysVienna/n2p2,2018-07-25 12:29:17,2023-05-11 16:26:02.000,2022-09-05 10:56:20,387.0,,72.0,12.0,53.0,64.0,85.0,208.0,2022-05-23 12:53:39,2.2.0,11.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
117,DeepH-pack,,ml-dft,LGPL-3.0,https://github.com/mzjb/DeepH-pack,Deep neural networks for density functional theory Hamiltonian.,13,True,['lang-julia'],mzjb/DeepH-pack,https://github.com/mzjb/DeepH-pack,2022-05-13 02:51:32,2024-05-22 10:50:01.000,2024-05-22 10:50:01,66.0,4.0,35.0,6.0,17.0,11.0,38.0,188.0,2023-07-11 08:13:06,0.2.2,2.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
118,ChemNLP project,,language-models,MIT,https://github.com/OpenBioML/chemnlp,ChemNLP project.,13,True,['datasets'],OpenBioML/chemnlp,https://github.com/OpenBioML/chemnlp,2023-02-13 16:20:23,2024-04-01 18:52:08.000,2024-04-01 18:52:06,331.0,1.0,46.0,3.0,283.0,111.0,139.0,139.0,,,,26.0,chemnlp,,,,https://pypi.org/project/chemnlp,54.0,54.0,,,,2.0,,,,,,,,,,,,,,,,,,
119,SPICE,,datasets,MIT,https://github.com/openmm/spice-dataset,A collection of QM data for training potential functions.,13,True,"['ml-iap', 'md']",openmm/spice-dataset,https://github.com/openmm/spice-dataset,2021-08-31 18:52:05,2024-04-15 20:17:14.000,2024-04-15 20:14:31,42.0,5.0,6.0,17.0,46.0,14.0,43.0,134.0,2024-04-15 20:17:14,2.0.1,8.0,,,,,,,,10.0,,,,2.0,,,,,,240.0,,,,,,,,,,,,
120,Librascal,,rep-eng,LGPL-2.1,https://github.com/lab-cosmo/librascal,A scalable and versatile library to generate representations for atomic-scale learning.,13,True,,lab-cosmo/librascal,https://github.com/lab-cosmo/librascal,2018-02-01 08:38:51,2024-01-11 17:38:31.000,2023-11-30 14:48:28,2931.0,,19.0,22.0,201.0,100.0,132.0,79.0,,,3.0,29.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
121,synspace,,generative,MIT,https://github.com/whitead/synspace,Synthesis generative model.,13,False,,whitead/synspace,https://github.com/whitead/synspace,2022-12-28 00:59:14,2023-04-15 22:42:57.000,2023-04-15 18:04:16,27.0,,3.0,3.0,1.0,2.0,1.0,35.0,2023-04-15 22:42:57,0.3.0,3.0,2.0,synspace,,14.0,14.0,https://pypi.org/project/synspace,1149.0,1149.0,,,,2.0,,,,,,,,,,,,,,,,,,
122,KLIFF,,ml-iap,LGPL-2.1,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework for interatomic potentials.,13,True,"['probabilistic', 'workflows']",openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2024-06-10 05:20:12.000,2024-03-29 04:38:55,1063.0,2.0,20.0,5.0,141.0,21.0,19.0,34.0,2023-12-17 02:12:00,0.4.3,18.0,9.0,kliff,conda-forge/kliff,1.0,1.0,https://pypi.org/project/kliff,41.0,1867.0,https://anaconda.org/conda-forge/kliff,2023-12-18 18:25:23.770,80362.0,2.0,,,,,,,,,,,,,,,,,,
123,Polynomials4ML.jl,,math,MIT,https://github.com/ACEsuit/Polynomials4ML.jl,"Polynomials for ML: fast evaluation, batching, differentiation.",13,True,['lang-julia'],ACEsuit/Polynomials4ML.jl,https://github.com/ACEsuit/Polynomials4ML.jl,2022-09-20 23:05:53,2024-06-12 21:40:01.000,2024-03-11 02:58:48,360.0,,5.0,4.0,39.0,17.0,30.0,12.0,2024-01-16 23:02:05,0.2.11,15.0,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
124,CCS_fit,,ml-iap,GPL-3.0,https://github.com/Teoroo-CMC/CCS,Curvature Constrained Splines.,13,True,,Teoroo-CMC/CCS,https://github.com/Teoroo-CMC/CCS,2021-12-13 14:29:53,2024-05-14 08:53:09.000,2024-02-16 09:31:25,762.0,,10.0,3.0,13.0,8.0,6.0,7.0,2024-02-16 09:31:28,0.22.5,100.0,8.0,ccs_fit,,,,https://pypi.org/project/ccs_fit,246.0,266.0,,,,2.0,,,,,,397.0,,,,,,,,,,,,
125,mat2vec,,language-models,MIT,https://github.com/materialsintelligence/mat2vec,Supplementary Materials for Tshitoyan et al. Unsupervised word embeddings capture latent knowledge from materials..,12,False,['rep-learn'],materialsintelligence/mat2vec,https://github.com/materialsintelligence/mat2vec,2019-04-25 07:55:30,2023-05-06 22:45:49.000,2023-05-06 22:45:49,55.0,,175.0,40.0,7.0,6.0,18.0,614.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
126,Crystal Graph Convolutional Neural Networks (CGCNN),,rep-learn,MIT,https://github.com/txie-93/cgcnn,Crystal graph convolutional neural networks for predicting material properties.,12,False,,txie-93/cgcnn,https://github.com/txie-93/cgcnn,2018-03-14 20:41:21,2021-09-06 05:23:51.000,2021-09-06 05:23:38,25.0,,270.0,23.0,7.0,17.0,20.0,607.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
127,TensorMol,,ml-iap,GPL-3.0,https://github.com/jparkhill/TensorMol,Tensorflow + Molecules = TensorMol.,12,False,['single-paper'],jparkhill/TensorMol,https://github.com/jparkhill/TensorMol,2016-10-28 19:40:11,2021-02-11 00:12:00.000,2018-03-30 12:26:14,1724.0,,70.0,45.0,8.0,18.0,19.0,271.0,2017-11-08 18:05:50,0.1,1.0,12.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
128,SISSO,,rep-eng,Apache-2.0,https://github.com/rouyang2017/SISSO,A data-driven method combining symbolic regression and compressed sensing for accurate & interpretable models.,12,True,['lang-fortran'],rouyang2017/SISSO,https://github.com/rouyang2017/SISSO,2017-10-16 11:31:57,2023-09-12 08:50:38.000,2023-09-12 08:50:38,166.0,,73.0,6.0,2.0,3.0,57.0,224.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
129,ANI-1,,ml-iap,MIT,https://github.com/isayev/ASE_ANI,ANI-1 neural net potential with python interface (ASE).,12,True,,isayev/ASE_ANI,https://github.com/isayev/ASE_ANI,2016-12-08 05:09:32,2024-03-11 21:50:26.000,2024-03-11 21:50:26,112.0,,55.0,33.0,9.0,16.0,21.0,217.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
130,Neural Force Field,,ml-iap,MIT,https://github.com/learningmatter-mit/NeuralForceField,Neural Network Force Field based on PyTorch.,12,True,['pre-trained'],learningmatter-mit/NeuralForceField,https://github.com/learningmatter-mit/NeuralForceField,2020-10-04 15:17:41,2024-05-29 21:15:00.000,2024-05-19 14:19:05,123.0,1.0,46.0,7.0,4.0,,18.0,214.0,2024-05-29 21:15:00,1.0.0,1.0,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
131,DMFF,,ml-iap,LGPL-3.0,https://github.com/deepmodeling/DMFF,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,12,True,,deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,2022-02-14 01:35:50,2024-06-03 09:49:56.000,2024-01-12 00:58:20,431.0,,40.0,9.0,158.0,10.0,16.0,140.0,2023-11-09 14:32:37,1.0.0,4.0,14.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
132,PiNN,,ml-iap,BSD-3-Clause,https://github.com/Teoroo-CMC/PiNN,A Python library for building atomic neural networks.,12,True,,Teoroo-CMC/PiNN,https://github.com/Teoroo-CMC/PiNN,2019-10-04 08:13:18,2024-06-13 09:10:49.000,2024-01-26 09:08:13,158.0,,30.0,7.0,12.0,1.0,5.0,105.0,2019-10-09 09:21:30,0.3.0,1.0,4.0,,,,,,,4.0,,,,2.0,teoroo/pinn,https://hub.docker.com/r/teoroo/pinn,2024-05-23 10:38:36.950738,,240.0,,,,,,,,,,,,,
133,hippynn,,rep-learn,https://github.com/lanl/hippynn/blob/main/LICENSE.txt,https://github.com/lanl/hippynn,python library for atomistic machine learning.,12,True,['workflows'],lanl/hippynn,https://github.com/lanl/hippynn,2021-11-17 00:45:13,2024-06-10 20:19:12.000,2024-06-10 20:17:34,135.0,18.0,22.0,9.0,64.0,6.0,8.0,59.0,2024-01-29 22:04:53,hippynn-0.0.3,3.0,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
134,Neural fingerprint (nfp),,rep-learn,https://github.com/NREL/nfp/blob/master/LICENSE,https://github.com/NREL/nfp,Keras layers for end-to-end learning with rdkit and pymatgen.,12,False,,NREL/nfp,https://github.com/NREL/nfp,2018-11-20 23:55:23,2024-02-24 20:11:49.000,2022-06-14 22:18:28,143.0,,27.0,7.0,19.0,,6.0,57.0,2022-04-27 17:05:25,0.3.12,13.0,4.0,,,12.0,12.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
135,jarvis-tools-notebooks,,educational,NIST,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,A Google-Colab Notebook Collection for Materials Design: https://jarvis.nist.gov/.,12,True,,JARVIS-Materials-Design/jarvis-tools-notebooks,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,2020-06-27 20:22:02,2024-06-03 22:09:18.000,2024-06-03 22:09:18,661.0,44.0,24.0,4.0,41.0,,,50.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
136,Rascaline,,rep-eng,BSD-3-Clause,https://github.com/Luthaf/rascaline,Computing representations for atomistic machine learning.,12,True,"['lang-rust', 'lang-cpp']",Luthaf/rascaline,https://github.com/Luthaf/rascaline,2020-09-24 14:28:34,2024-06-13 14:23:40.000,2024-06-13 14:17:21,552.0,27.0,13.0,7.0,247.0,34.0,30.0,44.0,,,,14.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
137,SALTED,,ml-dft,GPL-3.0,https://github.com/andreagrisafi/SALTED,Symmetry-Adapted Learning of Three-dimensional Electron Densities.,12,True,,andreagrisafi/SALTED,https://github.com/andreagrisafi/SALTED,2020-01-22 10:24:29,2024-06-12 14:24:00.000,2024-05-31 12:24:30,689.0,378.0,4.0,2.0,38.0,,5.0,24.0,2023-04-10 16:25:44,2.0.0,1.0,17.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
138,Compositionally-Restricted Attention-Based Network (CrabNet),,rep-learn,MIT,https://github.com/sparks-baird/CrabNet,Predict materials properties using only the composition information!.,12,True,,sparks-baird/CrabNet,https://github.com/sparks-baird/CrabNet,2021-09-17 07:58:15,2023-06-19 09:35:52.000,2023-06-19 09:35:52,427.0,,4.0,1.0,54.0,15.0,2.0,12.0,2023-06-07 01:07:33,2.0.8,5.0,5.0,crabnet,,12.0,12.0,https://pypi.org/project/crabnet,277.0,277.0,,,,2.0,,,,,,,,,,,,,,,,,,
139,Deep Learning for Molecules and Materials Book,,educational,https://github.com/whitead/dmol-book/blob/main/LICENSE,https://dmol.pub/,Deep learning for molecules and materials book.,11,True,,whitead/dmol-book,https://github.com/whitead/dmol-book,2020-08-19 19:24:32,2023-07-02 18:02:57.000,2023-07-02 18:02:56,558.0,,109.0,17.0,92.0,28.0,129.0,590.0,,,,19.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
140,ReLeaSE,,reinforcement-learning,MIT,https://github.com/isayev/ReLeaSE,Deep Reinforcement Learning for de-novo Drug Design.,11,False,['drug-discovery'],isayev/ReLeaSE,https://github.com/isayev/ReLeaSE,2018-04-26 14:50:34,2021-12-08 19:49:36.000,2021-12-08 19:49:36,160.0,,129.0,19.0,9.0,27.0,8.0,343.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
141,DeepLearningLifeSciences,,educational,MIT,https://github.com/deepchem/DeepLearningLifeSciences,Example code from the book Deep Learning for the Life Sciences.,11,False,,deepchem/DeepLearningLifeSciences,https://github.com/deepchem/DeepLearningLifeSciences,2019-02-05 17:16:18,2021-09-17 05:10:37.000,2021-09-17 05:10:37,52.0,,145.0,25.0,15.0,9.0,10.0,339.0,2019-10-28 18:46:28,1.0,1.0,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
142,ASAP,,unsupervised,MIT,https://github.com/BingqingCheng/ASAP,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,11,True,,BingqingCheng/ASAP,https://github.com/BingqingCheng/ASAP,2019-08-11 12:45:14,2023-08-30 13:55:44.000,2023-08-30 13:55:44,759.0,,28.0,7.0,37.0,7.0,18.0,135.0,2023-08-30 13:54:23,1,1.0,6.0,,,5.0,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
143,AMPtorch,,general-tool,GPL-3.0,https://github.com/ulissigroup/amptorch,AMPtorch: Atomistic Machine Learning Package (AMP) - PyTorch.,11,True,,ulissigroup/amptorch,https://github.com/ulissigroup/amptorch,2019-01-24 15:15:48,2023-07-16 02:11:38.000,2023-07-16 02:08:13,759.0,,32.0,10.0,99.0,7.0,26.0,60.0,2023-07-16 02:11:38,1.0,3.0,14.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
144,Pacemaker,,ml-iap,https://github.com/ICAMS/python-ace/blob/master/LICENSE.md,https://cortner.github.io/ACEweb/software/,Python package for fitting atomic cluster expansion (ACE) potentials.,11,True,,ICAMS/python-ace,https://github.com/ICAMS/python-ace,2021-11-19 11:39:54,2024-02-16 16:32:30.000,2024-02-16 16:32:26,159.0,,15.0,4.0,24.0,12.0,32.0,58.0,2022-10-24 19:59:33,0.2.8,2.0,5.0,python-ace,,,,https://pypi.org/project/python-ace,16.0,16.0,,,,2.0,,,,,,,,,,,,,,,,,,
145,SIMPLE-NN,,ml-iap,GPL-3.0,https://github.com/MDIL-SNU/SIMPLE-NN,SIMPLE-NN(SNU Interatomic Machine-learning PotentiaL packagE version Neural Network).,11,False,,MDIL-SNU/SIMPLE-NN,https://github.com/MDIL-SNU/SIMPLE-NN,2018-03-26 23:53:35,2022-01-27 05:04:05.000,2022-01-27 05:04:05,586.0,,17.0,12.0,91.0,4.0,26.0,47.0,2021-09-23 01:41:42,1.1.1,9.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
146,DeepErwin,,ml-wft,https://github.com/mdsunivie/deeperwin/blob/master/LICENSE,https://github.com/mdsunivie/deeperwin,DeepErwin is a python 3.8+ package that implements and optimizes JAX 2.x wave function models for numerical solutions..,11,True,,mdsunivie/deeperwin,https://github.com/mdsunivie/deeperwin,2021-06-14 15:18:32,2024-06-07 15:52:47.000,2024-06-07 15:52:33,66.0,8.0,6.0,3.0,5.0,,11.0,45.0,2024-03-25 13:47:47,transferable_atomic_orbitals,3.0,7.0,deeperwin,,,,https://pypi.org/project/deeperwin,25.0,25.0,,,,3.0,,,,,,5.0,,,,,,,,,,,,
147,nlcc,,language-models,MIT,https://github.com/whitead/nlcc,Natural language computational chemistry command line interface.,11,False,['single-paper'],whitead/nlcc,https://github.com/whitead/nlcc,2021-08-19 18:23:52,2023-02-04 03:07:56.000,2023-02-04 03:06:33,144.0,,7.0,5.0,1.0,,9.0,44.0,2023-02-04 03:07:56,0.6.0,10.0,3.0,nlcc,,,,https://pypi.org/project/nlcc,33.0,33.0,,,,2.0,,,,,,,,,,,,,,,,,,
148,aviary,,materials-discovery,MIT,https://github.com/CompRhys/aviary,The Wren sits on its Roost in the Aviary.,11,True,,CompRhys/aviary,https://github.com/CompRhys/aviary,2021-09-28 12:29:05,2024-04-02 05:53:45.000,2024-04-02 05:53:42,610.0,1.0,10.0,2.0,53.0,4.0,22.0,44.0,2023-08-10 01:55:58,0.1.1,4.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
149,DSECOP,,educational,CCO-1.0,https://github.com/GDS-Education-Community-of-Practice/DSECOP,This repository contains data science educational materials developed by DSECOP Fellows.,11,True,,GDS-Education-Community-of-Practice/DSECOP,https://github.com/GDS-Education-Community-of-Practice/DSECOP,2022-03-07 17:47:33,2024-05-29 14:43:06.000,2024-05-29 14:43:03,551.0,13.0,25.0,10.0,25.0,1.0,7.0,40.0,,,,13.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
150,LLaMP,,language-models,BSD-3-Clause,https://github.com/chiang-yuan/llamp,A web app and Python API for multi-modal RAG framework to ground LLMs on high-fidelity materials informatics. An..,11,True,"['materials-discovery', 'cheminformatics', 'generative', 'MD', 'language-models', 'lang-py', 'general-tool']",chiang-yuan/llamp,https://github.com/chiang-yuan/llamp,2023-07-01 08:15:34,2024-06-10 04:27:14.000,2024-06-10 04:27:13,367.0,118.0,2.0,,29.0,8.0,17.0,36.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
151,pair_nequip,,md,MIT,https://github.com/mir-group/pair_nequip,LAMMPS pair style for NequIP.,11,True,"['ml-iap', 'rep-learn']",mir-group/pair_nequip,https://github.com/mir-group/pair_nequip,2021-04-02 15:28:02,2024-06-05 17:06:39.000,2024-06-05 17:06:39,101.0,4.0,13.0,9.0,8.0,8.0,20.0,34.0,2022-05-20 00:39:04,0.5.2,4.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
152,cmlkit,,rep-eng,MIT,https://github.com/sirmarcel/cmlkit,tools for machine learning in condensed matter physics and quantum chemistry.,11,False,['benchmarking'],sirmarcel/cmlkit,https://github.com/sirmarcel/cmlkit,2018-05-31 07:56:52,2022-04-01 00:39:14.000,2022-03-25 22:27:04,526.0,,6.0,3.0,1.0,6.0,2.0,33.0,,,,,cmlkit,,4.0,4.0,https://pypi.org/project/cmlkit,156.0,156.0,,,,2.0,,,,,,,,,,,,,,,,,,
153,ACEhamiltonians,,ml-dft,MIT,https://github.com/ACEsuit/ACEhamiltonians.jl,"Provides tools for constructing, fitting, and predicting self-consistent Hamiltonian and overlap matrices in solid-..",11,False,['lang-julia'],ACEsuit/ACEhamiltonians.jl,https://github.com/ACEsuit/ACEhamiltonians.jl,2022-01-17 20:54:22,2024-06-05 15:25:30.000,2023-04-12 15:04:14,33.0,,5.0,5.0,42.0,2.0,3.0,11.0,2024-02-07 16:35:47,0.1.0,2.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
154,pretrained-gnns,,others,MIT,https://github.com/snap-stanford/pretrain-gnns,Strategies for Pre-training Graph Neural Networks.,10,True,['pre-trained'],snap-stanford/pretrain-gnns,https://github.com/snap-stanford/pretrain-gnns,2020-01-30 22:12:41,2023-07-29 06:21:39.000,2023-07-29 06:21:39,13.0,,158.0,17.0,8.0,33.0,29.0,932.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
155,GNoME Explorer,,community,Apache-2.0,https://next-gen.materialsproject.org/materials/gnome,Graph Networks for Materials Exploration Database.,10,True,"['datasets', 'materials-discovery']",google-deepmind/materials_discovery,https://github.com/google-deepmind/materials_discovery,2023-11-28 10:29:51,2024-05-21 06:59:37.000,2023-12-02 03:54:29,8.0,,128.0,49.0,4.0,16.0,4.0,830.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
156,Materials Discovery: GNoME,,materials-discovery,Apache-2.0,https://github.com/google-deepmind/materials_discovery,"Graph Networks for Materials Science (GNoME) and dataset of 381,000 novel stable materials.",10,True,"['rep-learn', 'datasets']",google-deepmind/materials_discovery,https://github.com/google-deepmind/materials_discovery,2023-11-28 10:29:51,2024-05-21 06:59:37.000,2023-12-02 03:54:29,8.0,,128.0,49.0,4.0,16.0,4.0,830.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
157,OpenChem,,general-tool,MIT,https://github.com/Mariewelt/OpenChem,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research.,10,False,,Mariewelt/OpenChem,https://github.com/Mariewelt/OpenChem,2018-07-10 01:27:33,2023-11-26 05:03:36.000,2022-04-27 19:27:40,444.0,,109.0,36.0,12.0,15.0,2.0,664.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
158,EDM,,generative,MIT,https://github.com/ehoogeboom/e3_diffusion_for_molecules,E(3) Equivariant Diffusion Model for Molecule Generation in 3D.,10,False,,ehoogeboom/e3_diffusion_for_molecules,https://github.com/ehoogeboom/e3_diffusion_for_molecules,2022-04-15 14:34:35,2022-07-10 17:56:18.000,2022-07-10 17:56:12,6.0,,106.0,8.0,,2.0,36.0,400.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
159,Allegro,,ml-iap,MIT,https://github.com/mir-group/allegro,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,10,False,,mir-group/allegro,https://github.com/mir-group/allegro,2022-02-06 23:50:40,2024-05-10 23:30:02.000,2023-05-08 21:16:45,38.0,,44.0,20.0,5.0,17.0,15.0,291.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
160,GDC,,rep-learn,MIT,https://github.com/gasteigerjo/gdc,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",10,False,['generative'],gasteigerjo/gdc,https://github.com/gasteigerjo/gdc,2019-10-26 16:05:11,2023-04-26 14:22:40.000,2023-04-26 14:22:40,28.0,,43.0,3.0,1.0,,11.0,262.0,,,,3.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
161,DeePKS-kit,,ml-dft,LGPL-3.0,https://github.com/deepmodeling/deepks-kit,a package for developing machine learning-based chemically accurate energy and density functional models.,10,True,,deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,2020-07-29 03:27:50,2024-04-13 03:44:40.000,2024-04-13 03:44:40,384.0,4.0,33.0,14.0,42.0,5.0,13.0,96.0,,,,7.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
162,Grad DFT,,ml-dft,Apache-2.0,https://github.com/XanaduAI/GradDFT,GradDFT is a JAX-based library enabling the differentiable design and experimentation of exchange-correlation..,10,True,,XanaduAI/GradDFT,https://github.com/XanaduAI/GradDFT,2023-05-15 16:18:25,2024-02-13 16:05:53.000,2024-02-13 16:05:51,419.0,,4.0,5.0,43.0,11.0,43.0,68.0,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
