,name,resource,category,homepage,description,projectrank,show,labels,docs_url,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,trending,gitlab_id,npm_id,npm_url,npm_monthly_downloads,label,gitlab_url
118,DeePKS-kit,,ml-dft,https://github.com/deepmodeling/deepks-kit,a package for developing machine learning-based chemically accurate energy and density functional models.,9,True,,,deepmodeling/deepks-kit,,,https://github.com/deepmodeling/deepks-kit,LGPL-3.0,2020-07-29 03:27:50,2023-04-12 07:10:08.000000,2023-04-01 01:14:46,380.0,1.0,29.0,12.0,39.0,1.0,8.0,92.0,,,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,
119,PiNN,,mlp,https://github.com/Teoroo-CMC/PiNN,A Python library for building atomic neural networks.,9,True,,https://teoroo-cmc.github.io/PiNN,Teoroo-CMC/PiNN,,,https://github.com/Teoroo-CMC/PiNN,BSD-3-Clause,2019-10-04 08:13:18,2023-01-23 15:42:53.468770,2023-01-23 15:32:22,113.0,,25.0,6.0,1.0,2.0,4.0,89.0,2019-10-09 09:21:30,0.3.0,1.0,,,2.0,,,4.0,,,,3.0,teoroo/pinn,https://hub.docker.com/r/teoroo/pinn,2023-01-23 15:42:53.468770,,211.0,,,,,,,,
120,GATGNN: Global Attention Graph Neural Network,,representation-learning,https://github.com/superlouis/GATGNN,Pytorch Repository for our work: Graph convolutional neural networks with global attention for improved materials..,9,True,,,superlouis/GATGNN,,,https://github.com/superlouis/GATGNN,MIT,2020-06-21 03:27:36,2022-10-03 21:57:33.000000,2022-10-03 21:57:33,99.0,,18.0,8.0,,3.0,3.0,58.0,2021-04-05 06:49:29,0.2,2.0,,,3.0,,,,,,,2.0,,,,,,,,,,,,,
121,matsciml,,representation-learning,https://github.com/IntelLabs/matsciml,Open MatSci ML Toolkit is a single framework for prototyping and scaling out deep learning models for materials..,9,True,['workflows'],,IntelLabs/matsciml,,,https://github.com/IntelLabs/matsciml,MIT,2022-09-13 20:27:28,2023-06-02 02:01:25.000000,2023-03-13 16:04:37,21.0,,5.0,3.0,28.0,4.0,5.0,43.0,,,1.0,,,5.0,,,,,,,2.0,,,,,,,,,,,,,
122,GAP,,mlp,https://libatoms.github.io/,Gaussian Approximation Potential (GAP).,9,True,,https://libatoms.github.io/GAP,libAtoms/GAP,,,https://github.com/libAtoms/GAP,,2021-03-22 14:48:56,2023-06-08 10:42:38.000000,2023-06-08 10:42:38,199.0,19.0,19.0,8.0,63.0,,,28.0,,,,,,12.0,,,,,,,3.0,,,,,,,,,,,,,
123,ACE1.jl,,mlp,https://acesuit.github.io/,Atomic Cluster Expansion for Modelling Invariant Atomic Properties.,9,True,['Julia'],https://acesuit.github.io/ACE1pack.jl,ACEsuit/ACE1.jl,,,https://github.com/ACEsuit/ACE1.jl,,2022-01-14 19:52:49,2023-05-26 03:57:55.000000,2023-05-26 03:57:52,524.0,19.0,4.0,5.0,25.0,21.0,23.0,18.0,,,,,,7.0,,,,,,,3.0,,,,,,,,,,,,,
124,BenchML,,representation-engineering,https://github.com/capoe/benchml,ML benchmarking and pipeling framework.,9,True,['benchmarking'],,capoe/benchml,benchml,,https://github.com/capoe/benchml,Apache-2.0,2020-04-28 13:26:29,2023-05-24 15:13:06.000000,2023-05-24 15:04:57,341.0,10.0,2.0,5.0,7.0,3.0,10.0,13.0,,,,,,9.0,https://pypi.org/project/benchml,20.0,20.0,,,,3.0,,,,,,,,,,,,,
125,bVAE-IM,,generative,https://github.com/tsudalab/bVAE-IM,Implementation of Chemical Design with GPU-based Ising Machine.,9,False,"['qml', 'single-paper']",,tsudalab/bVAE-IM,,,https://github.com/tsudalab/bVAE-IM,MIT,2023-03-01 08:26:56,2023-05-31 07:00:20.000000,2023-05-31 07:00:20,34.0,18.0,,8.0,,,,3.0,2023-03-01 14:26:13,1.0.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,
126,ML4pXRDs,,representation-learning,https://github.com/aimat-lab/ML4pXRDs,Contains code to train neural networks based on simulated powder XRDs from synthetic crystals.,9,True,"['xrd', 'single-paper']",,aimat-lab/ML4pXRDs,,,https://github.com/aimat-lab/ML4pXRDs,MIT,2022-12-01 16:24:29,2023-06-12 21:17:50.000000,2023-06-12 11:34:21,1314.0,20.0,1.0,2.0,,,,,2023-03-22 11:04:31,1.0,1.0,,,,,,0.0,,,,2.0,,,,,,2.0,,,,,,,
127,DimeNet,,mlp,https://www.cs.cit.tum.de/daml/dimenet/,"DimeNet and DimeNet++ models, as proposed in Directional Message Passing for Molecular Graphs (ICLR 2020) and Fast and..",8,True,,,gasteigerjo/dimenet,,,https://github.com/gasteigerjo/dimenet,,2020-02-14 12:40:15,2023-04-26 14:16:07.000000,2023-04-26 14:16:06,100.0,1.0,49.0,3.0,,2.0,28.0,238.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
128,ANI-1 Dataset,,datasets,https://github.com/isayev/ANI1_dataset,A data set of 20 million calculated off-equilibrium conformations for organic molecules.,8,True,,,isayev/ANI1_dataset,,,https://github.com/isayev/ANI1_dataset,MIT,2017-08-07 20:08:46,2022-08-08 15:56:17.000000,2022-08-08 15:56:17,25.0,,18.0,12.0,2.0,6.0,3.0,87.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,
129,MoleculeNet Leaderboard,,datasets,https://github.com/deepchem/moleculenet,,8,False,['benchmarking'],,deepchem/moleculenet,,,https://github.com/deepchem/moleculenet,MIT,2020-02-24 18:14:05,2021-04-29 19:51:06.000000,2021-04-29 19:51:06,78.0,,17.0,4.0,15.0,22.0,5.0,68.0,,,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,
130,ACE.jl,,mlp,https://github.com/ACEsuit/ACE.jl,Parameterisation of Equivariant Properties of Particle Systems.,8,True,['Julia'],,ACEsuit/ACE.jl,,,https://github.com/ACEsuit/ACE.jl,,2019-11-30 16:22:51,2023-06-09 21:31:30.000000,2023-06-09 21:29:10,912.0,1.0,14.0,8.0,65.0,23.0,58.0,58.0,,,,,,12.0,,,,,,,3.0,,,,,,,,,,,,,
131,cG-SchNet,,generative,https://github.com/atomistic-machine-learning/cG-SchNet,cG-SchNet - a conditional generative neural network for 3d molecular structures.,8,True,,,atomistic-machine-learning/cG-SchNet,,,https://github.com/atomistic-machine-learning/cG-SchNet,MIT,2021-12-02 15:35:18,2023-03-24 12:09:56.000000,2023-03-24 12:09:56,28.0,3.0,11.0,4.0,,,3.0,43.0,2022-02-21 13:36:41,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,
132,Sketchmap,,unsupervised,https://github.com/lab-cosmo/sketchmap,Suite of programs to perform non-linear dimensionality reduction -- sketch-map in particular.,8,True,,,lab-cosmo/sketchmap,,,https://github.com/lab-cosmo/sketchmap,GPL-3.0,2014-05-20 09:33:32,2023-05-24 22:56:06.000000,2023-05-24 22:47:50,64.0,1.0,10.0,29.0,1.0,3.0,4.0,39.0,,,,,,8.0,,,,,,,3.0,,,,,,,,,,,,['C++'],
133,SNAP,,mlp,https://github.com/materialsvirtuallab/snap,Repository for spectral neighbor analysis potential (SNAP) model development.,8,False,,,materialsvirtuallab/snap,,,https://github.com/materialsvirtuallab/snap,BSD-3-Clause,2017-06-26 21:56:00,2020-06-30 05:20:37.000000,2020-06-30 05:20:37,38.0,,16.0,10.0,1.0,1.0,3.0,31.0,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,
134,DeeperGATGNN,,representation-learning,https://github.com/usccolumbia/deeperGATGNN,Scalable graph neural networks for materials property prediction.,8,True,,,usccolumbia/deeperGATGNN,,,https://github.com/usccolumbia/deeperGATGNN,MIT,2021-09-29 17:31:02,2023-04-19 18:59:51.000000,2023-04-19 18:59:31,24.0,1.0,7.0,3.0,1.0,,7.0,30.0,2022-03-08 02:14:28,1.0,1.0,,,3.0,,,,,,,3.0,,,,,,,,,,,,,
135,So3krates (MLFF),,mlp,https://github.com/thorben-frank/mlff,Build neural networks for machine learning force fields with JAX.,8,True,,,thorben-frank/mlff,,,https://github.com/thorben-frank/mlff,MIT,2022-09-30 07:40:17,2023-06-05 07:20:18.000000,2023-06-05 07:20:15,38.0,38.0,4.0,3.0,2.0,1.0,2.0,29.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
136,DeepErwin,,ml-wft,https://github.com/mdsunivie/deeperwin,DeepErwin is a python 3.8+ package that implements and optimizes JAX 2.x wave function models for numerical solutions..,8,True,,https://mdsunivie.github.io/deeperwin/,mdsunivie/deeperwin,deeperwin,,https://github.com/mdsunivie/deeperwin,,2021-06-14 15:18:32,2023-05-23 12:48:25.000000,2023-05-23 12:44:02,51.0,3.0,5.0,2.0,3.0,1.0,4.0,27.0,2022-07-18 10:18:25,arxiv_2105.08351v2,2.0,,,6.0,https://pypi.org/project/deeperwin,48.0,48.0,,,,1.0,,,,,,,,,,,,,
137,Atomistic Adversarial Attacks,,mlp,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,Code for performing adversarial attacks on atomistic systems using NN potentials.,8,True,['probabilistic'],,learningmatter-mit/Atomistic-Adversarial-Attacks,,,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,MIT,2021-03-28 17:39:52,2022-10-03 16:19:31.000000,2022-10-03 16:19:29,33.0,,6.0,5.0,1.0,,1.0,24.0,2021-07-19 18:09:36,1.0.1,1.0,,,6.0,,,,,,,3.0,,,,,,,,,,,,,
138,UVVisML,,representation-learning,https://github.com/learningmatter-mit/uvvisml,Predict optical properties of molecules with machine learning.,8,True,"['optical-properties', 'single-paper', 'probabilistic']",,learningmatter-mit/uvvisml,,,https://github.com/learningmatter-mit/uvvisml,MIT,2021-10-13 05:58:48,2023-05-26 22:35:14.000000,2023-05-26 22:35:14,17.0,1.0,4.0,4.0,1.0,,,10.0,2022-02-06 18:14:14,0.0.2,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,
139,Equisolve,,math,https://github.com/lab-cosmo/equisolve,A package tasked with taking equistore objects and computing machine learning models using them.,8,False,,https://lab-cosmo.github.io/equisolve,lab-cosmo/equisolve,,,https://github.com/lab-cosmo/equisolve,BSD-3-Clause,2022-10-04 15:29:19,2023-06-06 12:44:37.000000,2023-06-05 07:22:30,34.0,11.0,1.0,14.0,29.0,14.0,4.0,3.0,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,
140,SE(3)-Transformers,,representation-learning,https://github.com/FabianFuchsML/se3-transformer-public,code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503.,7,False,['single-paper'],,FabianFuchsML/se3-transformer-public,,,https://github.com/FabianFuchsML/se3-transformer-public,,2020-08-31 10:36:57,2022-03-09 14:17:32.000000,2021-11-18 09:11:56,63.0,,61.0,15.0,4.0,9.0,17.0,385.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
141,RDKit Tutorials,,educational,https://github.com/rdkit/rdkit-tutorials,Tutorials to learn how to work with the RDKit.,7,True,,,rdkit/rdkit-tutorials,,,https://github.com/rdkit/rdkit-tutorials,,2016-10-07 03:34:01,2023-03-19 13:36:55.000000,2023-03-19 13:36:55,68.0,3.0,63.0,16.0,7.0,3.0,1.0,185.0,,,,,,5.0,,,,,,,2.0,,,,,,,,,,,,,
142,GemNet,,mlp,https://www.cs.cit.tum.de/daml/gemnet/,"GemNet model in PyTorch, as proposed in GemNet: Universal Directional Graph Neural Networks for Molecules (NeurIPS..",7,True,,,TUM-DAML/gemnet_pytorch,,,https://github.com/TUM-DAML/gemnet_pytorch,,2021-10-11 07:30:36,2023-04-26 14:20:12.000000,2023-04-26 14:20:12,36.0,2.0,22.0,4.0,1.0,,12.0,139.0,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,
143,G-SchNet,,generative,https://github.com/atomistic-machine-learning/G-SchNet,G-SchNet - a generative model for 3d molecular structures.,7,True,,,atomistic-machine-learning/G-SchNet,,,https://github.com/atomistic-machine-learning/G-SchNet,MIT,2019-10-21 13:48:59,2023-03-24 12:05:41.000000,2023-03-24 12:05:41,64.0,2.0,22.0,6.0,,,10.0,113.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
144,DTNN,,representation-learning,https://github.com/atomistic-machine-learning/dtnn,Deep Tensor Neural Network.,7,False,,,atomistic-machine-learning/dtnn,,,https://github.com/atomistic-machine-learning/dtnn,MIT,2017-03-10 14:40:05,2017-07-11 08:26:15.000000,2017-07-11 08:25:39,9.0,,31.0,15.0,,,3.0,77.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
145,AIMNet,,mlp,https://github.com/aiqm/aimnet,Atoms In Molecules Neural Network Potential.,7,False,['single-paper'],,aiqm/aimnet,,,https://github.com/aiqm/aimnet,MIT,2018-09-26 17:28:37,2019-11-21 23:49:01.000000,2019-11-21 23:49:00,7.0,,20.0,10.0,2.0,3.0,,75.0,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,
146,PhysNet,,mlp,https://github.com/MMunibas/PhysNet,Code for training PhysNet models.,7,False,['electrostatics'],,MMunibas/PhysNet,,,https://github.com/MMunibas/PhysNet,MIT,2019-03-28 09:05:22,2022-10-16 17:45:42.000000,2020-12-07 11:09:20,4.0,,26.0,9.0,1.0,3.0,,72.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
147,uncertainty_benchmarking,,general-tools,https://github.com/ulissigroup/uncertainty_benchmarking,Various code/notebooks to benchmark different ways we could estimate uncertainty in ML predictions.,7,False,"['benchmarking', 'probabilistic']",,ulissigroup/uncertainty_benchmarking,,,https://github.com/ulissigroup/uncertainty_benchmarking,,2019-08-28 19:39:28,2021-06-07 23:29:39.000000,2021-06-07 23:27:19,265.0,,5.0,6.0,1.0,,,33.0,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,
148,torchchem,,general-tools,https://github.com/deepchem/torchchem,An experimental repo for experimenting with PyTorch models.,7,False,,,deepchem/torchchem,,,https://github.com/deepchem/torchchem,MIT,2020-03-07 17:06:44,2023-03-24 23:13:19.000000,2020-05-01 20:12:23,49.0,,14.0,7.0,27.0,2.0,1.0,32.0,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,
149,ALF,,mlp,https://github.com/lanl/ALF,A framework for performing active learning for training machine-learned interatomic potentials.,7,True,['active-learning'],,lanl/alf,,,https://github.com/lanl/ALF,,2023-01-04 23:13:24,2023-06-12 20:32:12.000000,2023-05-31 21:11:38,82.0,79.0,6.0,5.0,16.0,,,15.0,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,
150,AdsorbML,,representation-learning,https://github.com/Open-Catalyst-Project/AdsorbML,,7,True,"['surface-science', 'single-paper']",,Open-Catalyst-Project/AdsorbML,,,https://github.com/Open-Catalyst-Project/AdsorbML,MIT,2022-11-30 01:38:20,2023-06-12 20:27:53.000000,2023-06-08 05:23:46,48.0,12.0,2.0,6.0,9.0,,1.0,14.0,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,
151,SA-GPR,,representation-engineering,https://github.com/dilkins/TENSOAP,Public repository for symmetry-adapted Gaussian Process Regression (SA-GPR).,7,True,['C'],,dilkins/TENSOAP,,,https://github.com/dilkins/TENSOAP,LGPL-3.0,2020-05-04 14:19:01,2023-04-07 09:58:08.000000,2022-09-29 09:30:45,25.0,,8.0,3.0,10.0,2.0,5.0,14.0,2020-12-17 16:51:47,2020.0,1.0,,,5.0,,,,,,,3.0,,,,,,,,,,,,,
152,Libnxc,,ml-dft,https://github.com/semodi/libnxc,A library for using machine-learned exchange-correlation functionals for density-functional theory.,7,False,"['C++', 'Fortran']",https://libnxc.readthedocs.io/,semodi/libnxc/,,,https://github.com/semodi/libnxc,MPL-2.0,2020-07-01 18:21:50,2021-09-18 14:53:52.000000,2021-08-14 16:26:32,100.0,,3.0,2.0,3.0,13.0,3.0,12.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,
153,SALTED,,ml-dft,https://github.com/andreagrisafi/SALTED,Program for doing symmetry-adapted learning of three-dimensional electron densities.,7,True,,,andreagrisafi/SALTED,,,https://github.com/andreagrisafi/SALTED,GPL-3.0,2020-01-22 10:24:29,2023-05-09 15:15:03.000000,2023-04-14 08:18:56,139.0,7.0,1.0,1.0,4.0,,,9.0,2023-04-10 16:25:44,2.0.0,1.0,,,5.0,,,,,,,2.0,,,,,,,,,,,,,
154,CGAT,,representation-learning,https://github.com/hyllios/CGAT,Crystal graph attention neural networks for materials prediction.,7,True,,,hyllios/CGAT,,,https://github.com/hyllios/CGAT,MIT,2021-03-28 09:51:15,2023-01-10 22:31:07.000000,2023-01-10 22:31:07,153.0,,7.0,3.0,1.0,,1.0,9.0,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,
155,ACEhamiltonians,,ml-dft,https://github.com/ACEsuit/ACEhamiltonians.jl,"Provides tools for constructing, fitting, and predicting self-consistent Hamiltonian and overlap matrices in solid-..",7,True,['Julia'],,ACEsuit/ACEhamiltonians.jl,,,https://github.com/ACEsuit/ACEhamiltonians.jl,,2022-01-17 20:54:22,2023-04-12 15:11:09.000000,2023-04-12 15:04:14,33.0,22.0,3.0,3.0,41.0,1.0,3.0,5.0,2022-05-20 17:07:42,arXiv.2111.13736,1.0,,,4.0,,,,,,,2.0,,,,,,,,,,,,,
156,ACEfit,,mlp,https://github.com/ACEsuit/ACEfit.jl,,7,False,['Julia'],,ACEsuit/ACEfit.jl,,,https://github.com/ACEsuit/ACEfit.jl,MIT,2022-01-01 00:09:17,2023-04-25 15:35:19.000000,2023-03-07 21:09:32,138.0,,2.0,3.0,7.0,19.0,23.0,2.0,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,
157,BestPractices,,educational,https://github.com/anthony-wang/BestPractices,Things that you should (and should not) do in your Materials Informatics research.,6,False,,,anthony-wang/BestPractices,,,https://github.com/anthony-wang/BestPractices,MIT,2020-05-05 19:41:25,2023-03-10 21:27:15.000000,2021-02-18 08:56:47,15.0,,54.0,7.0,7.0,4.0,2.0,122.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,
158,Equiformer,,representation-learning,https://github.com/atomicarchitects/equiformer,[ICLR23 Spotlight] Equiformer: Equivariant Graph Attention Transformer for 3D Atomistic Graphs.,6,True,,,atomicarchitects/equiformer,,,https://github.com/atomicarchitects/equiformer,MIT,2023-02-28 00:21:30,2023-04-19 02:15:43.000000,2023-02-28 00:27:47,1.0,,14.0,5.0,1.0,3.0,3.0,90.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
159,ANI-1x Datasets,,datasets,https://github.com/aiqm/ANI1x_datasets,"The ANI-1ccx and ANI-1x data sets, coupled-cluster and density functional theory properties for organic molecules.",6,False,,,aiqm/ANI1x_datasets,,,https://github.com/aiqm/ANI1x_datasets,MIT,2019-09-17 18:19:28,2022-04-11 17:25:55.000000,2022-04-11 17:25:55,12.0,,4.0,6.0,,2.0,3.0,44.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,
160,Applied AI for Materials,,educational,https://github.com/WardLT/applied-ai-for-materials,Course materials for Applied AI for Materials Science and Engineering.,6,False,,,WardLT/applied-ai-for-materials,,,https://github.com/WardLT/applied-ai-for-materials,,2020-10-12 19:39:06,2022-03-12 02:26:58.000000,2022-03-12 02:26:41,107.0,,27.0,4.0,13.0,5.0,,41.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,
161,COMP6 Benchmark dataset,,datasets,https://github.com/isayev/COMP6,COMP6 Benchmark dataset for ML potentials.,6,False,,,isayev/COMP6,,,https://github.com/isayev/COMP6,MIT,2017-12-29 16:58:35,2018-07-09 23:56:35.000000,2018-07-09 23:56:34,27.0,,4.0,5.0,,2.0,1.0,34.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,
162,DeepDFT,,ml-dft,https://github.com/peterbjorgensen/DeepDFT,Official implementation of DeepDFT model.,6,True,,,peterbjorgensen/DeepDFT,,,https://github.com/peterbjorgensen/DeepDFT,MIT,2020-11-03 11:51:15,2023-02-28 15:37:49.000000,2023-02-28 15:37:37,128.0,,6.0,1.0,,,3.0,32.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
163,SIMPLE-NN v2,,mlp,https://github.com/MDIL-SNU/SIMPLE-NN_v2,,6,False,,https://simple-nn-v2.readthedocs.io/,MDIL-SNU/SIMPLE-NN_v2,,,https://github.com/MDIL-SNU/SIMPLE-NN_v2,GPL-3.0,2021-03-02 09:36:49,2023-03-30 02:13:08.000000,2023-03-30 02:12:44,492.0,4.0,13.0,5.0,84.0,3.0,6.0,19.0,,,,,,12.0,,,,,,,3.0,,,,,,,,,,,,,
164,PACE,,mlp,https://cortner.github.io/ACEweb,"The `pair_style` ACE MLP implemented in LAMMPS, aka ML-PACE.",6,True,,https://docs.lammps.org/pair_pace.html,ICAMS/lammps-user-pace,,,https://github.com/ICAMS/lammps-user-pace,,2021-02-25 10:04:48,2023-05-25 22:16:12.000000,2023-01-31 19:53:46,46.0,,9.0,5.0,11.0,1.0,5.0,16.0,,,1.0,,,6.0,,,,,,,3.0,,,,,,,,,,,,,
165,CBFV,,representations,https://github.com/Kaaiian/CBFV,Tool to quickly create a composition-based feature vector.,6,False,,,kaaiian/CBFV,CBFV,,https://github.com/Kaaiian/CBFV,,2019-09-05 23:07:46,2022-03-30 05:47:53.000000,2021-10-24 17:10:17,49.0,,5.0,4.0,7.0,5.0,4.0,11.0,,,,2.0,2.0,3.0,https://pypi.org/project/CBFV,121.0,121.0,,,,2.0,,,,,,,,,,,,,
166,testing-framework,,mlp,https://github.com/libAtoms/testing-framework,The purpose of this repository is to aid the testing of a large number of interatomic potentials for a variety of..,6,False,['benchmarking'],,libAtoms/testing-framework,,,https://github.com/libAtoms/testing-framework,,2020-03-04 11:43:15,2022-02-10 17:23:46.000000,2022-02-10 17:23:46,225.0,,6.0,15.0,10.0,5.0,3.0,11.0,,,,,,11.0,,,,,,,3.0,,,,,,,,,,,,,
167,NICE,,representations,https://github.com/lab-cosmo/nice,NICE (N-body Iteratively Contracted Equivariants) is a set of tools designed for the calculation of invariant and..,6,True,,https://lab-cosmo.github.io/nice/,lab-cosmo/nice,,,https://github.com/lab-cosmo/nice,MIT,2020-07-03 08:47:41,2023-05-01 09:22:21.000000,2023-05-01 09:21:56,231.0,1.0,2.0,6.0,7.0,2.0,1.0,10.0,,,1.0,,,4.0,,,,,,,2.0,,,,,,,,,,,,,
168,fplib,,representations,https://github.com/zhuligs/fplib,a fingerprint library.,6,False,"['C', 'single-paper']",,zhuligs/fplib,,,https://github.com/zhuligs/fplib,MIT,2015-09-07 08:18:27,2022-02-09 05:31:21.000000,2022-02-09 05:31:12,37.0,,2.0,3.0,,,3.0,7.0,2021-02-03 21:40:23,pub,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,
169,SOAPxx,,representations,https://github.com/capoe/soapxx,A SOAP implementation.,6,False,['C++'],,capoe/soapxx,,,https://github.com/capoe/soapxx,GPL-2.0,2016-03-29 10:00:00,2020-03-27 13:47:44.000000,2020-03-27 13:47:36,289.0,,3.0,3.0,1.0,,2.0,7.0,,,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,
170,COSMO Toolbox,,math,https://github.com/lab-cosmo/toolbox,Assorted libraries and utilities for atomistic simulation analysis.,6,True,,,lab-cosmo/toolbox,,,https://github.com/lab-cosmo/toolbox,,2014-05-20 11:23:13,2022-11-13 17:38:41.000000,2022-11-13 17:38:10,105.0,,5.0,26.0,1.0,,,6.0,,,,,,9.0,,,,,,,3.0,,,,,,,,,,,,,
171,COSMO Software Cookbook,,educational,https://github.com/lab-cosmo/software-cookbook,The COSMO cookbook contains recipes for atomic-scale modelling for materials and molecules.,6,False,,https://software-cookbook.rtfd.io/,lab-cosmo/software-cookbook,,,https://github.com/lab-cosmo/software-cookbook,BSD-3-Clause,2023-05-23 10:33:47,2023-06-08 09:23:43.000000,2023-06-08 09:23:43,21.0,21.0,1.0,14.0,20.0,3.0,,2.0,,,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,
172,pyLODE,,representations,https://github.com/ceriottm/lode,Pythonic implementation of LOng Distance Equivariants.,6,False,['electrostatics'],,ceriottm/lode,,,https://github.com/ceriottm/lode,Apache-2.0,2022-01-19 17:01:38,2022-11-17 09:13:34.000000,2022-11-17 09:13:17,238.0,,1.0,3.0,,1.0,,2.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,
173,"Data Handling, DoE and Statistical Analysis for Material Chemists",,educational,https://github.com/Teoroo-CMC/DoE_Course_Material,"Notebooks for workshops of DoE course, hosted by the Computational Materials Chemistry group at Uppsala University.",6,True,,,Teoroo-CMC/DoE_Course_Material,,,https://github.com/Teoroo-CMC/DoE_Course_Material,GPL-3.0,2023-05-22 08:11:41,2023-06-12 12:23:18.000000,2023-06-12 12:23:16,111.0,111.0,12.0,2.0,1.0,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,
174,Per-Site CGCNN,,representation-learning,https://github.com/learningmatter-mit/per-site_cgcnn,Crystal graph convolutional neural networks for predicting material properties.,6,True,"['pretrained', 'single-paper']",,learningmatter-mit/per-site_cgcnn,,,https://github.com/learningmatter-mit/per-site_cgcnn,MIT,2023-05-30 18:59:03,2023-06-05 17:38:46.000000,2023-06-05 17:38:41,28.0,3.0,,,,,,,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,
175,Per-site PAiNN,,representation-learning,https://github.com/learningmatter-mit/per-site_painn,Fork of PaiNN for PerovskiteOrderingGCNNs.,6,True,"['probabilistic', 'pretrained', 'single-paper']",,learningmatter-mit/per-site_painn,,,https://github.com/learningmatter-mit/per-site_painn,MIT,2023-06-04 14:23:49,2023-06-05 17:35:19.000000,2023-06-05 17:30:34,123.0,6.0,,,,,,,,,,,,10.0,,,,,,,3.0,,,,,,,,,,,,,
176,GEOM,,datasets,https://github.com/learningmatter-mit/geom,GEOM: Energy-annotated molecular conformations.,5,False,['drug-discovery'],,learningmatter-mit/geom,,,https://github.com/learningmatter-mit/geom,,2020-06-03 17:58:37,2022-04-24 18:57:39.000000,2022-04-24 18:57:39,95.0,,14.0,9.0,,1.0,8.0,121.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
177,JAXChem,,general-tools,https://github.com/deepchem/jaxchem,JAXChem is a JAX-based deep learning library for complex and versatile chemical modeling.,5,False,,https://jaxchem.readthedocs.io/,deepchem/jaxchem,,,https://github.com/deepchem/jaxchem,,2020-05-11 18:54:41,2020-07-15 05:02:21.000000,2020-07-15 04:55:41,96.0,,9.0,6.0,13.0,1.0,1.0,74.0,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,
178,AI4Science101,,educational,https://ai4science101.deepmodeling.com/,AI for Science.,5,True,,,deepmodeling/AI4Science101,,,https://github.com/deepmodeling/AI4Science101,,2022-06-19 02:26:48,2022-09-04 02:06:18.000000,2022-09-04 02:06:18,139.0,,11.0,10.0,28.0,,1.0,63.0,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,
